target_rmse,target_mae
1146210.344972351,861600.6821733094
1271737.3741847603,850310.749296875
1086292.2252164187,843499.5930002594
836838.2252510726,653056.1613485718
1168505.6640534939,896507.1687464141
1286764.2087841136,833880.6360472107
956817.4525095996,758890.0557313538
1159248.549515769,872661.6671524048
1418307.1944275086,959194.6128944397
1401877.0030961053,856858.4697151184
1194607.523300832,863280.3236949157
1150790.7006617645,878388.1140885162
1443210.5463592852,935063.104720459
1517444.8213115525,920097.1334999085
1269978.5950627471,870639.5912226868
983066.4106148198,767641.7835272216
1209351.5996851716,795146.5174602509
1102711.9460234875,837495.5513491058
1093875.4893724213,831292.4629122162
1414864.6075962042,876157.250388031
1508759.4353658597,971002.6534906006
1391255.9575176546,917424.8436744293
1267143.3703805234,910023.4081797791
1121937.5915126845,840397.2843884277
1259112.497986877,922230.9753151702
1022598.2865241364,775262.2623543548
1259166.7738654476,942614.4043274887
1306668.1481972167,919464.3348214722
1417040.9373689883,966532.8833205291
1250077.8154742767,897755.4409377289
1061097.741219676,805183.9151622009
1394362.4546409708,1037340.5898078919
1063394.8807023475,806849.7048332214
1387439.7315180874,931172.9181629181
1579189.7718679758,1017482.7877647552
1078750.2196527761,781368.0526568603
2003079.3019583586,1014324.7678435516
1206599.8446301199,804794.9297977447
1127933.8429912904,806317.4395909118
1043827.0161600636,789814.5030751801
923567.7970526501,706948.5568955994
1235937.9308658936,925239.5788935852
1221762.5412562226,929901.0202829742
1556315.6611582246,1110885.2954706573
867070.506324176,690824.8780431366
959908.8176923525,748185.0620097045
1216112.8655016946,884868.4398015594
1051551.9032516566,858378.9348875427
1290405.063519103,918471.3306612396
1587524.2558893159,987383.1853964233
1193298.6361242905,843674.7046312713
1118699.6611614395,817788.8021286774
956634.1325215604,725101.8284277343
1289336.5521330957,959226.3723208618
1134475.0692934587,894916.4979574585
964588.3152139965,722651.564107666
960222.0840509448,730770.8279676056
1289700.7859013542,858215.0544120788
1751372.9496606737,864926.6643504334
952431.663295865,725499.1914184571
1283896.1738728068,942061.2793190766
891721.7152862315,682573.2684313965
1229787.7200896891,843569.2013806152
1794951.6370819476,976250.9906380341
1089264.7772508112,829585.7085205842
1201795.680229073,917082.6176480865
964366.0402809284,763647.800151825
1124232.0382918108,855498.6564782715
1292336.0857421702,974703.8754420471
975467.6348279259,720494.6910112
1181024.6787911872,825296.7863225555
1117408.2608449585,849790.6276950074
1279202.3170236014,879103.5189749146
1283536.5755168954,890570.7946420289
1092648.9647529484,801352.0563713837
1201086.8030258168,873730.9531475067
904518.4404508712,681834.4557402038
1306890.421171119,916088.2228966996
1305651.2807300256,967712.7842998505
1426629.491165001,969241.2401296234
1080231.8773330702,787706.0656325531
1519294.4869098759,934838.3183532715
1055670.2750931438,818749.8934431153
935220.8690016298,719727.0136927032
1398559.1348791022,941781.404431076
1316761.3118972061,891388.8355192825
1201049.0669603732,829843.3009863282
1089725.7791080459,774794.7690627441
1340033.915983408,955783.4306022705
1207856.964987209,849075.4048298645
1361254.2250475476,944763.0032461548
986215.1133970832,766364.0315761566
1562317.0452636913,958048.7682829285
1784500.457846888,1086880.0280193328
1761588.8059998858,1048602.3927468872
1058725.0103968084,825317.9919879914
1538744.6734010011,897578.1406497314
1111195.5471996486,843714.9801012421
1421826.2933814428,998179.6294442749
1345330.1609679558,925099.1000162506
