source_mae,source_rmse,target_mae,target_rmse,trans_target_mae,trans_target_rmse
25499308.38620298,38966151.603428036,50645281.41142448,70236478.24852021,49397757.44391252,68327135.83854823
25185134.78615885,38979461.395264685,48451002.85664381,65917958.664828196,48698928.952421315,68272298.65781783
24869899.726109374,38617704.30342472,52864968.97553156,71689311.44992635,50013313.7852822,69982776.30509268
25320705.117950045,39293090.22082678,48906497.660563074,68679605.6491971,47585193.06956747,68386790.13351746
25162167.323998917,39541867.394665174,46644350.618378945,65643587.077067375,46562248.12743689,65473470.70506906
25003084.678719133,38839118.10207657,48827914.50091853,67245852.4590953,49190217.879088834,69360596.77437378
24456269.022263218,38262890.88310087,49343274.47930967,67134930.95423843,47972898.99609926,67713190.64816488
25382634.37149608,39807102.26848953,47874595.59441045,65671952.94779738,47420669.167532936,67792702.29653999
25216813.729639314,39147285.75294229,49998470.40781418,68915035.41867322,47494120.792863704,68163194.00876933
24321525.819453415,38733002.62896394,49540012.034929946,67216108.6754688,46319312.2349257,67639222.10455929
25044512.83629735,39627865.93235521,47441139.22878228,65278118.14198843,47301897.17068827,67101154.718816034
25043501.889093604,39070062.07384771,49281737.73080646,67545697.53487383,47140437.73096462,66590142.272530116
25600741.115834787,38937336.21755632,49122532.39417585,67147905.52326778,47070951.09132449,66128435.02504076
24637977.544613287,38978657.795411944,49791023.272472754,67589909.33555368,46626891.30808692,65990011.80015431
25073864.111252762,39087705.63204089,48173392.70343647,65526140.449935354,48529617.74538566,67460539.83503841
25482562.15308964,39017473.20990398,50359579.88203308,68034914.31455044,48045027.01318843,67325146.59463139
24453552.9695515,38881934.09640525,48719477.8925936,67896988.79440953,46733692.33041473,67906659.82985352
24987227.897584297,38998853.21680806,49618612.79307029,67834624.44158871,47940415.327740885,67308434.78550258
25163901.619705036,38814231.94964243,49537520.50068749,68607488.005356,44821990.34529232,63990346.08141939
24493475.66096369,38519143.36445916,48466170.548127875,66858336.380473755,46590523.604665324,66308620.90443968
24666628.246316418,38827585.78958104,49918658.47970883,68255255.64790723,47664290.600759186,66385583.96349971
23994108.452401064,38032298.553938776,49729336.42856131,70082186.1223406,47567295.37165966,69012300.52993183
25320633.87252939,38842746.446658686,49761625.44698672,68898505.51493353,46194434.83134936,68741057.41443957
24449589.697392866,38063222.99370237,51657700.695401974,67032095.27321349,47309327.060781874,68439164.2756363
24727484.112324607,38901805.606840365,50454244.875607125,68378334.77031296,47222815.4703291,67662894.90082325
24773336.796233997,38763329.53763749,51129402.65357728,69780081.64650255,46348658.88019619,66933329.304620035
24894931.295933496,39289731.036576755,48531912.73630992,66563078.22286933,48945103.346601956,68786500.50199653
24476300.412501022,38529951.56676643,48873565.15769596,68500066.85746768,46811925.23867872,66137055.9494574
25240936.80489549,39175061.76002497,49193234.6609536,68711047.91730905,49258941.43995094,68883834.10332705
25099050.09580641,39157177.07402726,49802076.176358715,65369203.17069725,48966853.77096831,68402062.33746302
25274785.168977994,39139171.93695906,48905713.53245676,68502164.57128514,47854259.88540445,68977761.20755585
25434080.86496264,38582717.200470485,51811064.17660677,71782194.97231627,50560979.42094208,70450627.22501601
24833496.374568194,38739953.38491372,49124231.5991374,66193823.43074915,48431658.25016844,67820906.53898284
25207331.569635626,39018077.91198223,49266860.53396438,67436403.06517033,46712681.93648009,67631605.49986218
24907416.5607968,38818957.34245161,47986424.07646019,64107427.30093913,47229311.43412062,66509298.950304255
25043531.40912775,39088373.10662279,47735182.6553929,65287420.46204075,46181772.97761599,65168910.58769584
25097250.9325995,38831042.25273039,49691103.7280908,67444959.86963724,47368694.75025788,68008876.80074327
24758764.55021496,38695761.89380806,50349976.97246001,68201335.47395872,44283993.51457607,63554716.66831222
25011939.688638803,38697287.745685756,51077261.45522625,70402596.78912602,46967569.53651345,67307556.60374609
25474643.013627235,38881948.06965856,53402402.17872556,70478516.10167547,46658540.0126602,67917528.75086638
24860153.93087947,39293158.73841148,47684345.89816134,64480662.40291494,45152637.40538263,64669055.5470385
24814208.526913255,38561968.24736249,50016776.17377496,69176677.12584396,50078068.91491319,71171649.48253486
24942361.775808424,38671561.1199273,48780308.463510595,67708319.8583477,46883166.66138688,67017276.64122569
25608134.90911458,39527628.54799996,47677579.25750124,65914204.8348046,49836062.18898485,70561831.33111781
25220453.85975693,38822119.41678649,51172493.00525529,68898095.86969432,46674642.990257666,66928996.141407594
25212943.789537076,38754307.44381913,47899398.81107243,66475802.827002235,45664317.3835885,66907223.54304438
25124543.298123647,38424283.60883842,52751355.40629587,70255216.02778871,49349974.00793038,66769330.133775726
24755018.900410186,39110935.78217911,49716043.9419388,68426667.06920153,48548681.55498198,68098436.89411773
24918563.694267184,39207807.251423135,53078170.46221496,71169228.53034718,49601571.39786288,69202457.49330764
24731489.341265745,38818674.75638223,47979457.41735529,66035714.34623139,46626496.85534703,66336298.26695481
24606742.522702217,38834291.110620014,48601687.63325553,67744375.45139608,46310340.00421443,66770908.40039447
24720336.634217095,38558744.179567404,48393551.099346794,65628331.132846415,42284132.90419221,61291097.22764373
24972968.385065686,38952393.23882767,50293726.8969124,69889476.5336593,47385025.34643612,68260700.62532264
25182160.224163175,38819461.62811399,50184518.78657627,69645749.10993025,47770787.24967743,68765353.44436073
24369646.333353456,38624707.50619144,51224521.9905105,68794808.59369016,48355572.04717441,68416397.0685615
24969138.14652824,38435960.55440844,48746741.707199134,67039960.36052664,45276950.35830527,66289088.33549472
24862184.27413389,39081644.2238721,52265640.27719283,71185143.80879414,48858968.2228014,69868372.78829677
24686302.537449196,38546824.996629775,49445223.633138016,67963326.68856256,45661988.91573073,64955720.21479519
25362611.619847223,38859475.634826355,48682865.46159165,66838467.9046426,48023937.265086696,67112366.47623725
24902466.49880021,39014927.59007092,48774012.52727507,67574862.75195704,47547186.06824193,67668803.470099
24957240.732170768,39061856.532911144,50992220.21571432,69771803.70024332,46608800.103360385,66897606.352066636
25509050.87893879,39441243.81379341,51006665.1349881,69758047.54771973,46906982.93306229,65686561.184618436
24894357.085812975,38626709.19462908,50708900.167451896,69097413.50928202,47306851.93254563,66430529.01673241
25266418.98386145,39025247.61134224,51467912.94080494,68883363.53786309,49411498.55769493,68852009.16799779
24940993.081774093,39986155.34316782,48050118.795156315,65366510.3587343,48057752.81000875,68459917.9468148
25576971.697445903,39022016.57741869,48151663.990550585,65588785.69055182,44762842.94831967,64943442.97112208
24921776.965154063,38969173.345863916,49889159.71883997,67582407.29742637,47709453.19201054,66830187.69215696
25728066.999176394,39282184.80319448,50857264.6645174,69332914.42847493,49404147.86922128,69122404.3557999
24951246.79427699,39326750.66469656,51196814.671209134,68491822.69625913,47733058.4373173,66610735.05191661
25691550.0203462,39318812.54674954,47905240.67538314,65726821.82010962,50762863.99794848,69896290.42217815
24665013.639392935,38961806.42512391,49815891.01503747,67453247.3637426,48367592.139203124,69058516.91210072
24798734.639294084,39009047.71700638,46124931.04076269,63036962.79301058,44179768.49122201,61962059.02571421
24772260.395483166,38780274.01082101,48899732.465596296,68626929.60338946,46536027.92408381,68020979.23043962
25326687.679647975,39043317.087621,53016214.066546135,70355385.36291496,47421289.780668564,66426549.386493646
25006269.35540635,38796578.661242016,51337749.8471016,67352760.92156193,45461766.162170604,63965867.119853765
24754885.538708568,39387402.73559511,45996450.209379576,63199981.74366308,46707118.89359295,65643123.63795245
24321083.115593627,39067449.654592685,47802898.1342248,65941211.7798468,46142906.15037976,66835718.4274514
24935006.088440266,38879130.30730093,52787682.0757374,69294625.7826454,47190558.57822997,66087022.987845935
25310269.074676834,39067069.11774535,50766352.69033586,69351932.90042937,49256711.040277705,69101155.49364111
24719182.412607774,40054201.63296756,47939435.25352108,67435279.05144049,47613268.85269394,67246618.37677044
24889510.02301816,39148539.815222785,52721627.909053236,70558759.74158321,44901533.22349515,64869611.569844745
24662508.201303173,38644343.005254924,49613639.35479722,66862753.678850815,47336094.83981737,66514496.55798874
24680158.109804183,38498226.9194607,51927329.15645979,70986981.06238978,49053857.49768181,69538596.73513956
24664497.912551835,39402674.92461302,48496928.02232501,66177240.20225878,47842843.66777173,69273963.68659796
26045446.619672373,40086279.66183192,48687043.34399887,67416174.67375237,48014256.21865285,67894165.34431802
24690582.973918933,39162228.1596818,50994812.35100937,68998392.77085106,45125735.760644265,65240398.5627885
24987303.8889114,39417642.25997084,48657402.255092494,66972839.94735808,43798273.07081769,63754251.43024099
24672916.03164175,38520531.06407823,51481433.101191275,67614045.42320375,49109902.74209075,67906399.8680813
24882995.84918427,39682830.27814513,49552983.75877572,67561916.57521917,49602349.518305495,68614178.28776482
25389766.862117823,38936341.20121875,48660448.35112359,67884126.48680367,45947408.52285161,65848861.625618614
24423005.948009428,38593798.542827174,48448771.11930296,65888820.63765866,47279814.6010217,67058112.36649553
24645598.977840707,39480248.63272031,49920258.55365815,69533207.99580371,46361382.23090556,67386020.56935176
24517484.62113625,38420384.80069821,48336982.742233165,67884443.8371196,49025296.12459353,69930825.46757114
24995313.05843304,38910967.297145344,48490556.2382992,66092972.41918501,44412577.25987961,64022207.59151913
24792056.32626781,38913839.513087615,47762557.72520147,66804541.43400816,45653688.36909008,66155510.75407486
24825598.450575963,38043411.440801285,53100264.66237512,71839891.19163549,47512774.39120371,67782490.90354207
24792414.712423187,38975350.9906476,48544322.31632972,67894432.24287854,45921749.95323611,66008279.94574296
25106476.672236662,38658920.212067515,53492719.830629505,72324416.60116485,46784541.242557175,67285611.53533211
26149331.071322747,40059892.174266115,50115120.0725352,68405244.47570513,47702036.36202183,67443905.88650481
25065750.499670133,38857682.233363405,50011285.346295916,67478080.44709599,46453393.239695214,66987045.50517021
