target_rmse,target_mae
1278873.7848007986,925025.3233718368
1089048.3242651424,830222.2655545156
1479103.4575117168,1052791.0585099752
1463315.347688241,1049743.9435054606
1036721.7810525866,817129.9066078083
1081260.3551661202,866899.0458678581
1207423.357315673,869140.8344290867
1164665.2998641203,878251.8941686491
1154638.0564325687,886329.0159570418
1499312.3294946123,1018792.7337522584
1214158.2077895189,929591.9419781215
1069689.803718023,826283.4671817303
1055432.4066525449,787725.1222560961
1122968.396055418,780824.462983337
1197334.041804304,914386.220955822
2782045.602247687,1077480.577602239
993577.4263341484,786548.3613201088
1444396.9944136643,1030421.9961992395
1264294.1225614613,902879.4726539162
1012292.9022433166,789898.1626180905
1174321.5792810915,819767.3220371713
1302348.8218577527,941132.9104760888
1057449.7983154529,763625.9395943019
1708086.8322768696,1081843.8478154175
2876468.2787480927,1147411.6878101146
1167775.3964648896,882255.5798543235
1047289.2330743297,819816.0677477699
1211745.5811942308,802894.174683926
1033696.8491948457,811633.9181168993
1338021.8037363354,996121.0672861377
1447730.0011642945,1021360.202351358
1293251.4625823405,925684.6433113172
1030860.4742722544,777757.7459965639
1175900.5127786342,881831.332806344
1066193.535934625,819141.4805064823
922258.4088282399,747531.6049057427
1216426.854379765,886435.0634577179
1263659.0644492179,910230.6612288064
1043304.4424691113,794588.4035815914
1258130.7178297655,878546.9450221993
1128481.7324229034,863502.5363477262
1014611.3905590022,802867.3398861793
1382633.092890922,945189.4805430685
1146883.8978046146,906388.257868969
1048229.52031351,827043.1229130009
1075189.865139158,827909.8920280878
1641927.2952602138,967684.916988769
1525803.182406162,1018430.4692520396
1333321.0801496913,994563.632257131
1163312.2960755425,799936.2579574627
1137977.8603866766,886984.2504395877
1095797.3829563172,838776.0275722671
1051760.0798839107,799333.7630200846
1257921.3466898948,911368.8310182423
1034496.5351730977,741781.0607494524
997488.9431406794,788281.35561952
1009009.3299066176,787984.2669826852
1245548.4853011041,922263.4920806709
1585160.2178980673,1012837.3112314171
1056398.6670933734,865205.4987653596
1069809.140640202,807343.9190133074
1195745.2792851713,844803.0900995636
921831.0768574384,744599.973755132
1262860.3838034659,945397.2026201701
1024694.7151203703,803144.972562622
958035.2942852337,778225.2895885824
1522613.7201095042,867427.3281823341
849233.6979842079,678710.3238850073
1076159.9363042312,771965.975699918
1332790.526956354,912437.3869999821
1378596.1327999216,997029.5479869478
1287329.9472832358,913246.7317798063
1248172.6631017055,900575.9762654131
1124064.4297918659,858780.671361245
1052852.4734186996,858050.5209904786
1192922.0926874327,911902.1244095239
1211042.9813601698,916875.5036105431
1717400.3410518032,992375.4922921105
1368486.0101428211,920810.9855565452
1323247.4866168308,913772.531889191
1108975.9637414427,838218.6379813554
1226534.8475797419,922039.1297475327
1215168.684384607,854834.8500207601
1323072.2227110232,936528.128502365
1151596.0315007386,817529.3008355169
908789.3603961976,707566.8016403597
1224379.634910995,902410.7860644282
1320450.4798012974,968748.5811114435
1003749.1949267575,760066.9175134203
1242553.9353583348,920826.7396519519
1104521.0054400375,826292.4356933376
1272913.431450514,905781.7022316584
1031439.9050799207,810165.0392878444
1302752.3883344145,862381.7213080638
1188423.8837161725,902547.7274453631
1020124.6477030533,782971.2438044689
1193558.759508352,943471.094639658
1203693.3850600137,943576.163047622
1297096.8790032465,928656.7186595491
1260289.9455647138,957155.8620556568
