target_rmse,target_mae
1645408.7191006853,1069416.0183785153
1031781.9564443388,769354.1474936923
1518158.4476956553,966098.3481614281
1035322.505583484,749418.4999675563
,
1084771.9602355673,818478.5210421062
1412985.9969681504,956921.3741630166
1935006.247635565,1135394.2846483013
1134477.9734349062,878794.1650458374
1494207.5698701448,975329.4065522696
1225223.8178529097,925788.6336481015
1373588.8355088907,925889.9527949686
1481603.3254166953,1025945.5235708029
1362942.077063248,919573.7066140589
1547415.51953306,1065784.7117588096
1176822.6520714862,883828.2497701719
1746684.2544215566,1036590.6414590807
1179895.5825945472,840085.1092723669
1497353.6560641564,835402.692660572
910069.6728499666,738591.7041179134
1406527.1838309336,863283.0154916615
1256453.0554919147,844028.4362019601
1722187.8923712308,1095210.0967294178
1072688.2298619773,818291.4462771688
1539453.1426548415,1020780.649194638
1236282.3123523977,896251.2187600249
1199626.9614921876,878880.0871580705
1379479.6983294364,839015.520957885
1038432.9308420753,774736.8159597814
1104386.6160701523,840833.3416714877
1660005.4274535917,1060865.8582739762
1308347.909743419,943348.3064834597
1097124.4406504808,814744.8947834343
1125955.0549261945,843962.5515528567
1433152.3029960846,933682.1554511036
1234228.450035817,943209.4624557014
1229684.5789095233,870652.1157757157
1024343.8784990185,795246.640303479
1576509.6411526431,928400.9373348532
1247257.205788963,879502.9082978237
1742332.3971533594,1038030.6320868043
1094562.1628483548,834138.4903055532
1202698.9506052758,878553.6786947
1885654.787271765,1089982.3585552948
1726292.7817803195,1096836.7070454892
1345286.6727428786,986873.8677579846
1087924.1323352722,826648.8400396464
1630247.6156286793,977837.3465938759
1442642.7291423506,961515.4712008791
1196727.9116962464,881511.655382626
1233154.1585372703,847798.8836930617
1472010.4542360802,881302.1968684463
1172823.089011139,867152.4670456682
1375577.6649887774,950644.1225977339
1573398.3342951306,951277.1204914629
1745778.8098012833,1115052.0401269097
1086015.1497827815,817270.7824083494
1939760.626830899,1145659.8923028775
1355322.5748188787,944586.6484284186
1953448.0751169673,1195795.2225666496
,
1082538.5439556753,804004.6772928082
1573627.4759298966,897602.8867235758
1219180.4402556904,904786.8913530399
1667659.4776984714,987248.3722934657
1706277.5499721277,1087095.7548800586
1223221.506008247,833640.5170944144
1620480.6957552123,1009385.4402934763
1303127.4066943598,987278.9803469767
1472766.44041191,925480.136257719
1068280.5762898887,796705.8027627862
1416268.1927211012,875337.0470981409
1079427.5170279434,791467.2807241934
1215728.7091771357,952647.5118737583
1157397.1933494736,856842.1121077306
1360011.2084363194,878362.1912680756
1056033.3037222347,769384.6716341156
1162175.2348176495,784366.8639748226
1036850.9752873841,810409.201926433
1162920.1472945872,836784.6255810527
1334901.172521625,1010255.5168039257
1587052.8138668458,948581.334136737
1171667.3608725748,831520.3016656563
1285837.1989402105,923528.5401897255
1256996.5229974885,911315.490870716
1584283.1685683434,897636.6026541637
1121901.5897514028,787169.3661386244
1697523.565249921,1019633.2709922531
1597233.197038835,1057423.1324636019
1991084.9006475336,1124733.0657643166
1185155.5133885143,916763.5203097643
1161847.699581348,841069.8905480502
1539856.8320310216,972126.5353605839
1190115.218114764,883624.2115390406
2012568.4967351588,1155111.4917553957
1831206.3239805703,1120597.770279449
1938969.9509195834,1078405.8184740706
1565838.9475844586,1093883.2691379657
1402253.6891503253,1015259.3810982765
1435600.9560936983,959841.0468187634
