target_mae,target_rmse,source_mae,source_rmse,trans_source_mae,trans_source_rmse
36414022.51930384,55340475.398596264,52621881.047488175,85698771.00597794,41287535.39304017,59900557.945874505
43130936.50855722,60293993.4714326,43791113.37137269,59278752.508431815,38453221.62144014,48335928.5010042
32397792.540179186,48668863.81623744,46173421.05013445,93334376.58438933,38521605.888165995,57823736.51781918
34551985.781894915,52540069.89941009,54321735.82889571,84857845.82632591,41666094.50965391,61364883.393551216
33564472.532647535,50531580.37838826,42765889.345233954,79417279.73543479,33677417.373023584,56026965.50645271
29090897.315779064,44146796.53962961,46797896.991966866,68951339.73021069,40511532.75113798,60352785.962873824
28582702.06039301,40527415.1707577,34369126.75109041,54664468.65844315,33432221.45283364,49766142.49469368
21326176.56415627,32970285.63680813,36825118.37553911,55703981.131696194,30018279.761962604,47649902.99511045
27256704.74906032,41173713.870128654,63395575.71122919,129014730.2450007,43266474.8749357,66344925.5481368
38895229.346195765,56583953.78585441,52508600.23490415,84823812.83562154,41159582.28843348,61412600.497232795
31874289.732183002,44623579.364834726,44620793.65299428,70719335.89086927,35969974.36384029,51722157.543559514
30054961.907934513,44858909.82515935,42400224.37424535,78536395.68261378,30968921.195168857,46347031.13664486
39873279.72918636,58012082.59871579,42230258.460651636,61164523.60249054,39029013.65401143,53407278.86000223
30324469.293768264,49013250.50831319,103416622.54029548,557796672.0982957,38828616.72935531,63790729.63256954
37251318.400274016,56143245.044660926,46107048.04671762,70720930.84090061,35464952.08752306,49383342.598431736
33420120.962652072,49397192.58810906,40473858.82898097,60113573.01564034,34084265.68372194,47814292.786265664
37396844.598555714,55963854.66476764,61508054.66318259,125372145.47954443,38398336.0991033,52058497.1132976
29447929.196222253,41208728.212495424,57476141.80720751,119674179.78918321,35848597.47196016,50157270.357265875
29486091.241271544,39959117.23187394,36006402.97964437,51791255.53585096,31611027.534414172,46376214.9347211
28458172.172982614,42307137.874685876,38676861.94875507,59743241.63040598,33148390.808422074,53475230.29066988
31659055.802553575,45913016.27983155,45246595.20425764,71456913.72390723,45439760.94303951,71937803.92041868
24779906.77005307,37549214.68797244,32354752.327863008,44879261.539427705,30745247.261198893,44774218.62187101
22527117.473390754,34552762.08251668,43163728.302870385,72237684.407366,37013697.317236215,63507054.98330252
25906033.324617904,38651511.06075225,40694771.288690545,67754395.36162919,38415386.414145276,65573971.23092485
37073961.57054155,53032439.470143035,61326090.55718251,134675739.4253318,44625034.5278864,63411339.94916258
31260145.643128905,44104233.90869103,51158346.42969302,74322522.30810934,47970660.20666723,70994116.99750412
34128351.472376585,48715229.47225028,65731523.77610407,120524124.11378872,39537391.447940655,63314153.48503677
38723553.79936973,58039118.8474717,59840711.53779234,129126950.57960568,39170803.97617407,59978720.382712185
39385289.90994118,51816127.48227347,50052580.92037758,101113579.01881687,34633491.38386664,41990882.5498681
39161462.57979366,54123836.65628994,47834357.6539937,63227996.47310041,38400079.90734112,49795582.124342956
37242653.90516031,52077991.27030751,43889435.24135333,63293353.645983435,36539385.5087488,53132102.94929131
38802248.634714834,60111476.88962491,45495043.97805456,61114236.847082675,40912307.78244059,54031281.6859932
34207964.14730463,50623110.449372016,40018139.18532519,61365735.80453116,32939910.90149883,48884875.13857029
33322295.93343892,55550021.34385262,47960683.79118421,93316268.20439692,38720747.040790685,53995951.524855174
33540455.600398295,47348302.62253039,42084793.83426896,63682933.97661448,39251727.87463998,61819121.949797265
33007640.951149,48611145.69363634,36627106.4093628,48679248.152306125,30283916.36215333,40533634.49871846
34869214.92942761,52282856.29445974,39596133.92648531,55201349.73337494,34956777.859391205,49042475.51979322
31855453.6468055,41134523.35036521,36011418.713912696,55676255.299976915,33138050.00017736,50342178.089050435
30784412.851411667,48135084.508520566,48439623.68565525,78851201.26203834,34996646.16575319,54255070.506636314
30187479.578128602,44009143.614035375,39772771.49499184,65157108.69204836,34616688.98589183,51547919.12513499
32600426.738993295,48697377.65013037,37384810.88550191,56604004.275862016,37838771.34315213,56694304.46709547
26377393.599607043,37615299.740248755,40017109.93800979,65768327.80141611,32422166.04099907,54151007.553962976
39197652.56268902,55099659.250454724,41299437.08088976,58190752.53729552,36323715.56750067,44802434.247375265
37348616.37556393,52323596.050135866,41298253.997538134,57948378.32500182,39056527.21630427,55202010.07352826
30460188.60789291,41059641.495662086,47102907.47108525,73729854.9371826,42636248.395127006,62650409.185896814
33372554.70961883,47549565.21619298,37809949.44250781,57189649.84958216,35289267.66042334,55804525.86003278
36656324.67517856,54271853.08628754,37481000.23002189,52794175.84458277,34122890.599870585,47342228.69444133
32595999.66999954,48870451.18283821,47588138.10894268,82073495.21441321,34823809.11742226,58707342.40182169
30170382.416448474,44429113.06334266,50590649.63116187,91149735.6301031,39502166.427831315,63281831.16099703
33429860.95210198,48220175.14664653,77500585.63052613,278834144.0453761,37926693.30837168,50907229.78753416
30031106.504619095,48367874.2297565,37818171.239550985,63470257.20017566,34901055.31956049,49512917.65913334
31700563.994296987,43724502.14951568,43442137.850158446,63323436.73584902,41865072.807877,58168078.19749526
49155636.185810916,65022239.25544104,66837179.13961612,128911764.52055898,44197510.42850913,54935536.81647294
30797083.05122135,45671830.38314984,49871702.82005409,77067178.29992978,40376619.349669315,63433847.81136974
29561800.68765048,49736560.13028752,41224941.972022764,116326351.98622853,26628365.60755289,39973128.57256872
36411778.29974648,53912678.55945264,47731164.91934251,74075134.88773878,36217732.42826318,53306197.238849916
24100734.842658542,32794526.830638155,43675828.04740364,70965092.57587788,38336532.33602434,59086620.95847713
32047748.07307508,47473806.18123172,45237208.685330875,73497355.3965945,34045084.38119192,49788056.29173067
33412119.053457268,46542112.19963981,41993816.921524875,67466503.13890386,37596612.21058165,55766745.126507275
33035595.119658455,52131354.25177154,54758195.30212096,132613142.8433592,38596740.00570261,52005079.0997659
41547749.75550662,61121686.74798439,69272316.75794676,178419875.70885962,40126324.873527534,54952982.39679802
38296647.82182856,56243731.32889577,47571491.85480868,64491705.33854183,40561244.88536675,57880549.74789954
33667425.8046436,48562010.69046548,49439548.91069386,82207597.43764575,42982167.96996737,61840439.8697895
32787986.768857513,46605873.88706218,51414192.2092856,84177719.24720906,41161852.471415244,57439539.377037704
33387539.99598771,46818524.63021966,42618944.37929573,58582300.615433246,37213276.68205202,51206679.99251997
37170727.93615281,57267502.8702398,58689655.301670834,108224831.74212457,34879339.765729405,51590712.621035874
29536182.971753743,44486394.45199804,37849699.36893782,53892432.67921521,33792252.8407258,48655998.3904898
30327822.331030443,48762083.18237462,46424395.78364375,69989460.60338016,42828676.10288181,64633995.716979176
30319788.760747157,41219125.878805734,37761459.29942777,54344677.10512484,35436117.859505355,50607897.63471676
32438567.54768363,49729693.666912064,49200865.95744444,80468497.8865484,35723733.699088395,51171981.42060826
28980557.997627474,43398451.866293214,37576131.190666765,56094544.33756392,31949324.74001258,47347122.37783657
31474315.84035583,44682357.657949544,36649137.188799016,48341619.94854038,36501165.63876839,50329426.60313366
32825698.033217866,45384786.57632993,49964775.254933245,91943529.89410016,43952624.40691764,69309830.25880925
42449638.968222424,56527590.384232745,44964108.85188825,62091187.837419674,43383957.04012844,58972101.978782415
25796864.915628687,40443510.36181954,93035586.54386103,526793141.983546,35462940.61494269,60670327.71941628
31842580.917497672,44965518.82550438,35961611.241844855,49100910.19202066,33943138.94491547,49126447.769966975
28132265.612177093,45996601.08762336,41138715.217746876,60042405.55690054,38304063.05956329,57183539.475591496
28254037.73875679,46662182.46815831,43218447.83424273,69504248.45177074,34147614.579199605,52479312.99113929
39830699.99525544,55515343.87116304,49137864.9407193,76716244.24124576,40307073.5494757,54248478.00035158
35569335.221054904,50950437.64226621,50678476.36070242,96963382.5463707,38797941.652316816,58621578.134125374
29716937.91757522,44605582.89065582,50457264.5086968,79488071.17990492,36417775.026061565,53651082.02911944
32745708.301625904,46901581.95441052,35566857.33911564,48202369.81768857,31720681.801926732,43756781.3623123
33394839.8344802,47637052.66970799,41551715.724258855,65631962.83907158,34058725.5004802,45846707.174575575
37803757.2036205,55174228.44481746,46191988.51005091,61919064.351283245,40588699.297581576,52920931.206690624
29118986.40001704,43981122.56832756,49705147.05368295,118966934.96175063,31279653.436707705,45443759.516910754
37460947.58952149,54141742.28624683,39786754.349261105,53683228.685632624,34517551.04907651,45228686.148605935
42765313.21127197,57978002.376439594,54525556.25913825,78188243.00997858,45047467.792131126,65443290.6234651
33871942.29952296,51455499.11596916,54352057.073353834,90730257.86521651,47523889.38247302,73754235.5177814
31658927.58719895,49233162.08774967,45552555.339780256,113477275.12083007,36188415.00031409,52045122.7509904
27984581.6507104,45406061.235580705,32016744.704528257,46647584.33462815,30434103.772216782,45493973.839716926
26824363.0486878,41155249.06089015,43389733.79205779,86750788.98119444,32249435.383738283,47507771.383332066
30845948.33433707,48032264.94462114,55400724.78615171,82713201.73695639,50473536.64389203,75591243.78452179
43343254.49920752,63958514.41503971,42814740.501277246,58873360.39675932,36868330.75178904,48755557.835592695
34685064.41849738,49805717.45178646,46718434.58617012,61969881.16483356,36669918.424272045,50044756.87579814
29883893.553297862,41007221.821355835,37224685.38380394,54564384.38754469,33474858.05613477,45530384.45226343
30830040.433280088,44112346.49425004,33123861.396385144,49566719.36812312,30837022.53717246,45470982.242807426
30687032.481114555,45531220.91244584,50665501.486533605,76040812.72209865,39253806.666099,58428484.99371083
37929964.8366768,58742771.48033559,39262296.01893817,59588097.592548035,38345818.71373685,56044405.66854452
27363468.674411368,43655909.52206837,43343725.08527133,65747562.96807767,38743447.947645225,58894695.0006012
32387170.424919207,49189002.769761525,38001076.61862019,57165120.87224396,34238223.182830274,51751088.325295515
