target_rmse,target_mae
1435602.9569697278,954255.6868594419
1142174.7166601997,860147.4691868635
1131034.1717655698,914135.4622103815
1275026.7792030915,918286.309282376
1309145.829507307,1044547.3229185038
1263059.0320031722,914903.9522249256
1156394.2836947993,840852.4736318295
1080656.6175139132,758085.472283944
1312003.8131029163,945677.9637659907
1091374.1425713229,860838.6847158121
1233982.7958270747,837163.148749061
1241361.4219860272,928777.2114791631
1308605.139115514,949383.6066819842
998979.0581757439,743295.0399072329
1562938.7247428107,986188.8284269511
1318984.0733481594,961278.5863838127
1106249.8909996457,820627.8749225633
1825889.7203431858,1060384.804329992
1069418.9054451084,843795.6317111225
1299146.2047092256,925754.4154049408
1396976.0130256547,947165.4329599522
1164368.2801110041,857939.8822718619
1078266.8612011562,758379.0705192175
1157780.040719975,891622.8916180794
1201291.6599156407,880504.1441926971
1198668.6563693255,875897.8823163363
2802446.9065061403,1115848.2306340204
1292366.1150447081,891619.7088937582
1278078.3952352675,868388.4227681268
1051376.322565106,814558.1050764668
1519674.5415507904,1022511.0319887035
1310302.610315309,897685.8415351948
1378996.046419967,981595.8019508538
1223135.2169666858,870610.7310967289
1077966.650102979,762658.7377796685
1459092.828336754,1040599.6913106343
1433993.4426662456,959020.9348050905
1165660.4524753245,817066.1428081673
1582016.1706991927,924820.1806566372
1298937.7199610872,975526.0981829994
1233289.3982843165,899009.3111731854
1431833.2537380897,1020086.4326198854
912557.9915555271,740187.4777498033
1422123.6719185736,1002398.8838442337
1075333.1275301105,825145.755421021
1294852.9645643514,894184.2577448612
1001730.7713794071,783551.9342892215
1113146.297514077,829350.1013886097
1016281.3995938622,779916.083157963
1133499.1795094004,812682.0758897559
1053134.6766727092,816348.5596094908
1289833.397190054,973375.3262836868
1153632.7897186312,874496.9070585616
1003442.2858138478,795240.5361170156
1523488.2584843494,995408.3915389879
1056718.6352500434,814568.8357074022
1303108.6900080172,918418.0503657631
1355806.437389275,994093.2135451064
1078414.576764402,829023.7037231822
1127998.2960595537,843315.1273149647
1113205.0329780264,895402.2596489514
1391650.0793507658,939329.3645880299
1272737.11631436,921728.3287925739
1519377.40625519,1052580.5360290047
1199003.1134919585,905537.4840337471
1266001.5031293281,953312.3491605663
1182407.2278600521,855710.4483105554
1515057.3105606555,873464.8976028088
1413810.4794960155,895084.103070986
1439464.633157008,983195.9050229196
1227145.5866195639,857310.6836125585
1328913.3403155853,931199.4765897827
1104535.4440951,807835.8933174476
1078096.5665342407,868650.7207164898
1704748.4124247078,917560.8088367771
1199437.9892861831,872058.6647694072
1209169.9603749379,886330.2282135971
1295171.1976084257,935791.7816446571
1269464.4868632345,903621.5696194366
1321870.7351508648,908250.4618204548
1595900.255627453,996839.9578065522
1580160.6029354774,1030078.8626929737
980434.8427524841,732688.2293160763
1270267.493397748,873995.4518921461
1383503.0337956103,1002095.4499222195
1201338.5234778323,824834.3046886798
1176153.3711795527,813212.9619909079
1625007.975586129,1096456.8565451025
1270139.6850679861,941176.2804847147
2818510.0962513844,1160734.7337139635
1119590.0745263482,822472.6837954877
1085644.7901443338,877507.2432859879
1138425.2031502442,862933.3224982755
1221626.3112651838,883504.1456191784
1111939.0385824738,840856.7992184294
995527.2033926098,747780.6364456556
1441692.6466269712,1014935.3025269341
1284201.172258349,964990.3010050188
1288850.613602924,896526.7057707718
1102590.8829654271,859637.9342737726
