target_rmse,target_mae
1182734.7248222362,865566.5621521482
1004086.4085030324,803930.3569244521
1304299.2343213935,971890.1228469254
1348413.0420988959,885916.3201797543
1042839.5312874884,790732.8857887138
997896.6307135727,763223.5283670565
874339.8049098998,668755.1076088464
957056.2420837304,780480.1010143886
1032904.9626619257,816350.3656199297
1500339.9950700717,915092.5029048274
891468.4376221751,725646.0991147963
854206.4685727118,688603.048248918
951529.4259879448,735998.442886604
1010182.4265075136,792343.0327445598
911836.6051062082,701245.2817542899
1055109.8241254787,815701.8522315156
1236409.4855527806,911427.5982164742
1320156.6827857755,906616.679384502
949988.1751639874,765686.2743659193
1182971.0143384147,885522.6476604741
1059002.8625306336,751479.7138820414
1012787.9717833697,792535.8228337123
1084753.116369189,814503.1423178586
1188600.532902337,816693.0410017696
1161204.439380827,831617.297666715
936914.0304073365,763049.5491747844
1072481.1244802051,798303.5095270996
867958.520891241,699395.3046831735
1162340.1997483617,853375.1137818
1222506.3956554655,880638.0311473252
1088179.233591848,834069.6929062344
1195986.1666103837,865077.5592426142
1171543.9699147437,813700.8140319368
855313.4218434235,743698.7045967908
1263382.8402228293,915487.2702235357
1235626.6991859674,890743.846626878
942093.3380545941,768908.3315853755
1033146.6307146176,761850.7285087571
1304791.794188,761239.0767943508
840928.4874567891,673828.886805695
896037.1753982122,744226.6520179486
941083.2517521104,735914.9691950316
1077740.6244674395,781940.9927817221
1026481.4728007716,760030.2552762486
945098.288012643,783746.9984385441
883099.6229538881,718053.6193727163
1315269.726138469,918565.2320501804
995279.308103922,755410.2129570796
1008624.786166751,787017.724753186
838727.4286857562,694219.7279722451
1097306.867545475,822266.2628245314
1217480.3101392223,874474.2418381089
1338285.1928367654,986981.3756439869
1140150.4792018516,800087.9359371759
1094118.6268723563,791952.0592325615
1032796.4987281852,789517.8184803918
1439507.494557526,895728.1346074181
1252871.7452107677,866032.7306558988
1030589.0157118228,763830.7161918938
1101986.6217946745,862933.3132222191
1088860.5397712442,812330.4418000618
1147619.0392639532,866710.7083853044
974031.6123558655,750625.828382028
1154261.2999208476,856366.7845293882
1209799.7352665113,884520.597742799
1252240.5808749574,889015.8029752277
1181059.5539948794,884758.0822540261
910855.36531827,722889.4677881695
1036999.4974610416,777218.3373602368
927513.3653104677,727091.4391928347
1137263.6864213722,900587.9892407667
985825.6676462595,782380.9433254566
1201340.1663552104,825145.1755208918
1064091.9196067506,810052.18722081
986653.5899036289,760449.67808914
973250.0946939328,764719.9354808191
1372378.7607798972,990494.3463862503
944000.3608488078,754240.2189798141
1411612.4105275844,999410.9126643032
1178973.5872205526,852175.3516235591
1026533.6052273958,814007.5179996272
830662.2423284054,665886.6283306888
2151164.769574765,1029137.948898811
1134675.4758471434,849309.7117854586
916391.9253941647,688671.6793989594
1120312.4979601423,855544.1001814766
1160542.6518523088,773118.0535185989
1343581.2208959255,862911.5792610178
1265653.9203818613,889601.9805721958
999785.1235276093,747677.5221262194
1214372.405969915,870630.0934065847
899429.2524470126,727460.913497344
931131.5295845299,742397.2849392603
1189363.5994668067,840860.390086723
993964.2143048225,782628.565487206
938680.2098329741,756947.333860708
1346819.2658531368,952378.2960065928
936844.2343332183,763903.2818921731
1091840.865773982,830218.0732827471
1231965.1513295074,899188.7035054291
