target_rmse,target_mae
1209114.5808422975,812691.0619038721
1107607.325550429,843067.8615329926
1005834.3671511051,768866.3310610125
1088151.8922711238,791079.0340302453
1034806.2710544578,814543.2940095136
1761745.346437546,912411.1343705463
1024147.2674375257,799041.6515966543
1175708.0101294855,854723.8547897402
1045289.6425496642,806604.4594612425
1122577.338141191,898456.812615053
1318134.6597042284,910168.3312907007
1205191.655347236,874140.7391962069
1585278.2955074464,867313.7548323756
1154278.7732408973,900763.3126658467
991811.649930614,815971.3137601864
1410539.3184581804,947538.6803009295
1142383.5040276377,813435.4459684077
1313706.2283008401,957020.3973148001
1036091.874966982,751973.4543374222
908087.4327504481,715817.4030589496
956031.2843098794,705756.6539103655
1100246.8781709485,846510.676261839
1346628.5261979175,977680.747276233
1204997.0366554651,921536.4645858624
1427889.43581612,888359.4920974472
1249512.732435862,940817.476237603
1218012.5392019746,853204.744733807
941426.1088050135,762743.4002935111
1000728.7977324902,734407.621025241
1365827.214541517,862569.7233698835
1057888.4992211028,759220.6984276152
1204284.5256964169,788611.7765029143
1074375.905700425,851332.7119860054
1094113.1842226598,808982.3194060589
1025242.2089670118,816381.5396847945
1481461.8359373906,869378.3184629938
946003.7354375087,725665.0988994564
882789.0371263773,694143.6426068271
1339626.874525867,957931.921751844
1194831.2953767646,868359.6323620041
988671.6328659839,774458.4100192212
1154610.7165767627,872778.597748515
1079045.6649951455,770375.983842185
1170087.1316328037,871372.2323493679
1054467.0241194568,799414.8697831316
1298985.139625713,948685.7403745834
1201869.1857166637,841965.5260012697
992546.5375737913,794960.5351172342
1219174.5079572925,791701.8918988035
978134.3168216698,748821.6164846962
1108477.9404390869,816031.3432494602
1085650.3365790127,824011.8165034787
885928.7617974223,730841.9619917241
874459.0052067761,672881.5083929582
1159901.0826358441,873967.8289986664
939454.8858959188,739124.9893263743
995016.9593892719,778935.5238757763
1389424.209786728,918872.280459756
1041888.1144456005,832179.56215661
832621.9399443513,643074.7280976402
1210544.0256249332,917434.8980038079
991887.7599431467,814177.9131896615
710281.929290125,592245.6118498987
931726.8797477678,732597.0994056074
1110037.4110250762,834161.5499081769
866643.0618538958,754284.5915837426
960772.3120301552,706894.1987889057
965101.0647174378,717024.0804483007
1257868.662561183,847268.4411849753
997226.0421011123,757253.8585023173
1252752.9133200329,962776.8629802379
995492.9848436577,766184.9854584293
1105161.7982068039,869573.295785499
1146592.1429656178,901335.71376366
1028098.1284292608,821978.9456310587
1120228.2250102207,750628.7241899207
884543.165295017,730615.2617275158
1111377.6858117976,827689.1349419928
1692400.5727473365,999220.2143829712
898619.5130463261,712262.8755793854
1841835.4254967994,1008889.3235849089
1154210.02318456,836950.317880184
1287393.009868288,909147.5596114679
1311048.1903072617,964418.41808963
1093346.4998823765,802802.3287078845
890987.1851759979,709766.2830571808
1266123.249723084,864820.7468543403
1095203.8481895674,811113.6531079945
1076756.990177484,826160.2933427827
1175159.6694309472,867838.1129129389
1222285.8164995334,903354.1288973718
1313707.6372556887,867823.3536533586
1000377.4812765688,806401.303971348
1083157.1886252621,874358.9356663431
1200619.1256960446,817656.0621698668
1130431.2513463118,834444.0881763061
909635.3057604604,732415.7683307783
1185601.6127385208,880716.6635778733
1209935.247973355,807605.4188732904
1224378.259872797,861456.5593555467
