target_rmse,target_mae
1591586.3800171888,972521.3804817756
1366640.776336096,906766.7487191872
1452442.4593717519,828741.6382856731
1129506.1100107445,875989.2132784756
1369750.7036596737,915002.3633313356
1278843.5733752882,910053.0885263092
1775157.8466855953,1024507.1344706581
1462990.4060554958,884990.3187756251
1632093.8629021165,933295.8308234272
1254105.8677974702,885475.8892175913
1585365.5317033138,952794.5851032581
1653049.039762614,1045780.835141254
1506455.6674664086,905159.4605051763
1695808.1624620932,980939.3121153926
1184497.183287023,896001.6528876774
1078095.2678388837,860437.8461326729
1001202.279017043,762781.7414674783
1878823.4600945583,1126064.284113943
1837803.366682053,1100878.283151742
1816940.613513059,1014316.6930241514
1657599.952800515,1012233.0999296892
1321685.8845993108,861885.6024533777
1192736.0252412756,861609.5064427477
1593854.2340621117,970254.4985099933
1492191.0345215502,1010893.317984016
1399037.6068211647,926744.3895396672
1611522.4396572772,979062.6041197269
1542879.9170602513,1003765.301938101
1578765.745866594,967031.4969511913
1105714.7920507407,804904.1309506685
1849544.2631100335,1027691.2562015869
1089117.648001284,850177.1918816026
2050394.1896394102,1263982.6845850747
1447969.6529554238,934480.1306800961
1490374.2261050441,942041.3397532868
1215069.8235497843,882672.0210663204
965230.1335131752,750374.3859815713
1235177.370049272,889998.6097516079
1031511.2164044924,778606.8580628573
1577308.451229351,1008576.6285528793
1462770.4359785132,885281.293860165
1667070.1958094402,1029774.542647702
1406981.3250734846,906907.2938582954
1523111.295238702,896996.8905546528
1608503.0252154814,973001.4033110719
1021826.7070357439,766076.87707208
1777409.7922807047,1029784.898894122
1949923.4161582727,1106107.1148917659
1069576.7628776988,800169.6453503441
1435386.152420865,880388.5404525282
1990986.616102797,1127739.5915461262
1504358.8940729923,972786.1214452618
1276374.1819589806,876282.5889210716
1210168.1017339341,935732.2910363155
1138531.789585289,852215.491843137
1042705.6732474957,805174.6382354277
1263468.9637459067,882692.9725301738
1926254.9495284813,1028799.0940256373
1263220.2200869482,906950.972761767
1284137.598097476,862451.4613573994
1316171.125721135,901330.0952980976
1660271.0566023532,1051535.5214088839
1205425.8907298758,890760.0264818316
1232507.9674431738,986002.7067644097
1038610.7673081458,816721.3235724004
1542926.2160774712,911343.5559129727
1007246.0233457189,786655.2771683431
1385637.9265199061,922094.4972060854
1305162.435942465,947300.4654930914
1054274.1712152744,817287.6258927524
1933179.730530302,1194225.12494178
1436207.9905050711,955168.8396194956
1265934.6684816089,850534.6807477516
1581236.7047816506,919233.116184209
1162574.0947133906,859178.3469974197
1604117.1895051026,970681.0750453455
1779270.8830418417,1069688.3672243303
1393945.2132226261,938332.7956573357
1512901.6814094174,937208.3165027937
1098903.5677705964,797202.5864017906
1500699.7505755771,949573.1675736408
1393216.2073394984,846901.661049673
1181236.0538214904,903329.8873455728
1814848.6446621926,1141438.3221529913
1890567.6182702284,980151.5672030129
1608325.8166918117,938015.305605693
1688201.6309670832,907739.3514331505
1329399.3121602964,921977.3806330757
1812128.6098847627,979634.8669498655
1387686.830601741,946339.3457962868
1098666.7922216072,823294.329187415
1196027.6677118836,949757.4761459298
1770600.421860777,1029190.2245909647
1057183.6104824212,779211.0791753714
1101699.2762064706,824415.5051023846
1704346.796145989,1061416.1053872968
1472723.4657698907,1022583.6621080138
1255926.0513282323,867804.6805900993
1446016.9655374344,938037.6142031025
1176504.3525858633,910729.684783317
