target_rmse,target_mae
1123855.3433079107,758991.0113830944
1531142.955223471,982826.4067287884
1394762.0554610745,898632.0025828144
2073593.0914090446,975342.5136336506
1676792.8696583724,1008410.9754252768
1419639.6222969405,852182.4176601855
1262787.434242827,849355.1179104183
1533143.1526841905,874911.1010402243
1438435.7070209982,921114.6278906651
1247933.9953808868,812032.9202040655
1276212.3424541478,760038.5951978111
1189233.1410510673,746679.1091139397
2336272.9848092943,1174847.3533529742
1389452.6035832001,852939.1447091239
1446804.7888513678,835334.2964027098
1670877.0504115715,946976.3297427408
1724426.5522170176,993013.272143585
1480564.1134686898,902046.5061330739
1563538.4867797145,865618.1078582287
1822266.9297195603,959204.9046343281
1665040.9812627903,954167.5255789463
977119.0824663538,654800.2762431055
2005190.2996344203,1051049.2447874811
1715627.255503735,1008184.1948775618
1556880.9327037565,894484.682131314
1795065.0044797824,1001116.129914227
1257599.9337473798,840748.7781013137
1344466.5673253697,834552.640737792
1327184.5255286866,854981.4302596072
1616440.7911592873,892921.827724522
1247192.6955646914,796975.8279920163
1302344.6901866829,851584.834083185
1417893.5326340285,845711.3744554721
1178353.2782769338,777885.6325613396
1552216.2218111255,859623.0465515705
1112623.669239932,761036.5576191223
1949770.4156212439,1091644.3178643296
1362176.0139994533,827062.1984810316
2426997.8823403646,1072255.8057078794
1506961.79540149,801346.7563582703
1353071.199254574,904885.9293070314
1833473.7680965667,1063991.9661345882
,
1635231.8383327222,1006667.8898470005
1616260.1490320596,886401.0190755279
1377078.5593759147,871793.4432417711
1756207.1876378593,925555.7412347017
1402146.8220549957,877649.4328074753
1587563.9614038235,961453.915117433
1759315.7253843101,1021132.1826645948
1553561.3469250887,774790.7436568502
1630177.6714539446,904610.4565077518
966095.1618614272,670491.495285821
1418708.7995487135,876147.4957418474
1576319.016120127,861796.1013007473
1221045.067023944,793188.0465996973
1564546.0813193626,985779.7303899872
1713698.416427292,1037433.0542017673
1790691.0062787407,1077136.6914601913
1043506.7877386626,770284.7742021787
1672192.3680453661,859149.0992663427
1294672.7832096706,824817.1225313364
1808476.8522679044,1063766.4426620097
1575596.4100417492,955654.694058208
1251055.63998739,849815.524123569
1704908.4893589094,939762.70126178
1393951.122465275,854788.7943694858
1242066.191074245,762203.974636436
1529981.6093889463,1009322.3836902407
1969863.2710016638,1109425.8175033669
2014760.2420325233,1056454.9113965968
1345782.5185867758,885928.7808504723
1149593.4522635974,682078.923586395
1551170.2270890046,917438.3991320143
1171437.904254877,740976.6401077918
1196598.9989624897,762061.1436830187
1930857.6129473196,949812.5902215557
1065811.053059125,675744.5461041915
1245937.5133265813,779519.9930844773
1176783.206391204,804360.6563286582
1364558.8649405607,904477.6697391209
1412150.245779243,958494.0943012512
1717598.0906734436,967586.8995229299
1539285.554142887,949538.3131835876
2002277.2977524356,1152782.3788367668
1179431.2444657616,775119.687649729
1051941.8122534663,688070.2734192681
1189900.2216776013,790285.321214714
1737965.5734953934,1012936.6960878702
1564467.9751061783,883745.9485399774
1294934.0734078374,814564.1191988838
1788465.3568090203,980182.7475618285
1453604.678436658,877086.6173032732
1599596.5509019054,897460.1943737175
1013108.2435449456,671529.5202318986
1260018.2757580495,732609.0240130044
1446786.1489043343,830602.8266008204
1350507.9352414631,843051.0899033098
1433683.8620027693,806798.9702994012
1449515.6291088422,835394.5187790983
