target_mae,target_rmse,source_mae,source_rmse,trans_source_mae,trans_source_rmse
11937123.66229069,22071091.14240873,165823915.95308864,941907677.7370249,35244149.55298898,52251835.675265536
11673443.796548827,21669234.359475136,2935754674.1909027,15015807125.734482,49172846.37690343,77224841.94039628
12799664.175639741,21009805.35513157,117078607.44330871,273421832.47435856,42838999.67318406,66187021.08970952
16321627.149614124,25283499.96401601,232154070.849987,754875272.441982,42591318.59594557,65908899.965120025
20589841.851576257,32593471.45866174,149934155.5462533,501272021.2077426,38193975.35090862,55528336.25775418
9418956.104022441,16881349.422767997,188320264.5138531,700204666.5103439,33899521.37517127,55977397.562498614
14752601.426778855,24448818.88528622,75978514.88402584,275530811.5472395,32436436.27536869,51323661.91017365
8221548.917554489,12833790.93065366,132772014.99038811,525057618.8632783,30663309.476089872,48254283.76022046
14246473.341322947,25003428.12805796,180432493.83239788,1219140767.72868,35855357.326394975,56518454.98048402
17413405.714748938,30536081.893046964,589264177.8921952,3454067677.7426357,39651900.181565545,57995552.242675565
10499248.666284632,17647707.81407837,234971943.46495548,1342690395.2085235,41147216.654468104,64242099.737304
13258410.034019947,22069604.59066712,1333303535.3669875,5877068445.41075,41396792.10297459,62801192.18138334
14647266.572876254,23191845.115986552,96361945.8946827,330492682.31469375,35300114.51680126,52277919.901419
15674874.882241813,25472882.532866415,964234999.7311833,6083352240.024994,44499215.91287801,73285519.81651844
15364451.820075063,25680604.424877614,141058168.08035767,645667552.2353249,42469689.88109317,66722566.06784252
15995065.539986547,32381016.266335886,64648511.68180458,124495399.16345395,42745710.54557362,68254823.32316476
9175520.584267877,15219367.81018696,224202144.78183442,1196876722.1919188,29618028.44741547,46371217.000794
10419950.379836105,17296326.63847215,277322935.4825613,1003434088.7039274,39127589.44513323,61918428.0174589
18462692.971968755,29499828.14824725,83570897.64075151,230733121.93797758,34289392.52106696,57639462.324423
9635080.136638936,14988084.37724459,154528117.54514807,486148801.10788995,34480700.9575209,50797558.45957435
20853064.248306934,33905800.045842774,125706456.90878493,374833554.974497,38323438.79438389,60055512.7840785
14318424.316960694,27981653.363864128,1805166716.391448,8682939212.95272,44835070.82901753,67930214.66496985
11050009.956189418,17525236.7012964,89476739.08151293,186843856.79304144,43773331.09291626,76027835.7473874
9565782.375214195,16558534.589478746,538919240.1802977,3013142987.748638,44388432.87497613,64832136.83550796
14321176.144318422,23388722.110972222,95665118.4464369,349115017.07620406,33963593.90755169,51983882.832702324
9881830.062473005,19317109.582616895,2296826241.5755663,21440343971.05789,41487614.48892923,60673079.43074833
10407828.29241728,15809187.175664475,858656149.3924975,6237709084.055105,44604526.25155005,70337228.73181562
16581951.294444088,29973978.93710614,40147667541.46421,283552830929.0005,33030645.925771967,50065659.3900326
8304434.98868402,12919635.296993244,83343156.55294007,342903080.03506005,35548682.882195696,56491235.804206066
17543861.040610027,27997276.918474883,96947180.3242607,269578904.06143135,43977619.9796537,69785554.43569873
9027219.560116056,15625901.609108672,61821516.803503454,139377233.4823474,40528140.88316166,65256265.90918871
9614572.544137012,17146967.543786716,262092347.81911862,1691069241.5151527,37396881.3572825,64826094.488970935
9971969.615380162,15839871.660154419,4089741330.487351,36094945279.125336,39608241.43398887,61524708.09956364
12336719.546601363,20752127.366548147,99634805.41026358,274318094.9016002,33911844.04407203,49543241.83522731
5999813.543473891,10405901.134530406,45690314.620868355,83042432.0790974,30969160.491645467,48479395.947916895
19063139.05605997,29334805.913963523,92459999.07131515,192525139.74383226,39946568.66459033,58378623.62010746
15584882.260730319,24960154.628982358,107830744.9277268,244803550.69764432,37746042.85608553,56129981.870594636
14493439.107253565,22692175.76887676,116679230.27469522,298519084.5048478,37575453.73518776,68289848.5277872
11211924.618225567,16380272.191761661,111591509.45226146,265862082.73232648,40052800.61064759,60016521.4453174
12659175.103917483,21506245.056324963,16162467143.721054,142534040706.11758,37981111.61542549,55637388.1760339
8717152.65769427,19915637.385553762,3920048658.2667503,25099592154.622406,34933580.74137675,58787604.97239595
14247915.787370104,23259849.39967097,211389119.84064233,861442339.6397077,33120669.613000985,49385543.99732173
9633135.78316986,15521619.616326258,196973943.54407912,1046662162.6243914,37998030.17961308,65988808.52017863
11931628.56999504,18900651.88902103,113415319.71779841,448244884.23521364,38881813.01423173,67726566.88438663
13060520.904836826,24081991.313145585,188074842.57989648,678306565.1617424,37643469.362702005,63165351.50092722
18681403.539551567,31777621.97941662,3189458098.9038057,22452556683.036602,36180273.25318777,65959379.52358871
13988795.872547131,23266968.985730458,321438289.1719559,2120020453.6898754,30906519.512143657,45964227.108959705
19205126.97868862,32084191.249965876,95858328.556898,273091658.0083037,31977844.0944675,47840106.25192329
14144505.938134348,22600750.581227295,28626074882.72724,277719950865.0419,31314141.298846822,47737900.25521962
18244478.692791663,30143836.553677928,256819649.12264904,989404904.9299309,43185389.571991056,66707239.175418995
11698568.763115715,21029866.136673525,74169209.64800209,194258057.03120837,30938561.95473538,50479053.96316819
17653946.317325365,27157896.67397859,2041375472.6382635,15136441833.108257,42046587.02659144,64129026.66941364
13128239.612482488,20644179.8816689,186370714.1714146,1077096245.064416,33686399.06360426,51582013.92057192
15067443.764944261,23684283.184707277,147749539.74508992,442018298.3304848,36558409.49991506,61427497.44978767
17829223.86066729,32492145.48845399,148345924.68338892,374778758.7085787,40785494.3100462,61363414.14948121
10488138.980274234,17952635.478897426,123827759.21112014,415420535.45235467,34050830.484185785,55321149.42818807
12162687.990112428,20643565.988374423,161815425.90173343,472327448.89709455,33550228.036026534,59092654.37907287
18330929.185141463,27751747.841929473,341413411.5061114,1846054360.305863,43828038.66587887,68080839.66851147
12939255.956418542,20997873.68929504,300937901.232915,1307210372.988962,38790515.56436126,68766068.26984671
16785810.486545384,28594263.25716543,196845410.34652564,616001149.9553841,34390441.833852984,56793018.21195686
8766460.153397376,13441968.207649373,147528956.03182486,828352914.0439625,42980286.955882,71081389.33854263
17147107.917960595,28245096.6787933,209548639.06224307,952611358.7326059,37386765.286127575,59987647.00226148
10617318.225203358,18635208.8351349,68694186.35665986,154778258.5176187,39029294.41933301,66592930.88374746
9747691.355554797,15646250.127588542,608529361.712358,2625677899.27292,35076633.29517596,53264804.999775834
18330672.42770725,28283563.608201955,103001347.3647905,332758346.23368275,35138447.28292676,50761022.14081419
7132731.48466544,11367140.06627632,176631992.23726913,479195039.53634566,34369922.93261168,54498020.85670934
9196838.798209306,17337059.343337737,385890621.25122046,2059502064.338569,30123002.637094375,49282795.94545774
11614243.251632094,22593102.89944309,114222183.60611297,402820671.3022227,33075365.296768546,57118492.63682049
16393316.552158419,29130027.116719056,7909217576.545117,74073467022.42003,42934763.574199766,69204400.35211176
19293332.404754896,33433084.865367424,9296259328.18786,87516438998.31923,41489643.5117023,59014866.747221366
15948162.30258063,28436506.006028358,130347753.49645145,700315421.3776007,37048420.13513058,53697482.955916315
18656454.822436325,35944089.89138383,318032754.80207807,855530023.4512453,44224403.20083191,63578283.7024613
12963941.386825461,21593363.05368149,100070714.23896019,252908370.20948592,35681966.557515554,53887046.63334458
11306232.99163189,17040755.67364294,65716689.89591632,168243295.64373103,43161828.495620176,72138004.55103177
8296564.001777415,13474855.486175776,333094720.28610903,2580584901.6022534,35941601.25831707,55554360.02787212
12405650.730926001,19528759.3314591,255001985.06358552,1039612707.3165846,36720202.554368675,53758624.943973765
12088058.540481891,22592847.96186004,246193029.6307764,930780707.107549,40691304.91267038,67158936.91972755
17017199.572920024,26787308.38387973,50425121.91968586,77923495.86363564,34941026.082265794,50643028.34852252
13700128.663204426,23775076.901473496,80831782.01488808,179789922.6888115,45599545.37458257,69510510.05200782
13288574.940309504,20897096.650563557,90806100.47865368,191996226.52098688,43297364.39063951,68490230.62596495
13032876.041118804,23778547.928596824,1432863066.5876844,5922566113.901465,32646900.107531138,50672315.32302191
13175965.903720582,20588676.301030356,67342893.58005856,121103458.13551673,41844133.657119244,59880647.361250065
10641280.21854083,19157193.19119429,996912007.9567684,6125501553.686034,42650718.14619392,71016647.98684818
11045672.039316153,18255107.59080774,241541693.82755366,857767204.1830099,38887191.42119545,64154779.82159454
12954279.139394391,26001617.29261148,1649902069.321651,13960614753.518253,36805378.71231064,64847486.253350645
9340717.971112872,14879473.77201372,112676069.37856986,331120297.5731448,43680621.93248078,70618740.6770749
17172167.004233893,27756833.40372549,2456112342.3949795,16783785747.727419,48857858.32187054,75297245.15140234
13642590.555362666,21660148.76763843,329674448.3267059,1590544926.8017333,40399586.71503237,61154075.785926156
12007242.655181916,21445364.28122459,144879848.0901228,553975246.8720939,43248328.0386266,63841482.735435046
11707216.735218735,20283416.701070048,295138034.0115526,1544822612.1346457,37873019.32209752,62874002.93759759
16383244.23697823,25333518.614739258,220711141.68941277,1080459586.8698454,43559421.53634654,64797390.711914524
14301322.397221101,28144871.73763609,294315020.2366041,1623218991.7225533,35337374.81223424,53239889.54542365
12110715.581992153,23621734.34988666,145660023.6784976,451411398.347312,35513044.25592113,51038286.05793632
14506892.878905809,23820582.04063093,61453045.627569765,140835082.2667787,33786995.83364153,56625647.41754026
18292469.234671816,32478317.57710178,259605370.03099138,1083568372.0526662,37286960.04213266,57435924.6248401
12222388.545240398,20921882.377387214,205978373.9083584,997785676.0971221,34495993.97795041,55348929.96260688
7306511.924758068,11237096.287104355,188037382.8263873,742280926.6096828,36163473.655274875,58466888.98060143
13128368.217619736,20013482.24675156,158705300.21572915,603520042.2288533,35385107.50225979,55956432.11773478
9449741.525633726,15068977.2447289,461475031.4096238,3022825112.6318808,34761766.902190864,58514217.207515955
5844026.411913685,10198655.423448693,543036569.8562093,3570535943.9067683,39671066.13992558,63765841.19220957
