target_rmse,target_mae
980176.5183197603,792978.7004056417
897141.4143992052,730190.5381052025
1430264.0723013454,1009495.0806076603
892362.8359277726,755877.7285135575
1698646.5487546471,998896.0793748829
895919.7389588702,712084.747349056
1020634.7911655139,794475.1278664868
1252293.6909491222,888920.3934971534
806379.2518999357,645691.8765109621
1136565.188391075,799797.5026793955
1016696.3304310489,752410.200715008
1028041.4001566961,770254.9175378103
930758.5963228047,747842.4163809888
1167110.5691422133,855426.7354408669
1001025.3646830943,706165.8080596661
1168217.5957941515,854801.9251119324
1082265.2688114897,803526.1164589518
936709.241373795,732345.5870300771
1841366.6234577466,999065.8738222328
950917.4512620608,738232.3124840664
1110980.0136211216,829176.6922780368
1090292.9736906819,792235.7478711174
940376.9410251766,747559.889576686
1366505.0795045353,941505.4647143875
974143.981654214,773149.203358423
1067130.42200096,807997.1683067861
1087607.6809209515,786149.3901865021
873345.4568907833,718152.4678586993
1102292.4918838434,829569.6452617173
1019866.418619461,767578.1957578809
1112159.561430376,875083.2427073693
1180575.153945232,927673.120235273
1203898.5534357778,855190.2917694962
1306909.2905660763,974663.957872621
955514.7748223635,750107.8814302852
1098128.9807719279,854905.8219013548
1192817.1210922494,846059.3235129325
1341436.3707776442,934140.7097442311
885975.2254082117,697426.9118902902
1072653.0835432252,795887.3897264283
882319.1862215431,693046.7586203945
1159635.302624574,831950.8753683632
1073742.9999209016,796063.0692309346
1025346.0404272003,767366.3006339909
1002049.3879058114,785221.2049020649
1120178.1011541185,853241.4220273215
1156852.7237615604,866437.0927946123
1502670.861201913,1011301.1986044205
924300.3024841287,712249.7993318712
1187628.8086176608,821276.464174862
1120663.4929772052,807718.8803224234
880545.6900355073,725608.93505355
831394.2001235776,681885.5620457747
811566.3037037838,654399.7308217514
988226.8775634805,745191.1217720353
1012793.3681444989,720810.5877093071
1150895.5163037262,753484.8758980231
968405.5086315877,777859.1664746535
1074442.5998450404,821610.0984760158
1021624.7504874633,764967.4504515405
1094873.239347124,806481.1239672406
864885.9931517685,679325.4897023072
1225752.7682349521,853470.0224563527
1352300.7097771934,931812.6018822987
1099494.8251066322,787373.4909862172
899008.5817806054,726229.3117850684
1165012.3921960196,863738.3659308249
960327.5190196697,735839.4755529676
1165036.992792825,842675.3629180017
1198220.2273076833,858234.6893632506
948352.5958807757,760930.1341002628
981110.5482788323,744628.6452597894
1237004.0691022293,853556.9390476954
994159.6804901204,773101.0821009483
1034110.6865189574,793653.6431458832
1128630.3805911113,803723.3033645705
1046339.9599939398,796050.6476980456
1077598.8793612437,794223.7193269709
1069431.3866951072,839614.9069970464
1127229.6504811386,882830.9156077557
1204599.3187458797,882431.4518607075
1129162.5214893145,845450.3420711743
1173551.180795921,798326.3408384178
909006.1759533917,682810.1752122964
894418.7309681084,723379.8808417612
1043024.007778888,744918.6926967887
1331668.7360909753,925374.5909734577
996599.6022190596,754219.7256153051
1083214.712461554,851488.815087201
1088153.5631899503,794154.1288433778
918180.753100811,709307.5117771776
954983.7084034801,729641.4652375656
1211876.4748373572,906783.5271271631
1361747.766482809,958200.5638723436
1076403.7544320587,815806.7660087592
1019052.68096444,806900.9483483223
1108165.416941611,852139.9271325178
995755.5037877378,784853.4732312331
990263.3646465675,792054.042230162
1021817.6120451763,750839.5609729586
