target_rmse,target_mae
1188232.0110007012,887354.3598124695
1244022.3751009936,886708.3709989929
1253245.871300955,869416.8596981049
1319391.6189366959,844442.1715168
1681524.2666739353,1011379.5165538269
1372049.6427338973,897530.0703586579
1193647.3182909854,887244.147562027
1404823.2115922596,894736.6361296844
1015503.6728374592,792618.1583758545
1851181.4527379011,1061819.5503153228
1963607.238215223,968772.3453059478
1293884.1995034367,796836.4761920166
965154.1823165573,713224.9106082916
1503238.6332033135,973752.0374732971
1098472.886226119,738025.1541548157
1416600.8934519307,905533.8196980286
1395876.5143850928,890717.5734667205
1335877.4063097644,873884.2532897186
1033834.911667906,736198.2868481445
1829305.083110075,992522.8003935241
1359892.6116121004,894789.8641181183
1376863.747083413,896571.1405055237
1378562.0980724448,906574.8365874481
1035371.4466034618,750025.6100656128
1141152.9927154658,823256.9747325897
1064663.1958832154,769706.8229869843
1203960.422614234,897269.1554016114
1194586.847895611,849201.5386121369
1097794.0441189208,807475.3851981354
1021986.3181613985,756273.3070462036
1708193.4650825423,1041270.5989896393
1170241.595848511,847466.2344313248
861724.8649313614,644490.1900392914
1087696.971815379,770258.5756188201
1195129.3021557843,844619.5640907288
1731435.4372866624,841189.8389709473
1097353.856963343,812535.1375198364
1267197.864073042,892916.1503791047
1748018.3051762732,830569.3736521149
1573035.7710287902,1011666.3594903564
1045819.1174027502,759114.7165763855
1432385.2166343795,979461.5934445801
1487713.981705917,893571.4981298462
921493.5706853323,671806.7519211578
1255299.7876592379,870627.0805812073
1427940.155266243,964205.7125846862
1148547.5134600238,778214.852495575
1257980.0514678105,901585.874944458
2273847.3158849548,1042490.6472531891
1270061.8505136396,942660.3680599976
1221511.3090903307,875107.6708156585
1433095.721816171,1012610.394288559
1301654.297056008,855676.0220845032
1232116.688663461,845827.9972278595
1235452.6090619685,920146.1505557251
941953.1099755107,698200.1158934784
1131889.4975119685,730258.4963858032
1016881.3691887992,776749.2763347626
881107.0316892214,630313.2706263732
1383531.0109387462,951217.8120462036
1136519.671553858,808028.1034403229
993236.2572508854,713598.0625260925
1281970.9091341242,819458.3670560456
1166898.1597001208,819932.038717041
1187186.7279113098,831621.6671894974
1395711.9215095714,972347.3548017883
1477303.7470162704,898641.1186285401
1280381.6846439445,865070.1655889893
1455388.5312969275,932012.5034892273
1441881.2673175638,1002106.4182048035
927383.3696446368,731750.2592986297
1423538.3257088494,932552.8888236999
1525998.7173650155,984378.0970382736
1245926.23253086,852434.2189412109
1053955.7350834317,789859.0107736206
1372929.6087630624,934740.1602051544
1273070.835402871,925250.47408844
1419216.0304223895,930799.6099845123
1537937.5948045044,948459.3297364807
1196632.45009041,738651.2673825073
1321243.9807690287,887887.7772601318
1291468.6304262485,807948.5928741455
1643629.5734450987,985929.2194458008
1297608.7382073991,882696.3298859405
1267918.2255168424,829981.405125122
1778126.8624079549,1047605.3020845276
1962724.3325076478,1209942.8009613038
1642673.4424475236,942768.2414431763
1207321.917670469,855029.4761816406
1339808.62444823,939631.2899546814
1452051.4958396582,954552.8498123932
2285430.9517665086,1124217.68225708
1605311.194732939,964413.6042465973
1134412.1336171548,777708.4992896271
1326052.6775108154,953354.8438552857
1629906.772329926,892277.4604662323
1084536.6836128507,779997.227392044
1146753.773062304,802573.6640897171
971015.7293463071,751504.4524928284
1196081.7858972363,897960.3203803253
