target_mae,target_rmse,source_mae,source_rmse,trans_source_mae,trans_source_rmse
29835042.094953958,46147397.13970684,49560753.5493373,63882523.0678548,43383919.80714165,62627005.52162735
31151687.42751387,47944058.990262404,55003131.8419784,74835369.51549402,49145706.77046963,70599700.35662328
29485252.338484526,44083768.33407313,53392578.71685805,68806306.77026594,49320114.024524696,63819106.84346983
24884293.013417862,43912477.37040727,45249021.625474304,63668745.587873004,38255929.81675123,58804122.12112631
24698767.287597712,36221519.786146365,59307785.251667626,78965159.24773906,51176156.89657069,70625342.21016258
17751676.981182124,27376477.345072582,51759764.48098564,69707938.07541347,43256079.64533274,64717109.50108306
20312419.543974936,29363049.613652322,45058114.84924821,65940986.29202308,35468403.88021267,56764822.0665633
21810269.0414897,31937689.69765909,48022813.080076896,64528109.37836383,39153934.50664216,58575594.65630284
29883332.355540957,44249152.36544857,59496644.59103817,77836332.67306197,53634868.48439571,72565738.74152943
21475987.7566404,30464216.303682372,42722410.28310273,56767529.10388146,36724342.03647622,52420687.54763114
27410457.37365414,39442814.39927242,51517014.34659774,67982820.343291,41359201.94577853,60804741.007648125
27192933.371178802,40714643.487607405,47555557.578524955,64553593.75993052,40812211.60096323,59693591.093151756
25359445.916369803,37463184.264494725,55026824.511367284,72646179.97217228,47523549.02025503,68280878.1209476
29959988.236946505,46389881.97246248,57790039.10160561,71967524.65841462,44162031.17057545,61457709.21248345
22476395.74621289,32465574.02953902,44968206.111149766,58160604.37465559,37836654.166770294,50777055.44640337
33526384.592140555,51125590.840107396,56898176.400295876,75897277.43186991,52304651.86536381,71769361.29264024
27166923.04064075,43564764.56040494,52291471.23026554,72670280.31163062,41789829.31108138,61230555.961516485
25493555.97529382,38308103.80663745,50441485.09836013,67004142.41042983,38304500.52982932,54625282.36201695
21776766.54289752,34043814.675280675,49057517.13626256,65088592.9620945,40916201.65669252,58556180.08669968
18826983.62682371,28453635.9186682,46155400.216869414,62546561.37456076,39304611.9665043,62159846.51278402
27515688.02576798,41172991.83800224,52631390.28673027,74219436.09230165,43966559.42022147,63178641.00601876
24587554.98142302,39278654.11591367,53214100.19639866,68532993.06488907,41921180.58750057,62732571.41052063
23513360.64342468,40445661.42862772,41497292.126585774,59253845.26848779,37520496.42277908,54215597.8423801
29907434.84322897,40188603.85827175,62255778.994785435,83815985.77987641,48836473.60540451,73461251.04831295
23681349.998268463,32933870.450396582,43224039.34514895,57806900.370519646,35453118.154165424,51532045.41091504
23896950.773918383,33082588.206360456,47689722.816345885,61726264.23379316,46054374.17937381,60390170.16672913
23839885.52163549,36398923.54622387,41981195.55079105,61046353.13702251,41615419.014577806,60603814.39499639
23511933.367538575,38598677.4624564,44325383.782348655,59312084.83419112,39201755.03257432,55366242.80674915
24627324.793887544,38850212.82410714,51365834.116717204,68504098.72791891,45793043.94297893,62653353.477114215
24101984.811617307,35749357.11308948,54512714.21882928,75679896.34086478,47311386.42555229,68585284.05366549
21490540.149534054,32998802.840938725,45202085.812475,58218280.05888444,34183757.349143416,46880849.00077475
23807151.22484895,34220625.468071036,49299489.88295361,67902471.77402465,46142530.75811048,66547027.00608431
18861180.17734264,27294532.122619864,53311920.51272126,66627415.499397166,43425776.090635404,59674905.29623582
23820469.990815535,33633074.0901046,53761753.10200154,68024523.91695759,45657050.88446885,62703640.96471052
18715168.256202485,27496200.904008124,50143781.36078971,68544347.81214365,42635338.017986625,66535610.29061046
23853745.95317511,33651459.77415891,58131407.96140549,74400343.6462424,45746352.6465715,67115110.40899833
20254746.48947629,33549599.015342645,49823912.05251524,64618509.16576246,40517518.85079462,58065435.502589956
27192550.41303328,42096232.434514016,52962487.224473074,68555193.65072116,44364979.66373909,57484626.32434967
21413759.466233317,32566125.75802118,60663963.025370315,77416517.67745309,55350822.35619882,76194387.8559208
23274189.168090157,36907764.68177427,48005261.91548333,59744601.07827269,40642224.429929845,57739904.742019266
24328708.868377946,37279158.79886124,47126502.676873244,65432916.97813208,40984824.00787854,60861787.64926728
19769625.08465361,28789758.693529267,41747073.29558974,60226036.54641322,37629723.64488885,52702694.5514721
22729775.069265757,33829605.26454442,45758823.255723804,55816732.99740721,37829875.113222435,48980226.11255096
18441748.79451896,27822385.043895833,44622173.092856504,58428432.09076225,38610853.83609439,54652627.26651149
26960804.48224737,36035200.12827605,49751874.96216685,60995074.72197956,43308560.14891037,57004828.43753847
26459718.422717348,39504265.55933826,61578218.765471764,78905794.66531868,52160651.06821735,71089165.18945196
23256585.425298028,33556845.19890854,58189430.48968198,76649757.83242436,47373023.93424561,67480106.30933997
22329982.71238993,35597832.43674381,50637225.68287886,67891920.64205293,43517195.49505207,65202400.73718588
24748886.849500157,37829631.98829924,49045706.10210977,66289848.88638564,45082036.08082127,60522107.67952456
27704610.677748617,40420815.18893799,49161213.644736126,69175700.29255946,49929995.55368353,74983841.47938137
31149785.402297713,44432559.55253032,53083344.23586975,70093550.27384011,45500518.64632375,65567593.21183214
29693472.548256088,44161934.40743498,48066172.61687645,62467462.81517367,36294299.93306571,49648681.10976488
23626293.54416836,34854758.577782676,53895054.76591544,71740040.06641094,43640138.292716525,64817138.362906806
25853748.194092702,37669630.56162416,56374731.41530602,71364083.3992804,43098051.711326286,57233866.80108517
26914869.555432353,41515047.25164442,40473394.96668837,50878940.4745685,33888334.70604811,45391256.03285821
24364906.625334326,37563723.938892365,49131236.110050954,61528332.05876502,45105268.0649916,63679396.12238406
21832249.899874806,32886066.917096496,47608172.53273147,63526311.99475479,39868693.84520297,56227077.68807377
25154604.65457041,33574688.44472929,54408259.862537116,74659908.1882148,45210084.86180363,66270442.0935891
27533098.032734234,44309369.071754195,54589417.39968846,75945028.73648757,44338030.527423956,60972737.649399415
24820705.73038834,40186390.61218497,43733713.84138459,56971432.76849029,37295741.54783507,53481071.58296079
26358817.82411738,40595964.441351525,52675934.139855005,67784342.6449708,38875233.067881845,51978453.68916607
23276010.850856602,36822697.0910622,46734673.401737764,63233453.4271297,38301644.46954008,52759984.8048622
31156286.41826401,45936125.41301369,53589805.18008521,67839898.94268739,42785478.99533267,58150634.9662315
21559550.03697195,36194228.49477909,49507384.997447856,62066636.680734195,41333560.52233797,56573868.7815543
30735449.011736587,44786174.479327396,58106904.13294236,73308986.64001125,46247501.578189164,63852872.87750136
21152229.50942173,32381725.06612547,42473102.47876703,62641242.63416621,33504582.097059175,54719821.47053637
27256359.880903684,38563358.870109834,57175882.93801189,80507133.57116379,49300526.01925952,73975550.90862809
28504777.6527422,40756482.91100155,50760758.128643185,65443360.48459878,44055413.60727007,59972638.3760472
23234193.181759693,31807390.34381387,63340659.629741915,82677277.73407018,46545522.22841375,64326666.11071699
21840089.791795645,36140672.1592459,50046489.354274616,66098301.73536383,43195901.14318477,61580902.72492249
27544267.957224872,42827685.8391418,54901064.58028738,78227785.49300319,47696615.50578023,69432667.74160965
22108043.414667703,31718055.801684115,41991466.196929306,57090140.08018802,41199063.58179133,59944293.54237971
25043970.99279869,38957826.108131535,55094560.188207075,73705733.2534688,43021176.74635526,65003835.871304736
22970475.184583653,34334690.32435846,45800656.08905073,63633458.73971904,39989473.6878764,60829755.17459108
22681102.669488527,36448223.659798466,53244052.438486174,68449497.85455792,45640635.38770549,64500656.13952541
24773141.374321528,38405862.59044044,51589798.00313312,68462644.8714278,42424991.297934264,58224383.50173795
25224774.750979707,38465442.27004997,54345750.81977339,70689573.35597493,44436416.15466301,60981634.73693999
23905723.590258565,37046554.090590075,48412748.16149254,66318034.11891091,46936809.42548827,67830626.05307302
26886457.814615924,40416249.18075067,64618745.98648582,85971115.72846116,52889316.942738384,72179519.4826523
27094418.2048225,39774327.99827368,51506490.363329746,70868211.10713194,41515198.59629388,60303514.465778574
21524895.090302106,31834311.22558148,45068288.5498148,55963702.09672259,33534257.288474303,44050089.232262805
21274734.250251926,31344708.77855489,50276625.09497425,69527962.13045043,49072808.81253061,68201802.90134445
21410533.717387907,31827620.12117481,49673077.91637546,67046643.0414715,41866839.60293145,60987401.76816165
27899421.20345069,42299258.68327549,53940218.157494135,66230659.6946623,43148903.608273834,58427021.67505071
30198084.621212263,46396957.993742175,52661383.30781621,65193994.954874374,40062294.22469818,55166393.17943874
25964667.74854334,43385137.20605327,45222912.271773264,61211020.4321142,39538555.33938533,56409335.530417606
14785287.316886837,22080090.426796086,56664450.36523455,85943917.80112365,44665276.90339346,79023452.60940236
21613875.076833703,32934021.938960176,53251336.050240666,76928039.67764115,42256038.87334535,68895950.15580985
20224168.06973585,32780428.389753327,44224396.27628242,63695602.95195364,35634119.256565005,55292738.17995296
27748112.914796337,42312274.11733386,51641642.868343346,72446827.57270576,41125321.61661765,58979026.16443035
28040592.123381812,41979341.28266791,53835800.021868795,66807984.61014865,40870443.352887176,56249884.58401938
23528829.973867543,36374333.67562342,50977587.9916391,63800370.78207304,42650597.50579083,57917288.40698844
20730234.496829294,31919474.90999526,40879491.60439354,56432662.23695945,34956586.013661034,51707350.419020884
24023391.971769135,33317451.49731124,45020645.12677713,53645338.135943465,37170053.046722464,50317162.08304211
16259617.086855145,25751168.868933946,43741736.36880923,69138625.61112513,40665884.26056642,66600609.449354626
19349603.086885087,32882569.315477088,44584723.01009423,56871088.83818758,36458169.47012007,54634300.601806924
23179585.93273318,36057931.61821705,53560439.99080771,70793350.91960035,42183891.313280575,58818952.4777055
23187926.899348,35234802.45537741,47082577.76215527,61399694.61280153,39046197.72218174,52004682.32172939
22366236.490657378,35584093.766451985,42083108.953950964,60893971.68057701,38492875.7738381,61039978.78433363
24683017.742412876,39984023.53114582,55048568.757934324,77352358.01816235,42649877.42752696,64347782.310857505
