target_rmse,target_mae
1330201.2802511065,982213.1445566799
1070783.559765199,753587.2895120974
1056958.6682336275,792931.1944072887
1375873.1343776076,870755.9789807327
1453836.0237424672,944195.8791285349
1468010.4348348256,1034553.6852811901
1256321.2078648964,949148.4760361105
1179577.7915126253,857369.4352810585
1560052.4986614322,1001259.0150928862
1317285.323759354,913658.9987543409
1086146.5873774488,802067.8678613652
1174025.8750269597,797398.9354358688
1184296.726225414,823144.2021188464
1324217.8185788165,911661.5370739321
1057857.8659789637,753846.4867419135
1486752.2851409896,973501.9229375942
972572.3384259432,758401.2340870405
874094.3048015464,676938.5183637115
,
1761116.0558356629,948226.6811561466
1490493.8705158704,990868.791597969
1270893.0113202068,879163.239095438
1328019.8185424027,960159.5344491223
1055361.9655168408,817961.2664384106
1019479.0556469659,808555.2282372972
1096482.9225438153,814647.6480000328
1155997.7964019303,830413.9114059667
1287189.5987564167,904075.826572276
1384108.2015860993,864919.2991872393
,
1092446.6713992015,837465.6032450248
1086811.1867629334,837581.4682710064
1293909.8022880324,847780.8462814514
1351205.8223591456,972723.0788493988
1101394.5737560757,832361.9190372217
995549.7259128264,755839.6884215211
1427287.0838738421,967827.5912097436
975535.1876774784,790157.4916633344
1443999.2361635268,998832.0506355648
1277544.681889354,919870.8249468559
943830.967514582,740947.9194169792
1149262.7149727712,843281.9335231741
1030349.08144522,834451.9503591849
1349812.539930759,846859.8401284394
1066881.3892767194,803573.980403187
973198.0670089538,739799.5090701951
1440429.1277202002,965526.5830334942
1952571.9264384245,1015462.8680101006
1008515.455416933,788389.2672097094
906097.0894378012,739361.9520583405
1291244.0644175424,770769.7272633978
954119.5475617084,694196.8798117419
1418094.1990338124,913601.9708304863
1035833.5753837142,791672.4328748396
1777175.8168010463,1080109.1994400863
1211792.5975457644,882769.7840811893
1174241.5978659333,846500.357887047
1139194.3099252123,834428.3408397271
1216694.1713655456,872054.3829797829
1216207.2282832365,869115.145005189
1220331.1727832383,865404.5026019178
951638.5100166306,748535.3339768484
1082870.44181344,762430.9353730829
1485502.7701565577,909976.1343382832
981419.5397846266,757480.6957643917
1384140.9766159004,902285.5123453869
1245741.4392003075,903801.6779976748
948592.4716320107,741541.1554960158
1422651.723494789,905987.9716788145
1234029.975976763,830481.7330464101
1384816.0955940639,832814.907708421
1239359.5000485284,851329.2053002621
1130578.8071230117,843484.2580542509
1363820.0439671818,868374.4843924217
1471006.9759709744,946717.0395609819
1403908.5578714877,919507.6481169901
1135191.8910572368,866445.6067690941
928649.3231130376,725647.8584982809
1087927.3744802407,753618.1058357535
1494271.0291550127,973016.8593570099
1138978.171750083,805730.5198210953
1852603.1432379305,1010845.3362894336
1491378.0124298313,946641.5123211702
1067686.683622856,776803.6706049804
1022627.2912360758,747595.8201093372
947985.3686006727,761241.655541466
1780222.5917905923,1060214.9744870667
1271448.3864759067,931879.106996624
968404.9789728901,758184.5920807424
1373764.267514286,937645.8901145473
1213640.917079292,914710.2640011768
1287948.1821367543,876633.5387368707
1322024.7262627087,967296.7513692725
1475087.7642124672,964603.8480763874
1396827.3678909275,785170.6807125654
1278560.424198596,928932.6777682292
1178304.0521085493,865186.0427179035
921581.0926792439,754573.8327786804
1053863.0295884525,798417.1202387573
1178389.030180157,729733.6840614962
