target_rmse,target_mae
677016.9562451981,462075.4828225618
1015743.1075566566,607423.3225544546
814945.75798084,517136.9910898616
820338.6516901774,555771.6035397643
738884.6187799717,512306.95574686764
976685.3974404442,591833.4778735768
1175925.9078211202,659161.7550102284
664754.4475915285,513612.51604247076
1099889.8582084475,644139.670023969
697992.408195121,484740.0281738891
1065544.4396112475,591351.4434040682
720910.9697538668,530084.9056651912
1119652.985879826,652703.9525645523
778453.7056151946,543828.7642056757
729740.7335710137,479983.7090935486
906402.0564527177,591672.0269305076
718534.7649987638,560924.3014981502
1112137.1663427849,640194.4753077481
831838.6074667397,571868.5019327116
884643.7522666956,601210.8524479056
801263.0509730433,544765.0877079424
827959.5065115317,586120.911318056
633311.6910647163,471894.6470478443
708962.1511134601,524660.4688095908
994874.3358935929,592902.4926364172
954400.8008259693,520812.61358382093
946012.2230366755,521031.0518124731
937528.6136697597,592852.1300282001
909277.6685720048,607039.2389198408
632380.6861155025,486051.6834077481
944874.0202219815,600244.2723759122
924954.3163872081,494791.7634945469
738608.4427229597,531481.8787147608
661020.1219585229,467083.8579361975
769882.8861176084,514446.0495562452
826452.8301762381,589302.5274178563
743076.8663141568,522018.4804250002
976848.8380952955,593953.8333584028
799166.1553592278,544375.1275594766
897178.0757766962,544494.5229755177
642113.0189888831,468369.11316176614
738905.90287832,479909.45552276925
753888.1956715876,528628.098729533
712999.3264929906,474016.1765122552
743867.4067581149,482831.47279780294
815492.5207323359,546987.5205051
963543.8549429375,556817.2980312507
752067.1998236891,525536.4261240008
1148450.2349533127,755448.5840033541
1114753.8637543912,683360.4505116628
913267.9938504726,459295.14250322885
783640.7192131211,547408.7230272249
1163468.8755952967,654967.9095169029
614138.9037612191,443464.11638664076
1202533.438520671,729326.9909582912
1237889.7130147307,698987.4930712185
684230.4477154956,435483.53826577024
765599.4404297138,564276.7384685703
976985.2754081596,565303.7861873389
779971.2653716343,519540.578415119
865045.2321931878,517393.15565603983
880645.4496584631,557537.3744931298
468173.4712015101,335779.8665709337
1226198.0558937674,695119.8486050398
1255722.717220948,701283.6971766278
709178.4039290879,507130.04960409086
1044713.2750186152,601519.721766574
763229.7160532782,527157.5727712939
727459.9180688676,489191.36390087893
1010470.4705797073,568617.5611422266
889961.7807737719,546678.5300318445
780110.6329461087,498098.2850776725
773130.8464522001,519629.5372287679
726841.167494109,505263.621208844
906961.4305895766,616168.8834488135
864031.2311156447,562790.4333121489
650822.1694680684,458285.3497791157
848975.2643286563,529435.181920121
790740.295803401,532931.410989434
805435.0254369008,545527.7459720818
657599.0686613607,450120.00565546635
827388.2515838721,515635.7044538309
1158300.9631301104,701289.6971985345
828784.3867874305,534153.6209076045
827436.5817186179,517417.6801118662
1109670.9019493065,593893.7961112463
717719.0379680648,509936.3839517292
1038943.163662773,571618.8392973074
1143413.4587968984,610118.4562876691
576711.23952681,437768.4396871699
897306.4611358641,568590.0994918627
1176529.0515056057,621418.0854562541
1018646.1613632557,650940.5451002578
854704.4121604501,558085.7427709292
759428.6849013743,513741.0203053912
747566.6504174796,485339.9986295888
911857.8547210672,540009.1026957531
863226.6061444473,596619.6177426269
701776.2270034087,498400.0905368887
820941.8478684591,550156.8826894059
