target_rmse,target_mae
1061625.038886821,788613.0833738705
1298314.8540574433,893244.5809314259
1785348.3527191067,984014.4810500433
1372747.933839867,922173.0601154115
1224595.948593812,953792.3059377957
1566666.7719120355,1006899.639720581
1383115.4090852996,919495.7699646225
1566115.5204475457,954004.2246910263
1620212.4160083984,988128.6332830006
1305513.227963638,864057.1417638048
1042766.9076569167,774767.912335279
1441106.1434977304,951557.9345761872
1845284.0098868655,1043023.290671109
938000.2352947749,747574.2349029238
1151176.5586093268,815227.2754658363
1141575.9496937601,798965.5298048648
1100686.5536506327,834255.1159017883
1190883.7338297793,938443.2564404709
1595671.2426198337,964680.7250942058
1271427.9714383257,924605.4617256674
1547668.7819782393,953246.901101181
1697991.8279279936,1110635.4779563847
1789741.439292171,1137284.4416077144
1388878.2022416755,925510.8561106712
1707866.1387346555,1098452.9129067936
1509284.2751447954,921773.9819518388
1677510.2203907587,989868.5804577345
1486376.0120329934,983181.6931400131
1450515.330087138,907072.748525518
1116636.9176163364,836431.1004626447
1293453.577993733,811628.9657804171
1426463.678373423,979678.7305071367
1330975.1980814429,952264.3135608803
1294734.893802197,812512.9427552681
1686978.3876991852,1003846.0837631339
1063207.9470366659,804607.8324318997
1904387.761768035,1099093.2526233178
1094904.2473061024,824647.2578677388
1526551.7277692868,858984.62953219
1582895.5948553607,1091067.0816487428
1065261.4444075173,821069.3351487122
1083873.7512402788,839687.8830492154
1186194.975973163,785436.6728384484
1423921.4796912442,946667.447468677
1468566.8789332586,998334.5111038338
1223576.8358034645,894212.334755329
1594310.2730469063,975637.7775833298
1071141.3955960532,801715.2299354799
1338804.3849372058,910816.0910664282
1541372.457677764,973679.4676093094
1088842.5675231358,833310.6169914873
1205021.9302445378,887980.8540249675
1681642.4236232298,1058425.707359307
1426833.6249169235,899515.6920116551
1471047.7185857112,885619.8648676893
1430382.6840269517,929173.2037518001
1493609.2316379682,901653.5678913055
1226813.2554829428,806626.7899461898
1940653.5703055076,1168495.8959693243
1516446.3514495094,982072.7007245271
1713667.6265865532,1107876.5729820032
1347565.6348096023,1005070.0539782511
1199631.6335209042,877668.0776466872
1262784.7028121522,897266.4011949486
1549012.7135590909,971812.0877497545
1108884.2318111027,805739.3793948875
1146123.9191969587,869556.1159783741
1852240.4117260445,1010848.904169414
1290236.1055674385,879987.5481571251
1183541.8119049657,876815.8905672776
1386984.5451162183,936550.1349374107
1105443.6146620193,806935.22807972
1632460.6688254992,977626.78909512
1180220.6131219189,884101.2868440569
1384690.7777722287,1017537.5294411591
1514209.966428351,925327.7403254408
1104037.270117256,868377.4962570838
1394682.4365252336,913074.0977007073
1276367.4300027553,927565.8524123649
1146978.9822942023,872416.8502561622
1354446.9056005806,1040059.7109700122
1386855.4011697012,933972.1123082703
1067522.2487598977,801736.1370824116
1400999.6504970693,891495.6461768443
1378633.9699697997,950433.7284312088
1632473.580795714,1019974.7116232929
1091894.4675177776,829297.9092731209
1074863.8692925074,778375.074774044
1087605.3600038157,789689.467779195
1027854.8290347564,783282.4941621168
1649154.0044055963,991085.9689910919
1242515.3963673087,918334.9056095213
1515802.4095153785,960921.6595535693
1634155.3496806067,1078701.046599448
1469940.3481323728,1018659.1501029772
1632730.3309504786,986355.7071406937
1366668.0413045294,928786.8521729828
1187533.7856176307,863449.2162692486
1033450.349894503,781405.7874207932
1383603.7153535273,859574.9323666218
