target_accuracy,target_precision,target_recall,target_f1,source_accuracy,source_precision,source_recall,source_f1,trans_source_accuracy,trans_source_precision,trans_source_recall,trans_source_f1
0.996,0.9920634920634921,1.0,0.995999935998976,0.781,0.9404388714733543,0.6,0.773582330737284,0.901,0.8986083499005965,0.904,0.9009991089919811
0.996,0.9979919678714859,0.994,0.9959999839999361,0.828,0.8961352657004831,0.742,0.8267184093555938,0.839,0.8304093567251462,0.852,0.8389727864009017
0.994,0.9900793650793651,0.998,0.9939999039984639,0.756,0.9413793103448276,0.546,0.7447431739721728,0.873,0.9116997792494481,0.826,0.872718835908522
0.993,0.9939879759519038,0.992,0.9929999929999931,0.815,0.9112271540469974,0.698,0.8124323869448885,0.888,0.8632958801498127,0.922,0.8878703781571496
0.999,0.998003992015968,1.0,0.998999998999999,0.824,0.95,0.684,0.8204814361485109,0.895,0.8926441351888668,0.898,0.8949990549914949
0.994,0.9959839357429718,0.992,0.993999975999904,0.766,0.9818840579710145,0.542,0.7536385688295936,0.846,0.9080188679245284,0.77,0.8451053283767039
0.993,0.9881188118811881,0.998,0.9929998249956248,0.865,0.8976034858387799,0.824,0.8647726828799212,0.859,0.881104033970276,0.83,0.8588813191894382
0.997,0.9940357852882704,1.0,0.996999972999757,0.894,0.9227467811158798,0.86,0.8938773221844453,0.888,0.8716475095785441,0.91,0.8879457657506233
0.997,0.9940357852882704,1.0,0.996999972999757,0.895,0.941834451901566,0.842,0.8947042241656814,0.907,0.9302325581395349,0.88,0.9069321535399306
0.997,0.9940357852882704,1.0,0.996999972999757,0.74,0.9444444444444444,0.51,0.7254777742582621,0.892,0.8983739837398373,0.884,0.8919930875576036
0.998,0.9960159362549801,1.0,0.9979999919999679,0.841,0.929471032745592,0.738,0.8392950815198441,0.868,0.9070796460176991,0.82,0.8676951696709219
1.0,1.0,1.0,1.0,0.804,0.9550898203592815,0.638,0.7984459773519093,0.901,0.874766355140187,0.936,0.9008785762559136
0.996,0.9920634920634921,1.0,0.995999935998976,0.849,0.9440203562340967,0.742,0.8472511787454569,0.883,0.908315565031983,0.852,0.8828874548441051
0.998,0.9960159362549801,1.0,0.9979999919999679,0.767,0.9494949494949495,0.564,0.7569856204323987,0.886,0.8600746268656716,0.922,0.8858520642753008
0.989,0.9803536345776032,0.998,0.9889991089278231,0.867,0.8799171842650103,0.85,0.8669615518884957,0.875,0.874251497005988,0.876,0.874999874999875
0.998,0.9960159362549801,1.0,0.9979999919999679,0.85,0.9166666666666666,0.77,0.8490338164251209,0.857,0.8957871396895787,0.808,0.8566558306493891
