target_mae,target_mse,target_rmse,source_mae,source_mse,source_rmse,trans_source_mae,trans_source_mse,trans_source_rmse
0.991809283808722,1.3578245108988434,1.1652572724076187,1.591141410002849,4.67443145359552,2.162043351460724,2.137298208813301,7.506355356564118,2.7397728658712053
1.2301025390625,2.0542231857776643,1.4332561479992556,323058168628.0079,1.2606876885992623e+23,355061640930.03094,1.5985693359375,2.9196022498607634,1.7086843622684569
0.7575174541768073,1.3327947194232908,1.1544672881564426,1.7510475847110079,3.1638556034136034,1.7787230260536921,1.5200000297235308,2.6761733362066527,1.6359013833989666
0.7315904009408467,0.9057997445246866,0.9517351230908139,1.1822203439061307,2.264930659899913,1.5049686574476935,1.0211973355223032,1.387807747860471,1.1780525233878458
0.1431501407478628,0.0673731804931994,0.25956344213544286,1.716629424590941,5.053980356439364,2.2481059486686488,1.666043509833289,4.504796842977663,2.1224506691505605
1.7864897647441997,4.315907205286184,2.077476162386992,4.318633923116663,19.516319433038326,4.4177278586438895,3.339999999999999,11.996634947398409,3.463615877576266
0.6614930963119346,0.6261291368645951,0.7912832216498686,0.6681406106487635,0.7193698387645413,0.8481567300708881,0.7444959406902629,0.7910499296068401,0.8894098771695984
0.026666666666666686,0.013333333333333332,0.11547005383792515,1.1612958473529167,2.7999166562892133,1.673295149185945,1.1600826170841152,2.970095263490058,1.723396432481528
1.3490035988059745,3.1400531620769705,1.772019515151278,12.635426511949339,179.42304514718555,13.394888769496578,3.0400000000082255,9.346837009439776,3.0572597222741438
1.1339260650954324,1.9164704125623906,1.384366430018581,4.325532256937915,20.1797043158933,4.49218257820108,1.8242961566351275,3.6836595013671003,1.9192861957944418
0.5316666666666667,0.3755952380952381,0.6128582528572476,0.7075361761461939,0.7131310197324082,0.8444708519140304,0.6322668351093735,0.6596201832919079,0.8121700457982355
0.0,0.0,0.0,0.22,0.34,0.5830951894845301,0.22,0.34,0.5830951894845301
0.708559111624399,0.8492895535727003,0.921569071514827,0.9001306939561714,0.9462142421506455,0.9727354430422722,0.7655824022985503,0.7754986719973678,0.8806240241995262
0.45947004830694466,0.2929896562409892,0.5412851893789347,0.6353821240689015,0.6170041751258283,0.785496133106859,0.6295353938681534,0.5677331865878905,0.7534807141446226
0.8991788176636155,1.3071624253924734,1.1433120420044887,1.6253201696099489,2.6646950872926136,1.6323893798026907,1.0724066220380022,1.2076168736190536,1.0989162268430899
0.22792083944485533,0.14287125865151806,0.3779831459887042,0.93279667219115,1.3990054134071386,1.1827955924026512,1.2263614110776855,2.269715563307398,1.5065575207430344
1.2042686014227848,2.2543510972216905,1.501449665230803,2.1220439891246787,7.567069463917464,2.7508306861596306,1.6151879506587181,2.979555388749455,1.7261388671684137
