-4.572642081313663120e-01 -8.124444550938076937e-01 -5.554988235235214233e-02 3.685888548692067279e-01 3.659638985991477966e-01 1.361492017904917473e+00 -8.450913098123338241e-01 2.715729193554984322e-01 9.483728607495626184e-01 1.473932721548610325e-01 1.134577453136444092e+00 4.435718688699934464e-01 -1.259672360287772408e-01 -9.342159661981794261e-02 1.753308971722920662e+00 -1.002230409118864296e+00 2.059664432373311815e-01 -1.649776690536075119e+00 1.067590746614668129e+00 1.665192617310418122e+00
-2.005638836158646354e-01 -8.877648976114060897e-01 3.515349080165227486e-02 2.189757923285166278e-03 3.958273794915940780e-01 1.216053055392371185e+00 -9.388905101352267302e-01 2.127865668800142107e-01 3.678924093643824444e-01 8.261820384197765543e-02 3.973225338591469535e-01 2.646904091040293561e-01 -3.477675997548633213e-01 5.756390823258293876e-01 1.173675934473673577e+00 -1.277048134141498092e+00 5.603620111942291260e-01 -1.144336187177234176e+00 1.213089664777119880e+00 7.035737335681915283e-01
-4.823211431503295898e-01 -6.706978364123238334e-01 8.763339618841807510e-02 2.993992302152845841e-01 4.694300194581349506e-01 1.210885670449998619e+00 -9.132671356201171875e-01 3.418578108151753558e-01 2.502515150441063652e-01 2.722074141105015888e-01 8.540074908071093596e-01 -6.227033254173067189e-02 -2.639615626798735848e-01 1.962742838594648542e-01 1.453523543145921471e+00 -8.705383539199829102e-01 6.378363486793305892e-01 -1.661200324694315666e+00 1.117559419737921722e+00 1.275148762596978180e+00
-5.942779133717218665e-01 -9.551282458835177458e-01 -3.085289792054229374e-01 3.915071586767832623e-01 6.152543591128455391e-01 9.244818025165133513e-01 -1.078035586410098556e+00 9.134605526924133301e-02 6.527794516748852693e-01 2.926323881579769859e-01 1.020567324426439049e+00 3.280090747608078727e-01 -5.301133791605631140e-01 7.396785935593976069e-02 1.554698877864413742e+00 -1.271677381462521073e+00 6.480500102043151855e-01 -1.620774904886881584e+00 1.319942759142981537e+00 1.467821809980604408e+00
-6.127706335650549840e-02 -7.342862387498220178e-01 1.097833075457149143e-01 1.746209189295768738e-01 5.354820953475104561e-01 1.304716785748799568e+00 -1.002664499812655929e+00 1.687650995122061959e-01 2.814200578464401969e-01 3.239169950700468426e-01 1.089206702179378983e+00 -5.542540715800391496e-03 -2.702706166439586277e-01 2.167527060955762863e-01 1.153644522031148201e+00 -1.301094412803649902e+00 4.717170413997437972e-01 -1.539114541477627274e+00 1.167945775720808266e+00 1.097503344217936272e+00
-5.176477399137284774e-01 -4.864245603481928693e-01 1.081041776471667881e-01 5.326953132947286340e-01 3.412071466445922852e-01 1.259505649407704597e+00 -1.099685741795433991e+00 4.794411957263946533e-01 -1.027685768074459438e-01 1.969866976141929626e-01 8.371310830116271973e-01 -2.553096620572937736e-01 -4.242922278741995679e-01 2.502500745985243302e-01 1.434372524420420403e+00 -7.657140592734018592e-01 6.095818214946322477e-01 -1.680677056312561035e+00 1.038338714175754074e+00 1.351304610570271736e+00
-5.777671403355069124e-01 -9.412465890248616907e-01 -2.811698979801601772e-01 5.400216546323564071e-01 4.575520058472951068e-01 1.305264254411061531e+00 -1.277585784594218010e+00 1.199773355490631466e-01 4.706158323420418510e-01 4.076151152451832904e-01 8.645510541068183175e-01 1.247839604814847264e-01 -5.954686899979909631e-01 2.998917326331138611e-01 1.528517795933617585e+00 -1.020025750001271492e+00 9.084062841203477401e-01 -2.032049867841932311e+00 1.537406060430738686e+00 1.498486253950330971e+00
-3.394544339842266445e-01 -6.516627487209107894e-01 5.156186893582344055e-01 4.737019124958249949e-02 2.258339102069536752e-01 1.530379447672102211e+00 -1.197309798664516922e+00 3.005242140756713143e-01 1.911798467238744192e-01 -1.857998139328426862e-02 1.202137708663940430e+00 1.009165383875370026e-01 -2.989020993312199725e-01 2.353905306922065011e-01 1.401655726962619308e+00 -1.294003705183665032e+00 6.183793379200829277e-01 -1.809971756405300614e+00 1.214624696307712082e+00 1.176312075720892913e+00
-1.084530403216679845e-01 -4.887084348334206352e-01 1.962417446904712315e-01 1.003392636775970459e-01 6.725176465180184859e-01 1.401481800609164718e+00 -9.673187070422701872e-01 3.237156561679310207e-01 2.587057037485970268e-01 3.321272927439875011e-01 1.044507020049624924e+00 -4.827125908599959325e-02 -5.560982376337051392e-01 2.729037718640433541e-01 1.538475420739915611e+00 -1.189503583643171547e+00 5.914881063832176933e-01 -1.561230619748433357e+00 1.183697799841562981e+00 1.312276058726840500e+00
-4.186357988251580009e-01 -7.556472950511508024e-01 6.205501076247957326e-02 3.079293097058932172e-01 4.122693654563691634e-01 1.022996988561418297e+00 -7.707592811849381942e-01 3.801587248841921673e-01 1.439715143707063494e-01 -8.323823660612106323e-02 1.233732892407311432e+00 -4.645684692594739817e-02 -3.471653891934288749e-01 -4.173530141512552666e-02 1.416575074195861816e+00 -8.102171354823641813e-01 4.109940682020452041e-01 -1.648390160666571624e+00 1.056188901265462166e+00 1.198809901873270745e+00
