-8.568802674611409875e-01 -2.757679952515496025e-01 -6.346583300166659392e-01 3.752668193644947414e-01 2.626238084501690273e-01 7.179858419630262834e-01 6.291932198736402970e-01 -6.322208117279741746e-01 -3.016748891936408272e-01 -3.582633145981364842e-01 1.490370684199862961e+00 -6.091376679639021186e-01 -9.257288111580742607e-01 -3.194164228108193893e-01 -5.487017863326602019e-01 -1.493122180302937752e+00 1.336550268861982582e+00 -7.408053411377800712e-01 -4.890590608119964600e-01 -6.618224183718363074e-01
-1.179243147373199463e+00 -9.169258740213181991e-01 -1.183957325087653167e+00 5.084455675548977399e-02 8.902008848057852974e-01 1.000185651911629670e+00 1.290783021185133217e+00 -4.910370455020003910e-01 -2.525373167461819057e-01 -7.226919200685288924e-01 2.856058292918735031e+00 -6.593515148593319664e-01 -1.461483690473768471e+00 -5.651820699373880652e-01 -8.059839242034487761e-01 -1.815545585420396568e+00 1.254942761527167328e+00 -9.613860381974114189e-01 -6.950105196899838411e-01 -9.735628217458724976e-01
-1.294634415043725006e+00 -3.339617359969351273e-01 -1.329703688621520996e+00 2.832778029971652622e-01 6.728340470128588713e-01 1.231143123573727127e+00 1.143913090229034424e+00 -4.360963706341054458e-01 -1.619633469316694441e-01 -7.213158739937676200e-01 2.624027358161078460e+00 -5.823421292006969452e-01 -1.325039585431416755e+00 -6.106273821658558809e-01 -1.176856233014000885e+00 -1.582930836412641762e+00 1.644599497318267822e+00 -1.069130513403150795e+00 -8.709079258971743620e-01 -9.905293186505635950e-01
-8.981609344482421875e-01 -6.589264190859265291e-01 -1.076384584108988518e+00 4.733758419752120972e-02 4.844242723451720467e-01 6.513354678948720666e-01 9.080280992719862443e-01 -3.868002792199452533e-01 -5.471220778094397774e-01 -6.297232442431979216e-01 2.003492580519782074e+00 -7.861964239014519462e-01 -1.191498147116766937e+00 -5.168244573805067521e-01 -5.848831137021383020e-01 -1.341831809944576737e+00 1.222315768400828118e+00 -6.233435827824804765e-01 -3.374947984185483474e-01 -7.641606496440039864e-01
-6.108089552985297432e-01 -8.647893336084153670e-01 -8.372656073835160750e-01 2.318425890472200213e-01 5.034116229249371299e-01 5.931956022977828979e-01 7.307582861847348177e-01 2.706797214017973852e-02 -3.671748373243544084e-01 -4.595944384733836041e-01 1.345084667205810547e+00 -3.327975968519846783e-01 -5.007320344448089600e-01 -2.481823629803127651e-01 -6.249400708410475236e-01 -9.567703008651733398e-01 8.547380997074974784e-01 -4.087556186649534684e-01 -1.827897032101949149e-01 -4.517893758085038680e-01
-1.450488097137875076e+00 -1.018972814083099365e+00 -1.914674745665656097e+00 6.396893329090542757e-01 6.367096056540807458e-01 1.226918710602654450e+00 9.839607460631264457e-01 -6.960606276988983154e-01 -3.577834384308921090e-01 -6.969148367643356323e-01 3.063374784257677064e+00 -5.272535300917096102e-01 -1.570945050981309654e+00 -5.026621851656172257e-01 -9.534984429677327844e-01 -1.822517077128092522e+00 1.676159964667426117e+00 -8.843036956257290804e-01 -8.172478841410742989e-01 -1.889313684569464691e+00
-1.192681915230221268e+00 -9.988286296526590613e-01 -1.147292057673136467e+00 2.632897405160797843e-01 4.021705190340678082e-01 8.535627722740173340e-01 1.094940490192837235e+00 -6.635039266612794417e-01 -3.699446072181065692e-01 -6.094497773382399064e-01 2.364697708023919098e+00 -7.064109610186682930e-01 -1.298305696911282059e+00 -4.668820765283372420e-01 -1.013251794709099762e+00 -1.626348455746968513e+00 1.276434044043223137e+00 -8.752089407708909530e-01 -7.011841386556625366e-01 -7.242617872026231307e-01
-8.592320879300435754e-01 -5.038141508897145959e-01 -1.145114613903893463e+00 -6.506420009666019633e-02 6.739520165655348283e-01 5.614361001385582695e-01 1.048144386874304779e+00 -1.600437396102481480e-01 -4.739680637915928973e-01 -8.868455357021756136e-01 1.917876230345831878e+00 -7.253122263484530485e-01 -9.166837069723341447e-01 -2.598987826042705174e-01 -8.015672937035560608e-01 -1.302441848648919098e+00 1.123990260892444137e+00 -5.774385415845446623e-01 -3.858726583421230316e-01 -2.150158095690939131e-01
-9.413417047924466097e-01 -5.177306516302956352e-01 -1.072573992941114662e+00 3.329097396797604108e-02 8.837889350122876131e-01 7.152070734235975724e-01 1.000738342603047615e+00 -4.219240761465496425e-01 -6.851814952161576766e-01 -6.565653764539294279e-01 2.266575786802503600e+00 -7.358936336305406112e-01 -1.084515240457322838e+00 -5.622827874289618721e-01 -6.657969322469499129e-01 -1.197717736164728874e+00 7.062452269925011406e-01 -5.346850736273659477e-01 -7.009463210900624963e-01 -8.755024671554565430e-01
-1.124674108293321373e+00 -3.717631316847271328e-01 -8.468731674883100968e-01 2.899520223339398517e-01 8.534079061614142647e-01 8.441304928726620638e-01 4.891873730553520927e-01 -6.350122855769263497e-01 -4.380820790926615582e-01 -8.397888590892156335e-01 1.625581953260633705e+00 -4.577245472206009635e-01 -6.091389970646964303e-01 -6.870274659660127736e-02 -8.169340921772850761e-01 -1.629622168011135575e+00 1.221669097741444832e+00 -6.774159338739182967e-01 -2.893718352748287925e-01 -1.269407553805245170e-01
