target_rmse,target_mae
712770.94,597832.4
648852.0,592807.5
576415.7,528502.5
544127.25,449902.75
556928.9,484029.72
740194.5,593349.9
754867.94,632521.8
708323.75,585791.06
534050.3,479626.0
,
583278.5,515679.12
922267.8,626505.06
937985.94,530478.4
558411.1,450140.16
1000022.25,685357.1
730777.2,668190.8
737347.75,531090.25
678230.1,596845.5
654986.7,581824.0
997738.2,702211.1
751641.56,606845.94
834950.56,665967.5
623405.56,525544.44
849080.06,602505.9
702188.44,601229.4
895156.3,788539.25
991468.44,635009.75
668568.06,623386.7
855661.25,774004.06
965361.0,657355.4
550843.3,479669.03
,
838008.3,625096.6
,
670119.6,548362.6
796319.75,628045.1
874727.2,575515.25
647887.9,554464.4
730819.75,664843.1
703859.06,601123.56
619171.3,512815.84
670475.2,548400.75
646746.6,586184.94
950102.4,589333.3
544920.25,469196.97
594253.3,493428.0
924047.8,545664.06
1019628.94,602241.2
622605.94,569053.75
780656.9,607979.2
639797.75,534348.94
698700.25,497069.1
579810.06,499733.56
588593.2,511137.72
967229.8,727372.25
733644.2,644110.06
790365.8,654146.25
570596.06,496605.44
896344.94,536811.6
1158536.4,767778.9
978908.7,576887.8
759330.3,579037.2
698304.06,604084.2
733576.25,535481.3
763987.1,540296.5
671731.1,425330.0
703473.5,540178.4
903803.3,579479.25
644059.4,558355.7
1030378.0,684247.8
574807.4,511675.72
787959.9,511315.6
693352.6,517347.47
842132.4,587376.0
735694.94,559273.75
807723.5,640740.56
629079.7,525529.75
769134.94,518328.25
707253.94,630008.25
754323.5,583362.25
930413.2,615728.44
649286.75,581141.6
780118.44,685944.4
800355.0,672120.56
949791.7,613546.6
719970.9,605025.44
879828.56,614647.44
637273.6,550916.7
592566.6,516454.2
884041.4,542114.06
839054.1,655109.06
687379.4,617889.2
815530.0,632316.4
597125.56,501357.12
662060.9,577770.06
655653.56,567331.25
757608.6,597008.94
985026.56,690964.06
911080.8,663662.25
662333.44,567568.1
