source_mae,source_mse,source_rmse,target_mae,target_mse,target_rmse,trans_target_mae,trans_target_mse,trans_target_rmse
318111.29375895223,213699157746.00058,462276.0622679922,789688.6928151258,1590999769822.8147,1261348.3935149775,794169.1130568038,1622361074896.0415,1273719.386244883
330233.3530333751,235470652457.63895,485253.1838717176,556885.1809710232,1005211079660.059,1002602.1542267196,560291.644977405,1029066150733.5411,1014428.9776684917
255270.13862413197,174226720390.7859,417404.74409233284,662029.2599039989,1452036525400.8838,1205004.7823145282,660117.4865781211,1473304455104.3171,1213797.5346425436
226191.20877906744,130004420158.14592,360561.2571507731,658797.6587396393,1540826457582.1438,1241300.3091847452,658312.1662993548,1549574096097.3918,1244818.9009239022
308033.45192595193,320751261822.9647,566349.0635844335,773241.165392348,1521045068871.6448,1233306.5591618512,771660.0746126373,1520181076366.026,1232956.2345704027
315187.42753168405,219260045144.9025,468252.1170746615,578767.0898101832,740416798993.3779,860474.7520952476,574230.2190862925,720506628348.0343,848826.6185435246
151007.88873590043,54024879276.51561,232432.52628777156,528735.4325880674,961079775190.3983,980346.7627275557,528011.3671594441,942217680803.6902,970678.9792736269
293231.62234516465,196572563474.63968,443365.0453910859,588065.3535798512,1256796751511.0754,1121069.467745454,591151.0536779508,1296081002953.2554,1138455.5340254863
283762.49364628503,173416753927.8157,416433.3727354422,727412.0825106209,1713996124296.449,1309196.7477413197,730887.3413696878,1692920706583.3572,1301122.8637539798
315707.4126483973,288239991166.74457,536879.8666058773,547204.5798141903,745968020728.9418,863694.4023952811,555112.6463347316,774152711681.6979,879859.484055095
217954.47247330486,117481268377.9894,342755.4060521721,594629.5020369111,900442509727.9481,948916.4924944387,589682.6752992391,935865219846.7477,967401.2713692016
201023.81858500926,106005903006.61546,325585.4772661328,639553.972365465,1503268910566.7288,1226078.6722583217,634319.2911043833,1499541662796.9912,1224557.741716164
256969.9940615165,129728880315.20412,360178.95595829043,581267.5739622009,702449405661.3009,838122.5481165036,584716.4065862971,704377557482.9469,839272.0402127947
263970.3311857542,189527782774.46307,435347.8870678748,514541.8635276714,570346995414.4425,755213.211890816,514381.6561811126,563086644198.834,750390.9942149053
369403.82832472946,290105923751.6229,538614.8194689995,650105.0305962132,1102712663089.053,1050101.2632546697,639583.7965808572,1077787045584.8993,1038165.2303871958
478477.7073633091,506501572135.9981,711689.2384573467,649936.186838054,1153441135167.3608,1073983.7685772355,631320.9851781538,1122707184700.6724,1059578.7770150327
206079.88054179287,92121127836.03539,303514.62540713814,550637.2466867294,1173075799334.5342,1083086.2381798294,546141.0349928573,1176408476032.7244,1084623.6564047108
316730.93303435046,262452618265.70367,512301.29637324135,661898.1437938153,1487758796614.538,1219737.1834188453,648272.962693687,1468880548817.9673,1211973.8234871111
200224.25690317876,81859537316.6828,286111.05766237486,583179.29008699,951131509684.3668,975259.7139656527,582152.6772678467,943136114409.2107,971151.9522758581
210925.85738139827,97895864627.65504,312883.14851978695,593535.244605453,644590347489.8925,802863.8411897079,587795.9172422915,635847371441.9528,797400.3833971694
278454.51610393764,134735712358.26259,367063.6352981082,616604.7141760647,788283270082.4579,887853.1804766246,612766.6503987556,780224817209.7527,883303.3551446256
257178.89783523613,198535957434.4891,445573.73961499246,634493.2388480311,1479439791610.9734,1216322.2400379651,650922.9676652255,1505028301413.7915,1226795.949379436
305597.9546368673,174141321142.41208,417302.433664617,517411.1343321129,662763099155.8325,814102.6342887195,515472.74508466834,665275786995.9563,815644.3998434345
342402.0825649518,298674662230.02325,546511.3559936548,945861.9632966713,2703309005486.945,1644174.2625059378,944481.3247509182,2695825735458.7983,1641896.9929501663
229940.7168504277,123196725526.74765,350993.9109539475,584351.838602113,1181030454209.169,1086752.2506115038,586755.1373869103,1177592053570.6042,1085169.1359279456
426092.3729238535,466815868939.077,683239.2472180423,723217.7953865458,1336167525045.6528,1155927.127913197,715701.4007313328,1333663735311.7227,1154843.597770591
219375.90610648526,86495071013.0185,294100.4437484216,588474.2678849282,718278417431.2749,847513.0780296401,592233.7540930711,731084688488.7878,855034.9048365147
363436.6118367405,266755274557.4729,516483.5665899477,630251.1991761762,1044884399090.9333,1022195.8711963835,617737.2452262642,1017813379108.8225,1008867.374390124
244850.4131285997,133010663612.61548,364706.2703225919,576993.3892433126,1691432461660.443,1300550.8300948653,569201.2216775153,1696964349115.5474,1302675.8419175306
230908.8124302605,109079774392.3865,330272.2731208094,570197.1953485829,1198118981411.9148,1094586.2147002926,571345.5708295066,1218576234411.081,1103891.4051713063
250328.2120239403,137224419464.52745,370438.1452611589,418817.807073234,404645211453.1161,636117.2937856006,409214.8981873345,382378445810.4313,618367.5652962655
237442.9948339479,176936664958.0192,420638.401668249,705473.4362589049,1478197496031.9255,1215811.45579071,694408.0693409836,1484583280561.354,1218434.7666417575
390643.13332293835,630268257174.6466,793894.361470496,696932.5466464952,1635875871673.1218,1279013.6323249731,690907.4664369844,1639567927452.8782,1280456.1403862603
255547.29121665176,137524555566.1175,370843.0335952362,687587.5785773747,1998671718311.0217,1413743.8658791846,673169.3542975283,1969194606783.762,1403279.9459779086
326647.1550406581,568506399398.4049,753993.633526441,642674.5407236883,1140566935269.6265,1067973.2839681087,645450.0563742551,1137829355534.7007,1066690.8434662316
279554.9958391175,199029215678.03952,446126.9053509769,581370.9038659328,1173996101405.6443,1083511.0065918316,576809.9357293973,1147341131277.2117,1071140.1081451538
241146.03764391344,130005146124.07866,360562.2638658664,631677.1769116442,1240324340345.043,1113698.496158203,623511.4534566832,1218142072432.363,1103694.7369777402
314054.2755190332,260729500972.86063,510616.7848522614,684481.5144998106,1047417723488.3125,1023434.2790273895,678231.6215419655,1039138984401.4989,1019381.6676797258
224256.3908664983,109311049440.60635,330622.2155884362,655580.8218069891,1133276217556.5457,1064554.4690416483,649912.2380788208,1132890568410.2822,1064373.3219177763
302115.5766330715,239180577948.8045,489060.91435403476,601209.3901312038,819750940313.2437,905400.9831633958,591078.846286607,800747925258.1674,894845.1962536131
280607.0765616769,230727741057.0904,480341.27561254863,780563.3388932479,2002267891104.674,1415015.1557862107,785205.87200464,2019972367886.6584,1421257.3193783942
301012.5418536515,248675186447.5728,498673.4266507218,565521.2090157035,599982967453.2233,774585.6747017874,563786.0930126198,598728156266.4247,773775.2621184168
464983.9853441516,596989514340.3866,772650.9654044228,787856.4855122599,1903616009629.0708,1379715.9162773585,788864.3301729237,1910910482514.9429,1382356.8578753255
288313.63892340433,307494909808.48517,554522.2356303534,592085.0330727181,1175767700533.9224,1084328.2254621626,594445.925714098,1188407918500.393,1090141.2378680082
474779.93228363455,753676600312.8635,868145.494898674,673678.1178862872,598034515489.8231,773326.9137239588,679632.9644236641,611924050284.4971,782255.7448076026
155576.16117074588,50212228449.0627,224080.85248200636,626563.718771767,1355484914577.722,1164252.9426966126,614421.163481562,1381347066453.064,1175307.2221564301
475705.4291357183,641950471400.3812,801218.1172442253,821317.5646411349,2921160245527.643,1709140.2065154407,811272.4672640181,2927090861260.9365,1710874.2973289816
306854.9860276562,211765639882.00604,460180.00812943414,629009.7169369868,779755827913.4244,883037.8405897589,612333.8283783776,749081399046.8103,865494.8867825911
306862.60842275055,262166902619.5104,512022.36535088037,616315.2485972968,796919662749.5205,892703.5693608044,622570.7601192371,802553621043.1846,895853.5712063577
215083.97401960203,97472242901.02257,312205.44982594805,575343.7418919005,827825167777.2816,909848.9807530048,581679.6179468799,845150994768.4194,919320.9422005024
208933.62546054102,96540599122.22481,310709.8310678708,576446.4470471592,1044981426387.5736,1022243.3303218826,578160.5462951576,1046285944787.3408,1022881.1977875733
402319.3519650773,510099622190.3973,714212.5889330131,526619.706836854,418833203781.38666,647173.2409342855,516655.77277890296,399751683105.9629,632259.1898153501
298464.2240975485,301367040367.5387,548969.0705017349,699001.6157492101,2054032515296.9932,1433189.6299153832,673504.2719841655,2045108178494.5684,1430072.7878309442
430958.2987740054,404256788198.90356,635811.9125959371,635643.9956885434,685743853854.8833,828096.5244794132,626994.9635113815,672727995315.1084,820199.9727597584
277853.1678233613,218573915427.37668,467518.89312345086,545978.0068373895,816062562637.4011,903361.8115890227,547793.0580645199,815582846753.6815,903096.255530761
314604.29801608593,234549197825.52542,484302.79559953546,590350.4272528267,824584727082.041,908066.4772372346,583223.9089991188,815164827579.2997,902864.7892011846
288530.524945729,197079740064.50253,443936.63969591714,535582.7768684244,654348369100.7969,808918.0237210671,531092.0833100463,643993276080.2573,802491.916520196
263684.6375095972,158770419593.94382,398460.0602242887,438738.05814848904,473251436379.2898,687932.7266377795,435611.3483770793,469933326546.31616,685516.8317016849
308962.789532257,190100532439.65164,436005.1977209121,632931.1498227653,1450889042676.5405,1204528.5561897403,623290.3461539726,1410732194644.9353,1187742.4782523084
343966.9408579694,240356486807.0285,490261.65137304843,581382.5215624683,642465101420.395,801539.207662604,615226.4234531242,685254966213.8944,827801.2842547989
410904.2325822442,357067118546.3671,597550.933851138,651995.0543944582,583972375403.0615,764180.8525493566,636223.5410497668,572640467428.0103,756730.1153172181
288035.3752864926,209807926518.57355,458047.95220432273,622003.0633670443,732255028631.1017,855719.0126619261,620854.564015888,719413729248.8694,848182.6037174244
569767.074340695,826175201451.6891,908941.8031159581,772261.3716704787,1770440922779.9675,1330579.1681745087,772587.0882967475,1764225352007.355,1328241.4509445769
250639.72867477062,137634131552.4672,370990.7432166835,614909.2237337701,1156058235179.2385,1075201.4858524138,618022.7655445207,1180697431862.6978,1086599.020735201
335925.27272030123,332056016663.5009,576243.0187546752,618883.3619480536,961124363447.5964,980369.5035279283,612997.0297156705,944594659619.1549,971902.5978045099
438921.0757379364,416179230154.233,645119.5471803911,745713.3903252254,1648695152840.1306,1284015.2463425545,736727.5291154889,1628387201692.6143,1276082.7566002975
243703.11420383077,117580214468.82573,342899.7148858916,711813.936201035,1922037024373.247,1386375.4990525644,722794.7503909612,1953041999694.9114,1397512.790529987
321170.95200288756,247510233640.0007,497504.00364218245,567238.6453226918,769235949669.9583,877060.9726067842,567041.1272748003,773570425896.3623,879528.5247769752
219326.22048062913,107950367343.99557,328558.0121439676,550532.5533165126,664784996901.456,815343.4840001212,537370.7694212813,654740808150.4773,809160.5577080962
271575.1392294278,177784845394.5415,421645.4024349625,513328.2728108683,692970446903.8785,832448.4650138281,511941.2099796168,695367436924.075,833886.9449296319
288754.79327888676,162819559098.22702,403509.05702131026,615238.2358725391,724822169020.2152,851364.8859450425,597904.042571231,705388713211.5005,839874.2246381303
285815.8862853394,199357478639.511,446494.65689917386,639286.8230940106,1235365792530.4744,1111470.1042000519,638709.3165941966,1223078520522.5134,1105928.8044546598
