source_accuracy,source_precision,source_recall,source_f1,target_accuracy,target_precision,target_recall,target_f1,trans_target_accuracy,trans_target_precision,trans_target_recall,trans_target_f1,transfer_score,w_dist
0.805,0.8505747126436781,0.74,0.7914438502673796,0.6166666666666667,0.6166666666666667,0.6166666666666667,0.6166666666666667,0.6416666666666667,0.660377358490566,0.5833333333333334,0.6194690265486726,103.59751887618003,8.48444397460676e-09
0.855,0.8736842105263158,0.83,0.8512820512820513,0.5,0.5,0.48333333333333334,0.4915254237288135,0.5416666666666666,0.5446428571428571,0.5083333333333333,0.5258620689655171,140.65018310062862,7.467239693469967e-09
0.82,0.8636363636363636,0.76,0.8085106382978724,0.5,0.5,0.4583333333333333,0.4782608695652174,0.5791666666666667,0.5871559633027523,0.5333333333333333,0.5589519650655023,145.39093830811748,8.882739696518483e-09
0.82,0.8636363636363636,0.76,0.8085106382978724,0.5833333333333334,0.5909090909090909,0.5416666666666666,0.5652173913043478,0.55,0.5517241379310345,0.5333333333333333,0.5423728813559322,127.58473415753149,9.844668820224086e-09
0.83,0.84375,0.81,0.826530612244898,0.5208333333333334,0.5225225225225225,0.48333333333333334,0.5021645021645021,0.5291666666666667,0.5315315315315315,0.49166666666666664,0.5108225108225108,134.60432455929543,9.184702214246097e-09
0.805,0.8144329896907216,0.79,0.802030456852792,0.5333333333333333,0.5370370370370371,0.48333333333333334,0.5087719298245614,0.6041666666666666,0.6050420168067226,0.6,0.602510460251046,134.3383577354935,8.61635253252105e-09
0.775,0.8021978021978022,0.73,0.7643979057591622,0.5125,0.5151515151515151,0.425,0.4657534246575342,0.5583333333333333,0.5636363636363636,0.5166666666666667,0.5391304347826087,149.6955056478589,8.325658893328292e-09
0.795,0.8390804597701149,0.73,0.7807486631016043,0.5875,0.5929203539823009,0.5583333333333333,0.5751072961373391,0.6583333333333333,0.6666666666666666,0.6333333333333333,0.6495726495726496,126.44449180718408,9.113761401310757e-09
0.84,0.8777777777777778,0.79,0.831578947368421,0.5375,0.5412844036697247,0.49166666666666664,0.5152838427947598,0.5708333333333333,0.5739130434782609,0.55,0.5617021276595745,133.69485051166242,8.78287793231264e-09
0.795,0.8172043010752689,0.76,0.7875647668393783,0.6416666666666667,0.67,0.5583333333333333,0.6090909090909091,0.5666666666666667,0.5701754385964912,0.5416666666666666,0.5555555555555555,118.08066001699433,7.4088595024668216e-09
0.74,0.74,0.74,0.74,0.5791666666666667,0.5811965811965812,0.5666666666666667,0.5738396624472575,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.5666666666666667,118.52028427145814,9.28513538076703e-09
0.815,0.8539325842696629,0.76,0.8042328042328041,0.5541666666666667,0.5555555555555556,0.5416666666666666,0.5485232067510548,0.55,0.5526315789473685,0.525,0.5384615384615385,122.8821508833413,9.37366438452162e-09
0.755,0.7741935483870968,0.72,0.7461139896373057,0.49166666666666664,0.49230769230769234,0.5333333333333333,0.512,0.55,0.5508474576271186,0.5416666666666666,0.5462184873949579,130.5558829111536,9.177329049929714e-09
0.78,0.7916666666666666,0.76,0.7755102040816326,0.5416666666666666,0.5409836065573771,0.55,0.5454545454545455,0.5583333333333333,0.559322033898305,0.55,0.5546218487394957,123.7697927987404,9.300136768149326e-09
0.815,0.8387096774193549,0.78,0.8082901554404146,0.475,0.47540983606557374,0.48333333333333334,0.4793388429752066,0.5083333333333333,0.509090909090909,0.4666666666666667,0.4869565217391304,153.87844018138253,7.026848039956369e-09
0.815,0.8387096774193549,0.78,0.8082901554404146,0.5666666666666667,0.5727272727272728,0.525,0.5478260869565218,0.5541666666666667,0.5619047619047619,0.49166666666666664,0.5244444444444445,127.81123355994261,9.552496764442236e-09
0.87,0.8627450980392157,0.88,0.8712871287128714,0.49583333333333335,0.49624060150375937,0.55,0.5217391304347827,0.5708333333333333,0.5702479338842975,0.575,0.5726141078838175,148.41369500237747,9.25364486336877e-09
0.815,0.8315789473684211,0.79,0.8102564102564104,0.6041666666666666,0.616822429906542,0.55,0.5814977973568282,0.6208333333333333,0.6260869565217392,0.6,0.6127659574468085,118.79731443936186,7.991359131022273e-09
0.785,0.7938144329896907,0.77,0.7817258883248732,0.5666666666666667,0.5615384615384615,0.6083333333333333,0.584,0.5583333333333333,0.5583333333333333,0.5583333333333333,0.5583333333333333,113.90093600572962,8.604415206439932e-09
0.765,0.7789473684210526,0.74,0.7589743589743589,0.5416666666666666,0.5462962962962963,0.49166666666666664,0.5175438596491228,0.5416666666666666,0.5462962962962963,0.49166666666666664,0.5175438596491228,130.61725154258016,7.461929337590753e-09
0.82,0.8478260869565217,0.78,0.8125,0.5666666666666667,0.5714285714285714,0.5333333333333333,0.5517241379310344,0.6291666666666667,0.6422018348623854,0.5833333333333334,0.6113537117903931,110.19884547594123,9.808787890560184e-09
0.83,0.84375,0.81,0.826530612244898,0.55,0.5535714285714286,0.5166666666666667,0.5344827586206896,0.5916666666666667,0.5964912280701754,0.5666666666666667,0.5811965811965812,132.69819261948643,9.356239810421495e-09
0.775,0.8021978021978022,0.73,0.7643979057591622,0.5583333333333333,0.5660377358490566,0.5,0.5309734513274337,0.6041666666666666,0.616822429906542,0.55,0.5814977973568282,128.85887720857926,8.82991758975876e-09
