target_mae,target_rmse,source_mae,source_rmse,trans_source_mae,trans_source_rmse
20393058.391447965,32608147.14273911,226411383.86207476,1181001485.2886302,40348643.483541004,61664547.87031283
22312784.656015854,34903947.31029907,480133702.6356361,4253558584.9068937,39163791.72559795,62407030.51262219
21535187.552917115,33761530.28735474,220940868.02421135,1250529705.0291092,38652891.28351638,60436199.42268071
21338139.9416557,34182390.1293707,611341936.3688738,5309457931.912805,36524337.16024316,60181151.965614974
20526945.700707085,32955762.443083487,167303850.89479288,650044622.6161411,38821582.61052971,61029106.92065393
20449350.95038321,32892799.99119969,337714582.801505,2036983661.2535083,37946219.60870672,60797550.88630241
21225155.29912396,33505677.216490034,241232731.37223247,1608654679.333589,40087328.186499104,63382138.80283808
20499022.200792536,32264809.456536155,309646163.8294503,1803132879.6774082,39286182.37891826,63499541.99416194
21442213.197590377,33468264.508074302,332620667.94998354,2431535692.7962084,39261944.37818622,61935200.25979712
20728603.823857173,33316962.865203656,1444648744.901572,13779007189.693228,39144437.679505534,60229405.76061223
20204124.30723969,32439049.725652993,166134756.69613057,861778706.4099473,37133828.44082736,60624169.527633615
21467935.031611953,33838648.278827496,194101933.19844452,1123819581.1855729,38151082.64227266,60185984.729088165
21858756.61320574,34191185.70554514,605599860.1503347,3786021960.6603875,40726380.06818336,61864888.55688599
20503321.20504655,32650843.88257566,553619211.0667312,4239104212.283983,40023656.74191269,61662929.94786112
20961248.898673464,33791945.86467903,149619098.98487252,697711231.3267521,39073600.755604036,61536854.03590294
20494446.93702432,32808934.770182583,481238120.66141945,4056848613.702257,38787708.678543404,61867489.420008756
20455136.230751906,33010880.240927476,457106167.2081166,2966230136.0024467,39257528.02945661,60594282.76899046
20190656.657730356,32255221.22802973,106321495.26450428,422536497.76810944,37443221.62287758,58540963.31522675
21313017.32953282,33585999.79515953,351199100.5119818,2781906482.7104607,37972901.04246507,60745530.96947006
21589402.99351265,34239956.50428213,159792662.02818364,678086004.7515595,38409099.245225556,61528802.1904229
21569633.39606876,33841259.19442258,929940250.5965582,8527629957.714074,39345942.91701558,61426187.11435661
21230005.16302867,33485587.394917037,378931952.0697802,2836663467.5231376,39528390.80657348,62505045.18568836
21106148.90250893,33251185.925397154,319066313.53550905,2147167428.3997586,36756810.96251562,59629810.60617252
21511317.32782142,33811901.15760096,463187171.5565129,3159066423.936784,39897445.65486694,62112551.76569997
22371630.56203704,34838224.05770839,685960355.9285005,6199841022.789277,38479552.67488484,61922233.20941717
