target_accuracy,target_f1,source_accuracy,source_f1,trans_source_accuracy,trans_source_f1
0.9125,0.9163346613545819,0.22,0.1702127659574468,0.31,0.3168316831683168
0.9,0.90625,0.26,0.17777777777777778,0.3,0.3137254901960784
0.9041666666666667,0.9083665338645417,0.7,0.6875,0.79,0.796116504854369
0.9375,0.9397590361445783,0.14,0.0851063829787234,0.24,0.24
0.9208333333333333,0.9254901960784313,0.27,0.24742268041237112,0.3,0.3137254901960784
0.9083333333333333,0.9133858267716535,0.22,0.15217391304347827,0.23,0.2376237623762376
0.925,0.9285714285714285,0.51,0.46153846153846156,0.4,0.4117647058823529
0.9416666666666667,0.9435483870967741,0.23,0.15384615384615385,0.27,0.2626262626262626
0.9333333333333333,0.9354838709677419,0.77,0.7722772277227723,0.76,0.7647058823529411
0.9375,0.9387755102040817,0.68,0.6666666666666666,0.72,0.7307692307692308
0.9125,0.9176470588235294,0.27,0.1978021978021978,0.26,0.22916666666666666
0.9291666666666667,0.9317269076305221,0.21,0.15053763440860218,0.25,0.25742574257425743
0.9416666666666667,0.944,0.19,0.16494845360824742,0.23,0.26666666666666666
0.9291666666666667,0.9328063241106719,0.26,0.27450980392156865,0.24,0.24
0.9416666666666667,0.944,0.81,0.8118811881188118,0.84,0.8399999999999999
0.925,0.9268292682926829,0.3,0.2553191489361702,0.28,0.24999999999999994
0.9291666666666667,0.9317269076305221,0.73,0.7326732673267328,0.77,0.7722772277227723
0.925,0.928,0.78,0.7659574468085107,0.79,0.792079207920792
0.9041666666666667,0.9098039215686274,0.17,0.1443298969072165,0.28,0.2653061224489796
0.9166666666666666,0.9186991869918699,0.86,0.8571428571428572,0.82,0.82
0.925,0.9291338582677166,0.79,0.7789473684210526,0.87,0.8712871287128714
0.9583333333333334,0.9593495934959351,0.23,0.17204301075268816,0.3,0.27083333333333337
0.9083333333333333,0.9126984126984128,0.25,0.19354838709677422,0.2,0.20000000000000004
0.8916666666666667,0.8968253968253967,0.8,0.8076923076923077,0.8,0.8000000000000002
0.9375,0.940239043824701,0.61,0.5806451612903226,0.7,0.7115384615384615
0.9166666666666666,0.921259842519685,0.65,0.6534653465346535,0.66,0.66
