target_accuracy,target_precision,target_recall,target_f1,source_accuracy,source_precision,source_recall,source_f1,trans_source_accuracy,trans_source_precision,trans_source_recall,trans_source_f1,transfer_score,original_score
0.9333333333333333,0.940677966101695,0.925,0.9327731092436976,0.735,0.7326732673267327,0.74,0.7363184079601991,0.725,0.7227722772277227,0.73,0.7263681592039801,0.05670672310533699,0.06281953452750741
0.9,0.9137931034482759,0.8833333333333333,0.8983050847457628,0.755,0.7575757575757576,0.75,0.7537688442211055,0.715,0.7171717171717171,0.71,0.7135678391959798,0.060763189158307876,0.05856071468470323
0.9458333333333333,0.9421487603305785,0.95,0.946058091286307,0.805,0.8080808080808081,0.8,0.8040201005025126,0.805,0.8210526315789474,0.78,0.8,0.05565921997235683,0.06760432454898792
0.9166666666666666,0.923728813559322,0.9083333333333333,0.9159663865546218,0.805,0.8279569892473119,0.77,0.7979274611398963,0.765,0.7623762376237624,0.77,0.7661691542288558,0.04571812466191214,0.07129807937506892
0.9083333333333333,0.9083333333333333,0.9083333333333333,0.9083333333333333,0.8,0.8191489361702128,0.77,0.7938144329896908,0.745,0.7578947368421053,0.72,0.7384615384615385,0.08068833131606509,0.057419455624501924
0.8791666666666667,0.8823529411764706,0.875,0.8786610878661087,0.76,0.776595744680851,0.73,0.7525773195876287,0.74,0.7448979591836735,0.73,0.7373737373737373,0.060850316751643284,0.05989437099927332
0.925,0.9322033898305084,0.9166666666666666,0.9243697478991596,0.73,0.7346938775510204,0.72,0.7272727272727272,0.66,0.6568627450980392,0.67,0.6633663366336634,0.08384658772637288,0.061061498277677206
0.9208333333333333,0.9243697478991597,0.9166666666666666,0.9205020920502092,0.81,0.8297872340425532,0.78,0.8041237113402062,0.795,0.780952380952381,0.82,0.8,0.052903556333752016,0.03836944352812786
0.9125,0.9090909090909091,0.9166666666666666,0.9128630705394191,0.7,0.696078431372549,0.71,0.7029702970297029,0.69,0.6862745098039216,0.7,0.693069306930693,0.06350570539567173,0.10416794714602336
0.925,0.9396551724137931,0.9083333333333333,0.9237288135593221,0.735,0.7373737373737373,0.73,0.7336683417085427,0.73,0.73,0.73,0.7299999999999999,0.06135210667525621,0.06424931817199109
0.9041666666666667,0.9217391304347826,0.8833333333333333,0.902127659574468,0.8,0.8125,0.78,0.7959183673469388,0.795,0.797979797979798,0.79,0.7939698492462312,0.05887017815263826,0.07503126901194421
0.9125,0.9459459459459459,0.875,0.9090909090909091,0.79,0.7959183673469388,0.78,0.7878787878787878,0.735,0.7473684210526316,0.71,0.7282051282051281,0.0635280603058131,0.057636192183248884
