target_accuracy,target_precision,target_recall,target_f1,source_accuracy,source_precision,source_recall,source_f1,trans_source_accuracy,trans_source_precision,trans_source_recall,trans_source_f1,transfer_score,original_score
0.7333333333333333,0.7258064516129032,0.75,0.7377049180327869,0.595,0.6067415730337079,0.54,0.5714285714285714,0.625,0.6288659793814433,0.61,0.6192893401015229,0.05377601943686974,0.06434736166215471
0.8166666666666667,0.8518518518518519,0.7666666666666667,0.8070175438596491,0.575,0.5824175824175825,0.53,0.5549738219895288,0.505,0.5052631578947369,0.48,0.4923076923076923,0.059219875170819405,0.06048757145069836
0.7583333333333333,0.7583333333333333,0.7583333333333333,0.7583333333333333,0.585,0.5841584158415841,0.59,0.5870646766169154,0.615,0.6185567010309279,0.6,0.6091370558375634,0.03247210908256541,0.06469303563454393
0.7583333333333333,0.7672413793103449,0.7416666666666667,0.7542372881355933,0.665,0.6774193548387096,0.63,0.6528497409326425,0.645,0.6464646464646465,0.64,0.6432160804020101,0.04427468565136368,0.041462504781404126
0.7625,0.7787610619469026,0.7333333333333333,0.7553648068669528,0.63,0.6354166666666666,0.61,0.6224489795918368,0.685,0.6831683168316832,0.69,0.6865671641791044,0.04201264919453829,0.06421605431242709
0.7708333333333334,0.7981651376146789,0.725,0.759825327510917,0.54,0.5408163265306123,0.53,0.5353535353535354,0.61,0.6145833333333334,0.59,0.6020408163265306,0.06378056596086884,0.06746336835777553
0.7583333333333333,0.7767857142857143,0.725,0.75,0.62,0.62,0.62,0.62,0.56,0.5625,0.54,0.5510204081632654,0.04721016195726063,0.04481347539337125
0.8,0.8157894736842105,0.775,0.7948717948717949,0.595,0.6233766233766234,0.48,0.5423728813559322,0.565,0.5631067961165048,0.58,0.5714285714285715,0.05897959507570383,0.04496081912434613
0.7916666666666666,0.8070175438596491,0.7666666666666667,0.7863247863247863,0.58,0.5869565217391305,0.54,0.5625000000000001,0.58,0.5784313725490197,0.59,0.5841584158415842,0.060987984026843974,0.052640793274064186
0.8333333333333334,0.8703703703703703,0.7833333333333333,0.8245614035087719,0.515,0.5168539325842697,0.46,0.4867724867724868,0.6,0.6063829787234043,0.57,0.5876288659793814,0.057880636430494625,0.07785797795600749
0.8041666666666667,0.8230088495575221,0.775,0.7982832618025751,0.555,0.5567010309278351,0.54,0.5482233502538071,0.575,0.5789473684210527,0.55,0.5641025641025641,0.06110397197659271,0.0531678181745346
0.8083333333333333,0.8303571428571429,0.775,0.8017241379310346,0.585,0.5913978494623656,0.55,0.5699481865284974,0.625,0.6344086021505376,0.59,0.6113989637305699,0.056316426152078575,0.04407835971773975
0.8,0.8157894736842105,0.775,0.7948717948717949,0.37,0.39344262295081966,0.48,0.43243243243243246,0.56,0.5652173913043478,0.52,0.5416666666666667,0.05747913874360373,0.09600095945114215
0.8,0.8157894736842105,0.775,0.7948717948717949,0.555,0.5591397849462365,0.52,0.5388601036269429,0.57,0.5686274509803921,0.58,0.5742574257425743,0.05198358544572638,0.0703970598975078
0.8041666666666667,0.8411214953271028,0.75,0.7929515418502203,0.56,0.573170731707317,0.47,0.5164835164835165,0.505,0.5052631578947369,0.48,0.4923076923076923,0.06355304141840215,0.06551398841449964
0.7833333333333333,0.8090909090909091,0.7416666666666667,0.7739130434782608,0.61,0.6170212765957447,0.58,0.5979381443298969,0.6,0.6041666666666666,0.58,0.5918367346938774,0.045938969318987825,0.040289274368260936
0.8583333333333333,0.8839285714285714,0.825,0.8534482758620688,0.565,0.5783132530120482,0.48,0.5245901639344261,0.52,0.52,0.52,0.52,0.07951487744111174,0.08904291694368381
0.7916666666666666,0.8181818181818182,0.75,0.7826086956521738,0.59,0.6071428571428571,0.51,0.5543478260869565,0.56,0.5666666666666667,0.51,0.5368421052631579,0.06312093268130908,0.05808279568843465
