target_accuracy,target_f1,source_accuracy,source_f1,trans_source_accuracy,trans_source_f1
0.9416666666666667,0.9396551724137931,0.465,0.49289099526066354,0.525,0.5128205128205129
0.9625,0.9617021276595745,0.53,0.505263157894737,0.545,0.542713567839196
0.9291666666666667,0.9276595744680851,0.265,0.27586206896551724,0.465,0.45128205128205123
0.9458333333333333,0.9446808510638298,0.585,0.6066350710900474,0.57,0.5742574257425743
0.9416666666666667,0.9406779661016949,0.515,0.5446009389671361,0.515,0.5125628140703518
0.9333333333333333,0.9310344827586207,0.585,0.5870646766169154,0.565,0.5583756345177665
0.9458333333333333,0.9437229437229437,0.62,0.62,0.575,0.5728643216080402
0.9291666666666667,0.9264069264069265,0.595,0.6086956521739131,0.615,0.6010362694300518
0.9458333333333333,0.9446808510638298,0.39,0.396039603960396,0.44,0.4563106796116505
0.9416666666666667,0.9396551724137931,0.53,0.5727272727272728,0.545,0.5560975609756097
0.9375,0.935064935064935,0.325,0.35406698564593303,0.395,0.39195979899497485
0.95,0.9487179487179489,0.46,0.4953271028037384,0.475,0.455958549222798
0.9541666666666667,0.9535864978902954,0.365,0.3487179487179487,0.47,0.46464646464646464
0.9375,0.935064935064935,0.505,0.4923076923076923,0.62,0.6122448979591836
0.9625,0.9613733905579399,0.685,0.7014218009478672,0.67,0.6666666666666666
0.9333333333333333,0.9310344827586207,0.375,0.3523316062176166,0.485,0.47179487179487184
0.9208333333333333,0.919831223628692,0.51,0.4787234042553191,0.53,0.5104166666666666
0.9416666666666667,0.9401709401709402,0.375,0.3961352657004831,0.5,0.4845360824742268
0.9458333333333333,0.9446808510638298,0.485,0.5024154589371981,0.52,0.5051546391752578
0.9375,0.935064935064935,0.46,0.4193548387096774,0.51,0.4999999999999999
0.95,0.9482758620689654,0.425,0.4700460829493088,0.525,0.4973544973544973
0.9583333333333334,0.9576271186440678,0.415,0.4292682926829269,0.445,0.45320197044334976
0.9708333333333333,0.9702127659574469,0.465,0.5286343612334802,0.505,0.4974619289340101
0.9583333333333334,0.9572649572649572,0.795,0.7853403141361257,0.63,0.6185567010309279
0.9291666666666667,0.9282700421940928,0.525,0.5077720207253886,0.575,0.5549738219895288
0.9458333333333333,0.944206008583691,0.405,0.4465116279069767,0.555,0.5435897435897435
0.9375,0.9361702127659574,0.51,0.4787234042553191,0.54,0.5157894736842104
0.9416666666666667,0.9411764705882353,0.36,0.4018691588785047,0.51,0.5050505050505051
0.9375,0.9344978165938865,0.61,0.6138613861386139,0.595,0.5888324873096447
0.9583333333333334,0.956896551724138,0.56,0.5728155339805824,0.625,0.6153846153846154
0.9291666666666667,0.9264069264069265,0.565,0.5583756345177665,0.615,0.6010362694300518
0.9541666666666667,0.9527896995708154,0.49,0.48484848484848486,0.47,0.4752475247524752
0.9458333333333333,0.9437229437229437,0.565,0.5714285714285715,0.495,0.4924623115577889
0.95,0.9495798319327732,0.565,0.5347593582887701,0.545,0.5284974093264249
0.9583333333333334,0.9576271186440678,0.565,0.5538461538461539,0.56,0.5463917525773196
0.9583333333333334,0.9572649572649572,0.485,0.5164319248826292,0.475,0.4927536231884058
0.9208333333333333,0.9170305676855894,0.59,0.5858585858585857,0.615,0.6130653266331657
0.95,0.9482758620689654,0.705,0.6910994764397906,0.615,0.5968586387434556
0.9375,0.9367088607594937,0.505,0.4590163934426229,0.45,0.4444444444444445
0.9333333333333333,0.9298245614035088,0.56,0.5319148936170213,0.6,0.574468085106383
0.9291666666666667,0.9270386266094421,0.765,0.7614213197969544,0.7,0.6969696969696969
0.9375,0.935064935064935,0.395,0.431924882629108,0.455,0.4630541871921182
0.9291666666666667,0.9270386266094421,0.655,0.6698564593301436,0.62,0.6041666666666666
0.9375,0.9361702127659574,0.465,0.5114155251141552,0.56,0.5643564356435642
0.95,0.9491525423728815,0.77,0.7653061224489796,0.665,0.6564102564102564
0.9291666666666667,0.9276595744680851,0.385,0.3819095477386935,0.42,0.41414141414141414
0.9541666666666667,0.9523809523809523,0.525,0.5177664974619289,0.56,0.5510204081632654
0.9416666666666667,0.9406779661016949,0.535,0.5714285714285714,0.49,0.47959183673469385
0.9458333333333333,0.9446808510638298,0.465,0.4830917874396135,0.495,0.4873096446700507
0.9375,0.9367088607594937,0.595,0.5888324873096447,0.605,0.6069651741293532
0.9208333333333333,0.9191489361702128,0.485,0.45502645502645506,0.53,0.5204081632653061
0.9416666666666667,0.9385964912280701,0.32,0.3584905660377359,0.475,0.46700507614213194
0.95,0.9478260869565217,0.57,0.5567010309278351,0.55,0.536082474226804
0.9541666666666667,0.9527896995708154,0.515,0.5268292682926828,0.58,0.58
0.9541666666666667,0.9535864978902954,0.68,0.6666666666666666,0.645,0.6395939086294417
0.9541666666666667,0.9527896995708154,0.53,0.5346534653465347,0.54,0.5353535353535354
0.9291666666666667,0.9270386266094421,0.58,0.58,0.56,0.5555555555555555
0.9333333333333333,0.9316239316239316,0.41,0.43809523809523804,0.405,0.39593908629441626
0.9541666666666667,0.9535864978902954,0.45,0.4444444444444445,0.515,0.5221674876847291
0.9416666666666667,0.9396551724137931,0.7,0.7058823529411765,0.695,0.6934673366834171
0.95,0.9487179487179489,0.595,0.5888324873096447,0.49,0.49
0.9375,0.935064935064935,0.35,0.37500000000000006,0.37,0.38834951456310685
0.9541666666666667,0.9523809523809523,0.675,0.6700507614213199,0.69,0.6770833333333333
0.9333333333333333,0.9333333333333333,0.58,0.5625000000000001,0.555,0.5388601036269429
0.95,0.9478260869565217,0.365,0.320855614973262,0.465,0.4623115577889447
0.9625,0.9617021276595745,0.55,0.5631067961165048,0.61,0.6060606060606062
0.95,0.9482758620689654,0.59,0.5940594059405941,0.555,0.5482233502538071
0.9375,0.9344978165938865,0.38,0.4311926605504587,0.515,0.5076142131979695
0.9583333333333334,0.956896551724138,0.535,0.5181347150259067,0.58,0.5714285714285714
0.9375,0.935064935064935,0.425,0.3979057591623037,0.52,0.52
0.9416666666666667,0.9401709401709402,0.62,0.62,0.67,0.6597938144329897
0.9416666666666667,0.9401709401709402,0.5,0.5,0.49,0.5048543689320388
0.9291666666666667,0.9270386266094421,0.53,0.5252525252525252,0.565,0.5538461538461539
0.95,0.9487179487179489,0.565,0.5583756345177665,0.56,0.5463917525773196
0.9666666666666667,0.9661016949152542,0.37,0.37,0.445,0.44776119402985076
0.9583333333333334,0.9565217391304348,0.33,0.37962962962962965,0.415,0.4120603015075377
0.9541666666666667,0.9531914893617022,0.6,0.6261682242990654,0.625,0.6231155778894472
0.9541666666666667,0.9523809523809523,0.53,0.5648148148148149,0.59,0.59
0.9458333333333333,0.9446808510638298,0.295,0.33175355450236965,0.44,0.44554455445544555
0.9541666666666667,0.9535864978902954,0.37,0.4000000000000001,0.46,0.4757281553398058
0.9375,0.9361702127659574,0.57,0.5274725274725274,0.59,0.5816326530612245
0.9458333333333333,0.9446808510638298,0.42,0.41414141414141414,0.405,0.4079601990049751
0.9208333333333333,0.9177489177489178,0.55,0.5673076923076923,0.565,0.5583756345177665
0.9708333333333333,0.9702127659574469,0.48,0.46938775510204084,0.51,0.4999999999999999
0.95,0.9478260869565217,0.41,0.41,0.455,0.43523316062176165
0.9375,0.9356223175965666,0.47,0.46464646464646464,0.475,0.46700507614213194
0.95,0.9487179487179489,0.5,0.5,0.55,0.5454545454545455
0.95,0.9482758620689654,0.465,0.4676616915422886,0.505,0.48704663212435234
0.9583333333333334,0.9576271186440678,0.465,0.45128205128205123,0.51,0.4999999999999999
0.925,0.9224137931034484,0.385,0.4,0.525,0.5128205128205129
0.9583333333333334,0.9572649572649572,0.82,0.8144329896907218,0.725,0.717948717948718
0.9125,0.9106382978723404,0.355,0.39999999999999997,0.505,0.4923076923076923
0.9541666666666667,0.9527896995708154,0.755,0.7699530516431924,0.68,0.6767676767676768
0.9583333333333334,0.9572649572649572,0.53,0.5,0.605,0.5948717948717949
0.9416666666666667,0.9411764705882353,0.515,0.5025641025641027,0.54,0.5257731958762887
0.95,0.9491525423728815,0.425,0.4700460829493088,0.505,0.5025125628140703
0.9583333333333334,0.9572649572649572,0.595,0.6334841628959275,0.65,0.65
0.95,0.9482758620689654,0.57,0.532608695652174,0.555,0.5435897435897435
0.9416666666666667,0.9391304347826087,0.355,0.4109589041095891,0.47,0.45918367346938777
0.95,0.9482758620689654,0.435,0.3957219251336898,0.53,0.5204081632653061
0.9416666666666667,0.9401709401709402,0.355,0.39999999999999997,0.44,0.4226804123711341
0.95,0.9491525423728815,0.5,0.5,0.48,0.47474747474747475
0.9291666666666667,0.9288702928870293,0.595,0.6086956521739131,0.57,0.5567010309278351
0.9541666666666667,0.9527896995708154,0.625,0.6231155778894472,0.55,0.536082474226804
0.9541666666666667,0.9531914893617022,0.53,0.5204081632653061,0.565,0.5445026178010471
0.9333333333333333,0.9310344827586207,0.48,0.43478260869565216,0.515,0.4974093264248704
0.9333333333333333,0.9322033898305084,0.505,0.47619047619047616,0.495,0.482051282051282
0.9541666666666667,0.9527896995708154,0.65,0.6391752577319586,0.655,0.6497461928934011
0.9375,0.9367088607594937,0.4,0.2941176470588235,0.465,0.45685279187817257
0.9625,0.9620253164556962,0.345,0.3906976744186046,0.42,0.4020618556701031
0.925,0.9230769230769231,0.305,0.3474178403755869,0.39,0.3838383838383838
0.9416666666666667,0.9406779661016949,0.55,0.55,0.575,0.5595854922279794
0.9583333333333334,0.9572649572649572,0.555,0.5572139303482587,0.555,0.5615763546798028
0.95,0.9478260869565217,0.385,0.42790697674418604,0.385,0.40579710144927533
0.9458333333333333,0.9451476793248945,0.605,0.6183574879227053,0.585,0.5786802030456853
0.9416666666666667,0.9401709401709402,0.47,0.49523809523809526,0.485,0.46632124352331605
0.9666666666666667,0.9658119658119658,0.655,0.6567164179104478,0.625,0.6031746031746033
0.9583333333333334,0.956896551724138,0.63,0.6407766990291262,0.6,0.5918367346938774
0.9458333333333333,0.944206008583691,0.36,0.3535353535353536,0.515,0.5076142131979695
0.9541666666666667,0.9527896995708154,0.435,0.46445497630331756,0.5,0.4845360824742268
0.9375,0.9356223175965666,0.52,0.5247524752475248,0.565,0.5492227979274611
0.9416666666666667,0.9406779661016949,0.62,0.6041666666666666,0.635,0.6256410256410256
