target_accuracy,target_precision,target_recall,target_f1,source_accuracy,source_precision,source_recall,source_f1,trans_source_accuracy,trans_source_precision,trans_source_recall,trans_source_f1
0.8,0.8214285714285714,0.7666666666666667,0.793103448275862,0.585,0.5977011494252874,0.52,0.5561497326203209,0.61,0.6222222222222222,0.56,0.5894736842105264
0.8166666666666667,0.8454545454545455,0.775,0.808695652173913,0.56,0.56,0.56,0.56,0.59,0.5978260869565217,0.55,0.5729166666666666
0.8666666666666667,0.9230769230769231,0.8,0.8571428571428571,0.59,0.5978260869565217,0.55,0.5729166666666666,0.625,0.6404494382022472,0.57,0.6031746031746033
0.8625,0.8717948717948718,0.85,0.8607594936708861,0.495,0.49572649572649574,0.58,0.5345622119815668,0.59,0.5957446808510638,0.56,0.577319587628866
0.8333333333333334,0.8508771929824561,0.8083333333333333,0.829059829059829,0.67,0.7023809523809523,0.59,0.6413043478260868,0.655,0.6448598130841121,0.69,0.6666666666666666
0.8125,0.831858407079646,0.7833333333333333,0.8068669527896997,0.615,0.6116504854368932,0.63,0.6206896551724137,0.565,0.5747126436781609,0.5,0.5347593582887701
0.8416666666666667,0.8596491228070176,0.8166666666666667,0.8376068376068376,0.585,0.5977011494252874,0.52,0.5561497326203209,0.575,0.5806451612903226,0.54,0.5595854922279794
0.8375,0.8584070796460177,0.8083333333333333,0.832618025751073,0.64,0.6666666666666666,0.56,0.6086956521739131,0.61,0.6170212765957447,0.58,0.5979381443298969
0.85,0.875,0.8166666666666667,0.8448275862068966,0.54,0.5434782608695652,0.5,0.5208333333333334,0.565,0.5684210526315789,0.54,0.5538461538461539
0.8458333333333333,0.8487394957983193,0.8416666666666667,0.8451882845188284,0.525,0.5268817204301075,0.49,0.5077720207253886,0.58,0.58,0.58,0.58
0.85,0.8620689655172413,0.8333333333333334,0.847457627118644,0.55,0.5609756097560976,0.46,0.5054945054945056,0.605,0.6082474226804123,0.59,0.5989847715736041
0.8291666666666667,0.8434782608695652,0.8083333333333333,0.8255319148936171,0.555,0.5647058823529412,0.48,0.5189189189189188,0.595,0.6043956043956044,0.55,0.5759162303664922
0.8416666666666667,0.8727272727272727,0.8,0.8347826086956521,0.595,0.6021505376344086,0.56,0.5803108808290157,0.62,0.625,0.6,0.6122448979591836
0.7791666666666667,0.8018018018018018,0.7416666666666667,0.7705627705627706,0.525,0.5252525252525253,0.52,0.5226130653266332,0.58,0.5909090909090909,0.52,0.5531914893617023
0.8416666666666667,0.853448275862069,0.825,0.8389830508474576,0.535,0.5393258426966292,0.48,0.5079365079365079,0.56,0.5612244897959183,0.55,0.5555555555555555
0.8125,0.8504672897196262,0.7583333333333333,0.801762114537445,0.59,0.6,0.54,0.5684210526315789,0.63,0.6382978723404256,0.6,0.6185567010309279
0.8125,0.8378378378378378,0.775,0.8051948051948051,0.645,0.6494845360824743,0.63,0.6395939086294417,0.695,0.7010309278350515,0.68,0.6903553299492386
0.7875,0.8053097345132744,0.7583333333333333,0.7811158798283261,0.6,0.6041666666666666,0.58,0.5918367346938774,0.655,0.6703296703296703,0.61,0.6387434554973822
0.8875,0.9043478260869565,0.8666666666666667,0.8851063829787233,0.585,0.5934065934065934,0.54,0.5654450261780104,0.55,0.5510204081632653,0.54,0.5454545454545455
0.8875,0.9043478260869565,0.8666666666666667,0.8851063829787233,0.66,0.6739130434782609,0.62,0.6458333333333334,0.61,0.6145833333333334,0.59,0.6020408163265306
0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.51,0.5108695652173914,0.47,0.4895833333333333,0.54,0.5416666666666666,0.52,0.5306122448979592
0.8708333333333333,0.8677685950413223,0.875,0.871369294605809,0.655,0.6666666666666666,0.62,0.6424870466321244,0.6,0.6111111111111112,0.55,0.5789473684210527
0.8708333333333333,0.8869565217391304,0.85,0.8680851063829788,0.53,0.5319148936170213,0.5,0.5154639175257731,0.57,0.5729166666666666,0.55,0.5612244897959183
0.8375,0.8584070796460177,0.8083333333333333,0.832618025751073,0.55,0.5609756097560976,0.46,0.5054945054945056,0.645,0.6494845360824743,0.63,0.6395939086294417
0.8625,0.8849557522123894,0.8333333333333334,0.8583690987124464,0.65,0.65625,0.63,0.6428571428571429,0.615,0.6185567010309279,0.6,0.6091370558375634
0.875,0.8947368421052632,0.85,0.8717948717948718,0.615,0.6161616161616161,0.61,0.6130653266331657,0.615,0.6210526315789474,0.59,0.6051282051282052
0.8416666666666667,0.8596491228070176,0.8166666666666667,0.8376068376068376,0.59,0.5978260869565217,0.55,0.5729166666666666,0.55,0.5555555555555556,0.5,0.5263157894736842
0.825,0.8545454545454545,0.7833333333333333,0.817391304347826,0.53,0.5333333333333333,0.48,0.505263157894737,0.595,0.6,0.57,0.5846153846153846
0.8458333333333333,0.8807339449541285,0.8,0.8384279475982532,0.495,0.49411764705882355,0.42,0.4540540540540541,0.62,0.625,0.6,0.6122448979591836
0.8833333333333333,0.9181818181818182,0.8416666666666667,0.8782608695652174,0.585,0.5894736842105263,0.56,0.5743589743589743,0.605,0.6153846153846154,0.56,0.5863874345549739
0.8416666666666667,0.8796296296296297,0.7916666666666666,0.8333333333333333,0.49,0.4895833333333333,0.47,0.47959183673469385,0.615,0.6236559139784946,0.58,0.6010362694300518
