source_mae,source_mse,source_rmse,target_mae,target_mse,target_rmse,trans_target_mae,trans_target_mse,trans_target_rmse
574667.616470897,984117829399.1539,992027.1313825817,522521.6983959123,1041949473106.8739,1020759.2630522017,522521.3772586861,1041949790047.7683,1020759.4182998108
516835.7657652106,1306795656094.5562,1143151.6330279883,547908.15391086,670033992003.6199,818556.0408448648,547908.552880382,670035475893.0637,818556.9472511144
497381.52748968004,1107003976371.922,1052142.5646612355,498993.5151240312,672051767778.9712,819787.6357807375,498994.1144948081,672053433719.5265,819788.651860665
552465.6124650062,1335293075706.491,1155548.8201311491,612276.1749219595,1287981219892.4219,1134892.6028009972,612276.083604668,1287981908459.772,1134892.9061632962
553412.5733340351,1087561542425.1763,1042862.1876476184,500961.29998408386,623720327736.7427,789759.6645415254,500961.57206327026,623721362255.8843,789760.3194994569
671765.4880576849,1938406072742.008,1392266.5236017162,580526.0337640048,1286563542627.825,1134267.8443065486,580525.8466444882,1286564204996.2139,1134268.136287101
495154.31041921367,978717010713.8289,989301.2739877721,686565.1718967567,2311722002095.4917,1520434.8069205373,686565.8575391445,2311724507193.9175,1520435.6307301922
632663.4557579904,2140079124563.0818,1462900.9278017024,809301.0682745556,2016073755660.7678,1419885.1205857352,809301.6100789963,2016075501148.3738,1419885.7352436406
530633.6081635647,1042845566257.1617,1021198.1033360577,593321.2167535609,1006407604383.2106,1003198.6863942808,593321.6194377367,1006409256710.0621,1003199.5099231569
389514.6956091177,360148716349.947,600123.9174953345,497912.90913084813,669859215736.6544,818449.2749930532,497913.00773160753,669860124691.7714,818449.8302839163
