target_accuracy,target_precision,target_recall,target_f1,source_accuracy,source_precision,source_recall,source_f1,trans_source_accuracy,trans_source_precision,trans_source_recall,trans_source_f1,transfer_score
0.8916666666666667,0.9051724137931034,0.875,0.8898305084745763,0.72,0.7558139534883721,0.65,0.6989247311827957,0.71,0.7333333333333333,0.66,0.6947368421052631,13.54306647763323
0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.64,0.6666666666666666,0.56,0.6086956521739131,0.685,0.6989247311827957,0.65,0.6735751295336787,12.145300607920973
0.9,0.9067796610169492,0.8916666666666667,0.8991596638655461,0.675,0.6923076923076923,0.63,0.6596858638743456,0.69,0.7159090909090909,0.63,0.6702127659574468,12.60378804981142
0.8958333333333334,0.9130434782608695,0.875,0.8936170212765957,0.715,0.7311827956989247,0.68,0.7046632124352332,0.655,0.6565656565656566,0.65,0.6532663316582915,13.971195553381229
0.925,0.9473684210526315,0.9,0.9230769230769231,0.67,0.7023809523809523,0.59,0.6413043478260868,0.62,0.6395348837209303,0.55,0.5913978494623656,11.34891321165776
0.875,0.8879310344827587,0.8583333333333333,0.8728813559322035,0.715,0.7792207792207793,0.6,0.6779661016949153,0.665,0.6701030927835051,0.65,0.6598984771573604,12.710699730082617
0.8666666666666667,0.8793103448275862,0.85,0.864406779661017,0.765,0.8045977011494253,0.7,0.7486631016042781,0.7,0.7040816326530612,0.69,0.6969696969696969,10.278778614593188
0.8833333333333333,0.9035087719298246,0.8583333333333333,0.8803418803418803,0.655,0.6781609195402298,0.59,0.6310160427807486,0.71,0.7333333333333333,0.66,0.6947368421052631,11.620180369167931
0.8916666666666667,0.9051724137931034,0.875,0.8898305084745763,0.75,0.8125,0.65,0.7222222222222223,0.715,0.7311827956989247,0.68,0.7046632124352332,13.30766614871408
0.8916666666666667,0.8983050847457628,0.8833333333333333,0.8907563025210085,0.635,0.651685393258427,0.58,0.6137566137566138,0.635,0.6391752577319587,0.62,0.6294416243654821,11.298134419320807
0.8708333333333333,0.908256880733945,0.825,0.8646288209606987,0.61,0.6222222222222222,0.56,0.5894736842105264,0.645,0.6629213483146067,0.59,0.6243386243386243,11.816351796188655
0.9333333333333333,0.940677966101695,0.925,0.9327731092436976,0.79,0.8452380952380952,0.71,0.7717391304347825,0.725,0.7272727272727273,0.72,0.7236180904522613,14.355007056024357
0.8666666666666667,0.9,0.825,0.8608695652173912,0.7,0.7380952380952381,0.62,0.6739130434782609,0.75,0.7659574468085106,0.72,0.7422680412371133,13.346917282289732
0.8875,0.9043478260869565,0.8666666666666667,0.8851063829787233,0.76,0.8023255813953488,0.69,0.7419354838709676,0.705,0.7204301075268817,0.67,0.6943005181347149,12.416657249038591
0.8958333333333334,0.8991596638655462,0.8916666666666667,0.895397489539749,0.69,0.7261904761904762,0.61,0.6630434782608696,0.72,0.7340425531914894,0.69,0.711340206185567,12.74400195866104
0.8625,0.865546218487395,0.8583333333333333,0.8619246861924686,0.7,0.7439024390243902,0.61,0.6703296703296703,0.675,0.6842105263157895,0.65,0.6666666666666667,13.442409902059419
0.8666666666666667,0.8859649122807017,0.8416666666666667,0.8632478632478633,0.755,0.7865168539325843,0.7,0.7407407407407408,0.765,0.7912087912087912,0.72,0.7539267015706805,11.049896719822438
0.9333333333333333,0.9642857142857143,0.9,0.9310344827586207,0.765,0.7676767676767676,0.76,0.763819095477387,0.7,0.7127659574468085,0.67,0.6907216494845361,12.55998701850575
0.875,0.9245283018867925,0.8166666666666667,0.8672566371681416,0.675,0.6966292134831461,0.62,0.656084656084656,0.705,0.7252747252747253,0.66,0.6910994764397906,9.747313805501921
0.8833333333333333,0.9181818181818182,0.8416666666666667,0.8782608695652174,0.675,0.6804123711340206,0.66,0.6700507614213199,0.705,0.711340206185567,0.69,0.700507614213198,9.916329607346208
0.8958333333333334,0.905982905982906,0.8833333333333333,0.8945147679324895,0.765,0.797752808988764,0.71,0.7513227513227513,0.74,0.7608695652173914,0.7,0.7291666666666667,11.288462734404037
0.9041666666666667,0.9369369369369369,0.8666666666666667,0.9004329004329005,0.77,0.813953488372093,0.7,0.7526881720430109,0.76,0.7708333333333334,0.74,0.7551020408163266,12.484198064540784
0.875,0.9017857142857143,0.8416666666666667,0.8706896551724138,0.72,0.7340425531914894,0.69,0.711340206185567,0.675,0.6804123711340206,0.66,0.6700507614213199,14.842235892120874
0.9,0.9137931034482759,0.8833333333333333,0.8983050847457628,0.76,0.8095238095238095,0.68,0.7391304347826089,0.775,0.7956989247311828,0.74,0.7668393782383419,13.16480213752032
0.8958333333333334,0.905982905982906,0.8833333333333333,0.8945147679324895,0.665,0.7142857142857143,0.55,0.6214689265536724,0.705,0.711340206185567,0.69,0.700507614213198,11.830096870526473
0.9,0.9528301886792453,0.8416666666666667,0.8938053097345132,0.695,0.7052631578947368,0.67,0.6871794871794872,0.715,0.7311827956989247,0.68,0.7046632124352332,11.295350657007765
0.9,0.9137931034482759,0.8833333333333333,0.8983050847457628,0.705,0.7157894736842105,0.68,0.6974358974358974,0.725,0.7319587628865979,0.71,0.7208121827411167,12.110405664434099
0.9083333333333333,0.9083333333333333,0.9083333333333333,0.9083333333333333,0.755,0.7802197802197802,0.71,0.743455497382199,0.72,0.7391304347826086,0.68,0.7083333333333334,13.956255081176312
0.8833333333333333,0.9035087719298246,0.8583333333333333,0.8803418803418803,0.675,0.6923076923076923,0.63,0.6596858638743456,0.715,0.7415730337078652,0.66,0.6984126984126984,14.350259348123782
0.8833333333333333,0.9259259259259259,0.8333333333333334,0.8771929824561403,0.69,0.7159090909090909,0.63,0.6702127659574468,0.655,0.6781609195402298,0.59,0.6310160427807486,12.048050112235243
0.8833333333333333,0.9035087719298246,0.8583333333333333,0.8803418803418803,0.645,0.6629213483146067,0.59,0.6243386243386243,0.67,0.6808510638297872,0.64,0.6597938144329897,13.13302343794075
0.9083333333333333,0.9375,0.875,0.9051724137931034,0.705,0.7252747252747253,0.66,0.6910994764397906,0.725,0.7368421052631579,0.7,0.717948717948718,13.966287342356102
0.8791666666666667,0.9099099099099099,0.8416666666666667,0.8744588744588745,0.685,0.7176470588235294,0.61,0.6594594594594595,0.73,0.75,0.69,0.71875,12.367215764667192
0.8708333333333333,0.8938053097345132,0.8416666666666667,0.8669527896995708,0.68,0.6956521739130435,0.64,0.6666666666666666,0.72,0.7340425531914894,0.69,0.711340206185567,10.952382157071543
0.9041666666666667,0.9008264462809917,0.9083333333333333,0.904564315352697,0.72,0.7619047619047619,0.64,0.6956521739130435,0.7,0.7083333333333334,0.68,0.6938775510204083,9.795728817638395
0.9333333333333333,0.956140350877193,0.9083333333333333,0.9316239316239316,0.695,0.7241379310344828,0.63,0.6737967914438503,0.69,0.7021276595744681,0.66,0.6804123711340208,12.427662429603494
0.875,0.8879310344827587,0.8583333333333333,0.8728813559322035,0.795,0.8390804597701149,0.73,0.7807486631016043,0.74,0.7608695652173914,0.7,0.7291666666666667,12.224754504442245
0.8833333333333333,0.9035087719298246,0.8583333333333333,0.8803418803418803,0.765,0.8271604938271605,0.67,0.7403314917127072,0.735,0.7526881720430108,0.7,0.7253886010362695,8.805305160885897
0.9166666666666666,0.9464285714285714,0.8833333333333333,0.9137931034482758,0.725,0.7528089887640449,0.67,0.708994708994709,0.695,0.7096774193548387,0.66,0.683937823834197,13.628906049150402
0.8875,0.918918918918919,0.85,0.8831168831168831,0.715,0.7415730337078652,0.66,0.6984126984126984,0.7,0.7127659574468085,0.67,0.6907216494845361,12.146420205182652
0.9,0.9285714285714286,0.8666666666666667,0.896551724137931,0.68,0.6956521739130435,0.64,0.6666666666666666,0.655,0.6565656565656566,0.65,0.6532663316582915,12.853421236801799
0.8833333333333333,0.896551724137931,0.8666666666666667,0.8813559322033899,0.7,0.7380952380952381,0.62,0.6739130434782609,0.735,0.7422680412371134,0.72,0.7309644670050761,9.558627897272315
0.8875,0.911504424778761,0.8583333333333333,0.8841201716738197,0.645,0.6629213483146067,0.59,0.6243386243386243,0.68,0.6956521739130435,0.64,0.6666666666666666,10.029660516916888
0.8916666666666667,0.9051724137931034,0.875,0.8898305084745763,0.66,0.6777777777777778,0.61,0.6421052631578946,0.7,0.7040816326530612,0.69,0.6969696969696969,12.438558414170265
0.8833333333333333,0.9035087719298246,0.8583333333333333,0.8803418803418803,0.675,0.7160493827160493,0.58,0.6408839779005524,0.705,0.7204301075268817,0.67,0.6943005181347149,12.144575933130863
0.9208333333333333,0.9469026548672567,0.8916666666666667,0.9184549356223176,0.685,0.7228915662650602,0.6,0.6557377049180328,0.68,0.7,0.63,0.663157894736842,13.254709777596279
0.8875,0.8907563025210085,0.8833333333333333,0.8870292887029289,0.635,0.651685393258427,0.58,0.6137566137566138,0.675,0.6804123711340206,0.66,0.6700507614213199,12.852569556574661
0.9375,0.9411764705882353,0.9333333333333333,0.9372384937238494,0.745,0.7692307692307693,0.7,0.7329842931937172,0.725,0.7368421052631579,0.7,0.717948717948718,12.010974763786457
0.8958333333333334,0.8991596638655462,0.8916666666666667,0.895397489539749,0.685,0.7402597402597403,0.57,0.6440677966101694,0.705,0.7204301075268817,0.67,0.6943005181347149,14.205652281350424
0.9,0.9137931034482759,0.8833333333333333,0.8983050847457628,0.725,0.7528089887640449,0.67,0.708994708994709,0.725,0.7368421052631579,0.7,0.717948717948718,9.120555391784247
0.8958333333333334,0.905982905982906,0.8833333333333333,0.8945147679324895,0.7,0.7222222222222222,0.65,0.6842105263157895,0.735,0.7422680412371134,0.72,0.7309644670050761,9.426943457844155
0.9125,0.9541284403669725,0.8666666666666667,0.9082969432314412,0.665,0.6666666666666666,0.66,0.6633165829145728,0.715,0.7263157894736842,0.69,0.7076923076923077,14.573136616775521
0.9041666666666667,0.9145299145299145,0.8916666666666667,0.9029535864978904,0.77,0.8,0.72,0.7578947368421052,0.75,0.7717391304347826,0.71,0.7395833333333333,11.335912328156182
0.9083333333333333,0.9298245614035088,0.8833333333333333,0.905982905982906,0.74,0.7857142857142857,0.66,0.717391304347826,0.76,0.7954545454545454,0.7,0.7446808510638298,9.920778567739479
0.8791666666666667,0.9026548672566371,0.85,0.8755364806866952,0.64,0.6428571428571429,0.63,0.6363636363636364,0.59,0.5957446808510638,0.56,0.577319587628866,15.037442343172948
0.875,0.9017857142857143,0.8416666666666667,0.8706896551724138,0.71,0.723404255319149,0.68,0.7010309278350516,0.75,0.7717391304347826,0.71,0.7395833333333333,13.849586183432331
0.9041666666666667,0.9292035398230089,0.875,0.9012875536480688,0.77,0.8068181818181818,0.71,0.7553191489361702,0.73,0.7674418604651163,0.66,0.7096774193548386,7.538902711183264
0.8875,0.9043478260869565,0.8666666666666667,0.8851063829787233,0.715,0.7471264367816092,0.65,0.6951871657754011,0.67,0.673469387755102,0.66,0.6666666666666666,11.042327062800736
0.9041666666666667,0.9292035398230089,0.875,0.9012875536480688,0.68,0.7,0.63,0.663157894736842,0.7,0.7127659574468085,0.67,0.6907216494845361,10.359947190107283
0.8666666666666667,0.9,0.825,0.8608695652173912,0.72,0.7444444444444445,0.67,0.7052631578947369,0.745,0.7752808988764045,0.69,0.7301587301587302,12.323249501899062
