source_accuracy,source_precision,source_recall,source_f1,target_accuracy,target_precision,target_recall,target_f1,trans_target_accuracy,trans_target_precision,trans_target_recall,trans_target_f1,transfer_score,w_dist
0.74,0.74,0.74,0.74,0.5166666666666667,0.5181818181818182,0.475,0.49565217391304345,0.5125,0.5132743362831859,0.48333333333333334,0.49785407725321895,128.33104942024733,7.21568698350869e-09
0.78,0.8111111111111111,0.73,0.768421052631579,0.5,0.5,0.4666666666666667,0.4827586206896552,0.5416666666666666,0.55,0.4583333333333333,0.5,125.08834112170058,9.957359442032058e-09
0.785,0.7766990291262136,0.8,0.788177339901478,0.42916666666666664,0.42201834862385323,0.38333333333333336,0.4017467248908297,0.4875,0.48760330578512395,0.49166666666666664,0.4896265560165975,147.22457145720972,9.436668339999672e-09
0.74,0.7448979591836735,0.73,0.7373737373737373,0.5416666666666666,0.5510204081632653,0.45,0.4954128440366973,0.5041666666666667,0.5042735042735043,0.49166666666666664,0.4978902953586497,126.77082660996871,9.59953722673402e-09
0.715,0.7263157894736842,0.69,0.7076923076923077,0.525,0.5288461538461539,0.4583333333333333,0.49107142857142855,0.5416666666666666,0.5454545454545454,0.5,0.5217391304347826,119.78639491161496,6.614455436460536e-09
0.785,0.8,0.76,0.7794871794871796,0.6083333333333333,0.6048387096774194,0.625,0.6147540983606558,0.5791666666666667,0.584070796460177,0.55,0.5665236051502146,102.66412569051471,8.339910721827837e-09
0.78,0.8043478260869565,0.74,0.7708333333333333,0.4875,0.48598130841121495,0.43333333333333335,0.4581497797356828,0.5666666666666667,0.5714285714285714,0.5333333333333333,0.5517241379310344,122.31431071860408,8.087606618339601e-09
0.8,0.8125,0.78,0.7959183673469388,0.5375,0.5454545454545454,0.45,0.4931506849315069,0.5916666666666667,0.6,0.55,0.5739130434782609,121.92781907012375,8.865690020463504e-09
0.765,0.7849462365591398,0.73,0.7564766839378239,0.4625,0.45454545454545453,0.375,0.410958904109589,0.475,0.47413793103448276,0.4583333333333333,0.4661016949152542,142.40853199295776,9.556783542659019e-09
0.755,0.7575757575757576,0.75,0.7537688442211055,0.5083333333333333,0.5080645161290323,0.525,0.5163934426229507,0.5333333333333333,0.5363636363636364,0.49166666666666664,0.5130434782608696,104.67334471524347,8.979213089034913e-09
0.765,0.797752808988764,0.71,0.7513227513227513,0.5458333333333333,0.5470085470085471,0.5333333333333333,0.540084388185654,0.5208333333333334,0.5233644859813084,0.4666666666666667,0.4933920704845815,114.93772766127239,7.607064523831602e-09
0.82,0.8555555555555555,0.77,0.8105263157894737,0.5291666666666667,0.5321100917431193,0.48333333333333334,0.5065502183406114,0.5375,0.5420560747663551,0.48333333333333334,0.5110132158590309,116.75793527439944,9.166948697678968e-09
0.77,0.78125,0.75,0.7653061224489796,0.5583333333333333,0.5686274509803921,0.48333333333333334,0.5225225225225224,0.5916666666666667,0.6037735849056604,0.5333333333333333,0.5663716814159292,137.67286289729412,7.521807260085307e-09
0.785,0.7878787878787878,0.78,0.7839195979899497,0.5666666666666667,0.5677966101694916,0.5583333333333333,0.5630252100840337,0.5958333333333333,0.6,0.575,0.5872340425531916,116.2728005304955,6.898811772044675e-09
0.805,0.801980198019802,0.81,0.8059701492537314,0.5208333333333334,0.5217391304347826,0.5,0.5106382978723404,0.5875,0.591304347826087,0.5666666666666667,0.5787234042553192,120.06332889200587,7.698586063118096e-09
0.74,0.7352941176470589,0.75,0.7425742574257426,0.5875,0.5929203539823009,0.5583333333333333,0.5751072961373391,0.6083333333333333,0.6048387096774194,0.625,0.6147540983606558,99.63021200940179,5.827515526277585e-07
0.775,0.7835051546391752,0.76,0.7715736040609137,0.5333333333333333,0.532258064516129,0.55,0.540983606557377,0.5291666666666667,0.5304347826086957,0.5083333333333333,0.5191489361702127,125.2288922933241,6.605422003093698e-09
0.78,0.7916666666666666,0.76,0.7755102040816326,0.5625,0.5652173913043478,0.5416666666666666,0.5531914893617021,0.5375,0.5420560747663551,0.48333333333333334,0.5110132158590309,113.0190541861277,8.951086921012229e-09
0.785,0.7766990291262136,0.8,0.788177339901478,0.5375,0.536,0.5583333333333333,0.5469387755102041,0.5083333333333333,0.5079365079365079,0.5333333333333333,0.5203252032520326,135.81625172110665,8.47732008920295e-09
0.8,0.8061224489795918,0.79,0.7979797979797979,0.5708333333333333,0.5752212389380531,0.5416666666666666,0.5579399141630901,0.5375,0.5412844036697247,0.49166666666666664,0.5152838427947598,126.40942865844228,7.721718181604265e-09
0.715,0.7311827956989247,0.68,0.7046632124352332,0.4791666666666667,0.4778761061946903,0.45,0.46351931330472107,0.4791666666666667,0.4766355140186916,0.425,0.44933920704845814,145.48216270339674,7.0552399439791315e-09
0.735,0.7422680412371134,0.72,0.7309644670050761,0.45,0.45384615384615384,0.49166666666666664,0.472,0.49583333333333335,0.49572649572649574,0.48333333333333334,0.4894514767932489,133.9215526831473,8.179675202587014e-09
0.815,0.8315789473684211,0.79,0.8102564102564104,0.5125,0.5128205128205128,0.5,0.5063291139240506,0.475,0.47413793103448276,0.4583333333333333,0.4661016949152542,126.09080027573815,8.855354350708234e-09
0.77,0.77,0.77,0.7699999999999999,0.4791666666666667,0.47126436781609193,0.3416666666666667,0.39613526570048313,0.575,0.5803571428571429,0.5416666666666666,0.560344827586207,133.89152125149954,8.73882732210745e-09
0.825,0.8155339805825242,0.84,0.8275862068965517,0.55,0.5638297872340425,0.44166666666666665,0.4953271028037383,0.48333333333333334,0.484375,0.5166666666666667,0.5000000000000001,125.55346721728446,8.277985835272322e-09
0.77,0.7647058823529411,0.78,0.7722772277227723,0.5583333333333333,0.5636363636363636,0.5166666666666667,0.5391304347826087,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,113.16269345995201,8.376136783908148e-09
0.75,0.7717391304347826,0.71,0.7395833333333333,0.575,0.5882352941176471,0.5,0.5405405405405405,0.5916666666666667,0.5982142857142857,0.5583333333333333,0.5775862068965517,100.6153433672198,8.045160083847039e-09
0.83,0.8173076923076923,0.85,0.8333333333333334,0.6041666666666666,0.6126126126126126,0.5666666666666667,0.5887445887445887,0.5375,0.5384615384615384,0.525,0.5316455696202531,105.82167269015851,7.0328935389510805e-09
