target_accuracy,target_precision,target_recall,target_f1,source_accuracy,source_precision,source_recall,source_f1,trans_source_accuracy,trans_source_precision,trans_source_recall,trans_source_f1,transfer_score,w_dist
0.8,0.8103448275862069,0.7833333333333333,0.7966101694915254,0.565,0.5714285714285714,0.52,0.5445026178010471,0.57,0.5760869565217391,0.53,0.5520833333333334,118.55324279092692,9.76067548496614e-09
0.8416666666666667,0.8596491228070176,0.8166666666666667,0.8376068376068376,0.52,0.5217391304347826,0.48,0.4999999999999999,0.6,0.5980392156862745,0.61,0.6039603960396039,144.75599146354983,7.412872273859035e-09
0.8333333333333334,0.8773584905660378,0.775,0.8230088495575221,0.605,0.6082474226804123,0.59,0.5989847715736041,0.595,0.6,0.57,0.5846153846153846,137.14456300681877,8.22914487474513e-09
0.8541666666666666,0.8899082568807339,0.8083333333333333,0.8471615720524018,0.56,0.5652173913043478,0.52,0.5416666666666667,0.59,0.5957446808510638,0.56,0.577319587628866,142.807288384713,8.39456507735568e-09
0.7958333333333333,0.8198198198198198,0.7583333333333333,0.7878787878787877,0.585,0.5913978494623656,0.55,0.5699481865284974,0.625,0.6373626373626373,0.58,0.6073298429319371,129.92951404230465,8.296063837633557e-09
0.8666666666666667,0.9,0.825,0.8608695652173912,0.65,0.6744186046511628,0.58,0.6236559139784946,0.6,0.6041666666666666,0.58,0.5918367346938774,129.4669565036635,1.989810095124157e-08
0.8166666666666667,0.8275862068965517,0.8,0.8135593220338982,0.615,0.6185567010309279,0.6,0.6091370558375634,0.645,0.6526315789473685,0.62,0.635897435897436,124.49069216476217,0.0008335983857451066
0.8416666666666667,0.847457627118644,0.8333333333333334,0.8403361344537815,0.615,0.632183908045977,0.55,0.5882352941176471,0.645,0.6559139784946236,0.61,0.6321243523316062,122.02159048006897,0.00022779921547103668
0.8291666666666667,0.8558558558558559,0.7916666666666666,0.8225108225108225,0.64,0.64,0.64,0.64,0.68,0.68,0.68,0.68,99.28953227686068,9.343852996522326e-09
0.8291666666666667,0.8434782608695652,0.8083333333333333,0.8255319148936171,0.56,0.5625,0.54,0.5510204081632654,0.58,0.5833333333333334,0.56,0.5714285714285714,143.2855349447106,9.667196623039605e-09
0.7958333333333333,0.7933884297520661,0.8,0.7966804979253113,0.67,0.6847826086956522,0.63,0.6562500000000001,0.65,0.6530612244897959,0.64,0.6464646464646464,114.80511649747221,1.7470199370505672e-06
0.7916666666666666,0.8240740740740741,0.7416666666666667,0.780701754385965,0.59,0.6071428571428571,0.51,0.5543478260869565,0.61,0.6145833333333334,0.59,0.6020408163265306,139.97763865559256,9.368940831778491e-09
0.8,0.8103448275862069,0.7833333333333333,0.7966101694915254,0.625,0.6288659793814433,0.61,0.6192893401015229,0.57,0.574468085106383,0.54,0.5567010309278351,119.79436411701522,9.926753292553863e-09
0.8416666666666667,0.8660714285714286,0.8083333333333333,0.8362068965517241,0.59,0.5918367346938775,0.58,0.5858585858585857,0.615,0.6185567010309279,0.6,0.6091370558375634,130.3561815172585,8.974237122971637e-09
0.875,0.8813559322033898,0.8666666666666667,0.8739495798319329,0.645,0.6705882352941176,0.57,0.6162162162162161,0.68,0.68,0.68,0.68,102.40456731737642,8.353937794276537e-09
0.8125,0.8260869565217391,0.7916666666666666,0.8085106382978724,0.565,0.5656565656565656,0.56,0.5628140703517588,0.635,0.6451612903225806,0.6,0.6217616580310881,137.74524262737262,9.78722994080124e-09
0.8458333333333333,0.8672566371681416,0.8166666666666667,0.8412017167381974,0.58,0.5851063829787234,0.55,0.5670103092783506,0.575,0.5742574257425742,0.58,0.5771144278606964,139.37157984320345,9.211895264945012e-09
0.7958333333333333,0.8198198198198198,0.7583333333333333,0.7878787878787877,0.54,0.5425531914893617,0.51,0.5257731958762887,0.6,0.6020408163265306,0.59,0.5959595959595959,129.22485306801724,9.716439569900367e-09
0.85,0.868421052631579,0.825,0.8461538461538461,0.62,0.6276595744680851,0.59,0.6082474226804124,0.655,0.6631578947368421,0.63,0.6461538461538461,120.88858308830415,8.67145977416923e-09
0.8416666666666667,0.8660714285714286,0.8083333333333333,0.8362068965517241,0.615,0.6236559139784946,0.58,0.6010362694300518,0.55,0.5531914893617021,0.52,0.536082474226804,122.09263094671832,8.162409962711928e-09
0.825,0.8545454545454545,0.7833333333333333,0.817391304347826,0.54,0.5425531914893617,0.51,0.5257731958762887,0.595,0.5979381443298969,0.58,0.5888324873096447,146.55895400785442,8.636842896188278e-09
0.8208333333333333,0.8468468468468469,0.7833333333333333,0.8138528138528137,0.55,0.5568181818181818,0.49,0.5212765957446808,0.6,0.6086956521739131,0.56,0.5833333333333334,136.10841965434994,4.3979180132008636e-06
0.8583333333333333,0.8839285714285714,0.825,0.8534482758620688,0.56,0.56,0.56,0.56,0.525,0.5287356321839081,0.46,0.49197860962566853,127.82271564113744,9.665839065451571e-09
