target_accuracy,target_f1,source_accuracy,source_f1,trans_source_accuracy,trans_source_f1
0.9291666666666667,0.9288702928870293,0.635,0.6368159203980099,0.645,0.6536585365853659
0.9166666666666666,0.9152542372881356,0.755,0.7407407407407408,0.72,0.7171717171717172
0.9208333333333333,0.9184549356223176,0.72,0.7083333333333334,0.76,0.7623762376237624
0.8958333333333334,0.8962655601659751,0.69,0.6804123711340208,0.685,0.6834170854271356
0.9375,0.9367088607594937,0.645,0.6321243523316062,0.63,0.6262626262626263
0.925,0.9237288135593221,0.765,0.7614213197969544,0.695,0.6903553299492386
0.9083333333333333,0.9051724137931034,0.735,0.7282051282051281,0.67,0.67
0.8916666666666667,0.8888888888888888,0.715,0.6984126984126984,0.705,0.7064676616915423
0.9416666666666667,0.9416666666666667,0.68,0.673469387755102,0.63,0.6262626262626263
0.925,0.9237288135593221,0.615,0.574585635359116,0.59,0.5858585858585857
0.9166666666666666,0.9152542372881356,0.66,0.6633663366336634,0.665,0.6564102564102564
0.9208333333333333,0.9191489361702128,0.615,0.6169154228855721,0.64,0.6363636363636364
0.9291666666666667,0.9282700421940928,0.615,0.5837837837837837,0.58,0.58
0.9458333333333333,0.9446808510638298,0.665,0.6564102564102564,0.68,0.6701030927835052
0.9208333333333333,0.919831223628692,0.72,0.7171717171717172,0.68,0.6831683168316831
0.9208333333333333,0.919831223628692,0.59,0.5858585858585857,0.635,0.6368159203980099
0.9583333333333334,0.9576271186440678,0.695,0.6871794871794872,0.705,0.6974358974358974
0.8791666666666667,0.8776371308016878,0.68,0.6767676767676768,0.685,0.6802030456852791
0.9208333333333333,0.9211618257261411,0.635,0.6256410256410256,0.645,0.6502463054187193
0.8875,0.8851063829787233,0.695,0.6737967914438503,0.71,0.7100000000000001
0.8666666666666667,0.8632478632478633,0.7,0.6739130434782609,0.66,0.6633663366336634
0.9416666666666667,0.9411764705882353,0.685,0.6834170854271356,0.675,0.6798029556650246
0.9333333333333333,0.9322033898305084,0.685,0.6701570680628273,0.69,0.6836734693877551
0.9083333333333333,0.9067796610169492,0.645,0.635897435897436,0.64,0.64
0.9208333333333333,0.9211618257261411,0.69,0.6702127659574468,0.675,0.6733668341708543
0.925,0.9230769230769231,0.64,0.6435643564356436,0.67,0.6732673267326733
0.9125,0.9113924050632911,0.66,0.6633663366336634,0.685,0.6896551724137931
0.9375,0.9361702127659574,0.585,0.5911330049261084,0.645,0.6395939086294417
0.9375,0.9356223175965666,0.615,0.5925925925925927,0.665,0.6564102564102564
0.9125,0.9090909090909091,0.73,0.7216494845360825,0.69,0.6836734693877551
0.9166666666666666,0.9145299145299146,0.62,0.6161616161616161,0.585,0.5829145728643216
0.9208333333333333,0.919831223628692,0.64,0.6288659793814433,0.615,0.6130653266331657
0.9125,0.9106382978723404,0.685,0.6735751295336787,0.65,0.6428571428571429
0.9208333333333333,0.9191489361702128,0.705,0.6943005181347149,0.715,0.7106598984771574
0.9375,0.9361702127659574,0.67,0.6632653061224489,0.63,0.6372549019607844
