source_accuracy,source_precision,source_recall,source_f1,target_accuracy,target_precision,target_recall,target_f1,trans_target_accuracy,trans_target_precision,trans_target_recall,trans_target_f1,transfer_score,w_dist
0.985,0.9801980198019802,0.99,0.9850746268656716,0.925,0.9047619047619048,0.95,0.9268292682926829,0.8875,0.8780487804878049,0.9,0.888888888888889,33.92187539225967,9.633200938996365e-09
0.95,0.95,0.95,0.9500000000000001,0.0875,0.0975609756097561,0.1,0.09876543209876544,0.11666666666666667,0.12903225806451613,0.13333333333333333,0.13114754098360656,379.5991054842591,7.678802914478687e-09
0.98,0.98,0.98,0.98,0.925,0.9047619047619048,0.95,0.9268292682926829,0.9041666666666667,0.907563025210084,0.9,0.9037656903765691,29.004993343412146,9.80020293606308e-09
0.945,0.9320388349514563,0.96,0.9458128078817734,0.10416666666666667,0.10743801652892562,0.10833333333333334,0.1078838174273859,0.23333333333333334,0.24603174603174602,0.25833333333333336,0.2520325203252033,384.5337600826248,7.961406801061708e-09
0.98,0.98,0.98,0.98,0.9416666666666667,0.9344262295081968,0.95,0.9421487603305784,0.9291666666666667,0.9256198347107438,0.9333333333333333,0.9294605809128631,27.22844318560923,8.512416292852439e-09
0.96,0.96,0.96,0.96,0.9125,0.8837209302325582,0.95,0.9156626506024096,0.8541666666666666,0.8632478632478633,0.8416666666666667,0.8523206751054853,49.68633908493512,9.181802060238421e-09
0.965,0.9428571428571428,0.99,0.9658536585365853,0.07083333333333333,0.04424778761061947,0.041666666666666664,0.04291845493562232,0.16666666666666666,0.1774193548387097,0.18333333333333332,0.18032786885245902,391.9165666119985,9.248245062004251e-09
0.98,0.9705882352941176,0.99,0.9801980198019802,0.13333333333333333,0.1206896551724138,0.11666666666666667,0.11864406779661019,0.22916666666666666,0.23577235772357724,0.24166666666666667,0.23868312757201648,373.9987440055363,7.527069681237973e-09
0.97,0.9519230769230769,0.99,0.9705882352941176,0.9375,0.9565217391304348,0.9166666666666666,0.9361702127659574,0.925,0.9112903225806451,0.9416666666666667,0.9262295081967212,30.16120205051856,8.106368809720095e-08
0.985,1.0,0.97,0.9847715736040609,0.9166666666666666,0.9032258064516129,0.9333333333333333,0.9180327868852459,0.9083333333333333,0.8951612903225806,0.925,0.9098360655737704,35.372293780913964,9.80091746250361e-09
0.965,0.9514563106796117,0.98,0.9655172413793104,0.075,0.08196721311475409,0.08333333333333333,0.08264462809917354,0.17916666666666667,0.192,0.2,0.1959183673469388,388.164913105423,6.773575523430059e-09
0.96,0.9423076923076923,0.98,0.9607843137254902,0.9458333333333333,0.9349593495934959,0.9583333333333334,0.9465020576131687,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,33.656079545314974,9.852327139352983e-09
0.96,0.96,0.96,0.96,0.9416666666666667,0.9416666666666667,0.9416666666666667,0.9416666666666667,0.9,0.8870967741935484,0.9166666666666666,0.9016393442622951,25.097805203971312,8.401006162656515e-09
0.98,0.9705882352941176,0.99,0.9801980198019802,0.9,0.9067796610169492,0.8916666666666667,0.8991596638655461,0.8958333333333334,0.8925619834710744,0.9,0.8962655601659751,44.947591512570725,8.761027926877564e-09
0.955,0.9252336448598131,0.99,0.9565217391304348,0.10833333333333334,0.08771929824561403,0.08333333333333333,0.08547008547008547,0.31666666666666665,0.319672131147541,0.325,0.3223140495867769,371.3402459041794,5.164125416060737e-09
0.96,0.9509803921568627,0.97,0.9603960396039604,0.9208333333333333,0.8976377952755905,0.95,0.923076923076923,0.9166666666666666,0.8968253968253969,0.9416666666666667,0.9186991869918699,41.9485105896501,8.362104428463377e-09
0.96,0.96,0.96,0.96,0.05416666666666667,0.042735042735042736,0.041666666666666664,0.04219409282700422,0.22083333333333333,0.20869565217391303,0.2,0.2042553191489362,391.75943004596786,7.624096577105393e-09
0.97,0.9607843137254902,0.98,0.9702970297029702,0.07083333333333333,0.08130081300813008,0.08333333333333333,0.0823045267489712,0.17083333333333334,0.1889763779527559,0.2,0.19433198380566802,380.7059201055108,9.710740434546525e-09
0.96,0.9509803921568627,0.97,0.9603960396039604,0.9583333333333334,0.9365079365079365,0.9833333333333333,0.9593495934959351,0.9458333333333333,0.9349593495934959,0.9583333333333334,0.9465020576131687,25.536470143260363,8.23950191814362e-09
0.98,0.98,0.98,0.98,0.1125,0.11570247933884298,0.11666666666666667,0.11618257261410789,0.1625,0.15966386554621848,0.15833333333333333,0.1589958158995816,375.02745679072115,8.44625071902962e-09
0.965,0.9603960396039604,0.97,0.9651741293532338,0.8916666666666667,0.8671875,0.925,0.8951612903225807,0.8708333333333333,0.856,0.8916666666666667,0.873469387755102,44.90600309799966,8.086817333582442e-09
0.96,0.96,0.96,0.96,0.12083333333333333,0.136,0.14166666666666666,0.13877551020408163,0.18333333333333332,0.1935483870967742,0.2,0.19672131147540983,375.13444624395186,9.572435838483401e-09
0.955,0.9595959595959596,0.95,0.9547738693467336,0.09583333333333334,0.09243697478991597,0.09166666666666666,0.09205020920502091,0.12916666666666668,0.11304347826086956,0.10833333333333334,0.11063829787234042,389.8758135001507,8.83871590968499e-09
0.975,0.9702970297029703,0.98,0.9751243781094527,0.09166666666666666,0.09166666666666666,0.09166666666666666,0.09166666666666666,0.2125,0.23255813953488372,0.25,0.24096385542168675,381.2148822489712,9.624779931021908e-09
0.96,0.9423076923076923,0.98,0.9607843137254902,0.8916666666666667,0.8790322580645161,0.9083333333333333,0.8934426229508197,0.8875,0.872,0.9083333333333333,0.889795918367347,38.20064345501336,8.70808723022705e-09
