target_mae,target_rmse,source_mae,source_rmse,trans_source_mae,trans_source_rmse
41826629.416827135,60266233.578926526,41920813.76484368,53372340.68307205,40613137.59792712,51292553.98074965
38444194.35328344,52841925.64515185,39233937.104733855,49113534.969607286,36665301.695815265,47240202.09033557
30221833.0958898,46349704.2510138,36323621.885617144,50751046.732425116,34202409.251614496,49084063.66108678
40771205.56703936,57190463.16419734,45856821.587251395,63944009.06888263,43429436.10721308,61749289.438582145
41685025.93419811,56642290.01333436,45254548.86452449,57962362.48961519,42870026.420687124,56824725.59907165
30832304.138942514,41166749.99413188,42988892.5549381,63322726.93014434,40691745.01552015,60810564.148447916
30004065.05913629,40597965.6514059,36721162.22757008,49828606.56591182,35991579.958421454,49971205.27504229
40083819.58370329,61345666.917681806,40938555.41117657,57598524.16705558,38083513.7194166,54424354.70082993
39596137.69169584,54745348.756192155,38476567.59452113,47251035.16494555,35938557.49244227,43672850.5189699
37849276.917847745,51199560.32626632,41679560.06140138,54427791.71444992,41788626.92868613,54285775.5225875
35829669.70037469,53505744.26528384,40003437.20073755,55581905.12768043,39743589.885368936,55133596.609379895
32832443.815928474,44134466.789109655,38127715.762832314,55957766.92955361,34835683.73805227,52237859.62008099
48344089.93146039,63542110.77964537,47868722.35466367,62176926.31680664,45558287.74897133,59625745.50886707
28489302.547730543,43461698.169818915,39065257.60922662,65835115.0111032,38365898.21136484,65275536.97690975
44251646.84880218,64317140.00009887,45812978.69267621,64721440.427537546,43540494.29163365,61997924.49053865
29766389.75893178,43885238.78968432,39472991.65982771,54586345.46519767,35619072.23380433,51048742.11994273
36635225.01497486,51995475.31758039,34650335.48567659,47308465.8125936,33689941.251697496,45894423.413088806
30441155.85366706,40334829.297197334,34359132.464163765,47786224.14468144,33165277.27492963,46621332.56587376
33002064.005240288,43816140.27300276,38756795.694643475,54395404.61481373,35744909.1054317,53599774.04182873
32956721.501258507,49853991.54115563,41617464.04711815,66711498.61103261,38201016.01505907,64047631.93250655
37023824.83261228,53123779.51165974,38237997.35722307,51691237.039833926,38090260.39197676,52109199.48388639
42002971.79734618,59782953.648307756,46697039.48873074,65278912.184387214,43334289.448329486,62879981.69402316
37514747.84309329,54354573.4785684,40331948.208903015,56034131.3922467,39180581.194325775,53535433.312945165
29268361.0508656,45491651.306520835,33163770.241571415,49274201.10238316,32908943.449537,48355854.17643335
36036658.33134572,53427118.75850545,42541809.523685955,59437626.33750441,40879613.319466665,57967081.56099201
44254839.6051508,61967916.06512279,52764093.46684909,70044717.08472693,47974305.94475304,66088086.583761826
39271706.10849425,50823025.52833,39330910.84731263,47794416.029942304,36511141.110649906,44534707.48978595
35569139.911281586,50540413.79291878,45998293.25710082,64212051.37755444,44463615.102414995,63950245.12758735
38271994.75357645,50802732.77922144,35323875.619182564,45993215.290114485,33048625.113580182,44067243.70781419
34070060.66177997,49292737.59288343,37407915.95611143,53889271.35624665,36325396.360424995,52541404.313935734
36606313.07124349,52907830.98279832,36608393.21955825,52906698.42915316,37243539.54092225,53733558.218539014
31322987.301141087,45399611.76168358,39541728.16856035,50620782.14443051,38558464.626374446,49379520.08734798
32926171.29747683,43242624.937168956,36648088.54169375,51726402.75938759,34905658.749555185,49021857.02899512
31268218.326331083,47573082.53484104,42335439.959277496,63820249.157181956,37249685.253119014,59100186.78459654
31026266.788592335,42084303.094751894,38283977.36310558,53360536.503583506,36308684.70416931,51798380.48686056
30023331.26233349,43680368.265341006,38612287.992742784,54915016.052651435,36047201.39914069,52260314.40750366
43058571.04262618,59034765.734484285,47819077.139935724,59980225.851825394,44528639.702347,58886564.236401886
35299951.89379933,49986409.0046805,46655843.91951068,70540635.74955663,43898122.75723233,66083525.031436205
29004102.70093004,41207725.29431489,36249539.47149128,53984369.25534164,36411137.43070104,54542209.043490246
34520612.22263409,46116755.454009615,37009246.35374647,48971479.72640379,35979452.71770461,47306609.785675466
30963069.44613116,44438155.70548761,42487876.59360578,54134538.699071676,39960163.274761304,53203852.20450979
27822703.72665887,41658611.44225226,37030874.61784718,53076775.61530644,36792728.65652339,52482811.452847265
34452684.96603314,49358946.868304096,41840886.00730866,58222402.68754279,38690992.04574874,56171006.53748583
38666251.0360479,52155254.66415162,50344057.71929008,69786799.46359399,46040659.29601612,66129112.721123554
29672545.611305133,43276483.46436182,34116913.101407364,45884897.180008724,31554365.48420764,43214948.509339385
34259662.70589683,47465374.231552064,40713630.3912162,53417893.786290556,37017693.11763536,51413272.058024175
35804882.65340977,50692366.00770102,36201035.358888984,46871407.59384647,34527589.05259134,45009272.09075179
26668974.801786616,39772745.452463135,37662788.34026675,59992162.5015898,35890849.88486888,59351072.21268844
42606594.08358069,62312880.02795938,44242676.55598422,59205481.05063371,43445987.667548425,59110399.32712841
39967346.22544462,55190130.853273466,43747518.81646177,63882420.33432081,43300251.93651076,62408755.77227361
40992804.8815894,57452503.789684735,37114284.607027024,47025546.811665334,34961065.20158468,42806085.28325583
32799221.416740306,47331226.335644506,38617683.926225364,60347011.403573714,38712350.25458351,59924886.828546785
44241943.67005153,62880264.32229619,38051722.60411522,46509065.876921274,35689849.48135476,43305840.80898252
40734879.32513224,60566916.563693754,43212636.99437267,54386763.44332575,39661908.57090002,51391132.32086769
34805985.27231087,48064197.223969,39330016.907948144,58194578.01245149,37244757.22209669,54915846.903316684
39733944.53064429,54214193.73053771,37657410.4104404,47007389.98155792,36711359.37008612,46539568.09916465
26906247.508917507,39707512.949955784,35684645.81068944,51500291.46207229,31244941.172862478,47306314.85925345
27288457.180616386,38851906.02842366,36392251.04330007,50090852.346291296,34038424.24151127,47238715.81006168
34856311.686101586,51582191.905853964,43081074.2420251,56647461.72008594,40082726.18893957,54565081.82188086
40676826.10023287,61744020.469856106,43521122.80742544,61553865.42513374,41710181.524555,59888590.315084875
38421317.94692149,50266367.79521906,42065237.20542498,52175501.53799152,40649205.3366846,49320367.59837186
42243302.11533149,58337320.399080336,44821892.739536345,61049986.565187566,42020029.49702411,57002335.07611983
42443692.372889236,60504864.36721618,48146056.42103654,65185545.23478065,43160390.18749553,60583542.01691385
33615297.00098596,50820512.030854374,40657246.826533176,59988863.484311596,39737143.063409306,59373255.26831458
37166012.28760384,51021640.50761216,42017485.7859343,53093806.16726284,39822480.46517722,50032888.4717606
34125281.19856193,47919713.35672501,42790338.75196176,60497006.33695229,38826852.540841594,57730425.356478654
34408286.1767414,51765322.018958375,41886121.21806931,54416019.2676578,37191155.06366569,50670543.31627489
36184651.193781294,51168517.935329705,43450915.74457534,62186254.328080654,41449701.04326021,61799771.412367985
35621713.87063732,50912055.630640164,35146424.07741827,52674743.01213144,32363092.6375996,48015848.20696672
32087203.898893725,42563282.00775991,40509224.02725422,52283840.811044954,38730161.79764636,51981708.92009828
33332097.328707602,45665946.25639133,38110473.073970616,62665477.814025015,36434418.17400852,58929319.48357498
34044078.32826305,45833053.539003514,36429900.69213272,49378835.84718672,37083499.766288854,49990041.29409268
40825882.304542206,57653667.18522513,40331586.01530841,50371011.401023954,37055221.124108925,46204539.26134735
31759684.264749028,47383420.5705516,39526280.70179827,58788164.34794497,37956897.52705066,57805755.54761364
25402926.60324734,35765477.11018022,39989299.5447699,61823070.384231,38995244.94692646,60075259.57074686
32271620.4411116,51972030.8167015,40414537.604648635,55475239.81050063,39107590.88156663,55297705.089805506
35461934.01284972,48694309.24364262,39450348.5553686,50446955.552882046,37759884.25378135,48313740.744138926
36491929.51417556,53226866.96163637,38863771.71790551,51801094.1487881,38040713.202124484,51630879.05218503
37120778.04504714,47783486.99335161,37761175.093050085,49961002.589999154,35173674.93969846,46640859.69509423
30071633.62767732,38921188.78244817,38288844.41189062,53379231.43790864,35904999.75426146,50785830.744342975
27212932.31548462,38064575.10661449,38244925.91511576,55423392.85652065,35332016.85079242,53760605.31694775
29751932.647636194,42916065.09094723,33770796.27641967,46330804.80918987,31053478.051254954,44415759.00688561
42054276.26065619,58290768.548633814,38647956.22327746,53428519.30221122,38902499.972773224,51414623.22967563
28630191.43919569,39961649.69774387,41909921.79783451,64796252.07652164,38598983.6830886,62315998.73275697
37332888.61350942,54823848.25101331,39755140.31972308,52166402.525608435,38188443.73818972,52266097.09650329
28866421.081041113,39671788.5596186,39534531.29748926,61238317.927514605,35946835.74005773,58322859.792099364
29324617.217673793,48670915.41618426,42659987.761765406,59842469.042779796,39762936.76862345,58919169.3043618
35325114.167290606,50246598.722138725,33335424.631074943,46405266.06184507,33421314.3341857,48580862.843830176
