source_mae,source_rmse,target_mae,target_rmse,trans_target_mae,trans_target_rmse
563675.7192168529,975666.2518499327,582772.4997379263,933383.9076594943,594954.308662761,954851.8180158889
563680.2598080639,975627.34331185,582650.5052309918,933347.0048763328,594947.3631156465,954983.2783848731
563688.5682269805,975713.3929402014,582624.2749679184,933217.636824675,594936.4246632658,954794.6243309244
563684.9309946146,975672.1835967873,582703.4235814607,933329.8275382819,594962.0868987371,954908.3920337469
563677.9964296686,975681.2721835229,582732.434076518,933316.899050809,594930.9339889194,954853.0052147629
563685.5568728127,975674.7700969334,582731.9544386728,933343.3052462247,594917.0255786418,954843.4304836633
563656.1589137816,975667.9247333687,582731.2563671588,933328.6770029414,594935.9426327911,954883.464323358
563682.1189056613,975693.1711430867,582755.1667271768,933342.5639215679,595049.4569817411,954970.9966891839
563703.8743323715,975680.5098836885,582764.7792983277,933366.9497308222,595010.5029355414,954920.9846188194
563674.946057637,975675.2309863217,582738.4359078787,933353.8164423585,594995.4534247783,954887.7214789878
563728.3529116444,975717.6233374655,582749.867413651,933335.376274172,594992.1483355926,954888.5149799538
563685.01479233,975687.197082481,582737.9362262512,933339.3677068283,594983.1636045201,954886.8688816908
563684.842261871,975677.1725607761,582759.1102780753,933369.7377125247,594976.2966399007,954924.1274491685
563699.5766369418,975658.7077211654,582681.6867733944,933331.7295123421,594963.3142851256,954926.580925695
563674.6993172324,975669.4639730797,582762.0868539267,933372.1967958647,594965.0340132595,954891.9887154684
563698.3039458158,975666.7895674249,582720.7269366825,933349.6530181277,594933.4751246608,954886.3882825648
563677.6314959773,975714.5122539066,582726.131176008,933268.5148047291,594969.0916448586,954847.2079922367
563697.6012817915,975691.1323470401,582679.1601049454,933309.5822147237,594927.6551718073,954875.5943098316
563675.8506721002,975674.0078910491,582719.0627670356,933361.8855577095,595001.0618378271,954958.2790229517
563698.6426760731,975678.9607982136,582752.7764690052,933346.6568775353,594969.3779532763,954924.9333114977
563691.7385404222,975699.4814971385,582801.0685173303,933362.5980300058,595023.1113253726,954925.0187858911
563681.310150282,975688.4769285666,582691.3080522042,933313.3637928927,594923.8054273401,954837.7245498649
563663.159804336,975678.9770761109,582755.2772357851,933361.3411758837,595034.8949156668,954983.0843986723
563672.482300803,975646.2470121656,582714.3203217067,933294.278049702,594899.3719204753,954744.9829348759
563665.1234691928,975712.6302841341,582741.6776682745,933301.6392545345,594938.8752359241,954832.9772556443
563679.3758431792,975708.8816915454,582703.368391025,933296.9114694283,594917.1363088533,954790.8101289116
563684.7099158644,975693.0982313984,582772.006862473,933359.1768030924,594998.6588436216,954945.6867299444
563692.8090551465,975685.1787006264,582723.4125559538,933354.695228258,594975.9415919664,954899.3388028179
563687.8299561067,975673.1475432584,582765.3079073282,933400.1483002045,595027.480534887,954956.3749517144
563639.938753607,975667.4791889819,582710.9054307267,933295.6361585209,594979.3339746443,954872.397815121
563664.0940922286,975678.3516775268,582705.1354520038,933288.1913578775,594932.1388029426,954831.3790286107
563699.1468342528,975722.0854409966,582692.8769622842,933269.0607898071,594962.1064823879,954834.6709311173
563587.8228018838,975556.8200868871,582632.9717830302,933376.2361207635,594903.9409112729,954939.0077992795
563676.1297068491,975681.0594726125,582744.8313520405,933338.9021280742,594974.8935383197,954894.9529543044
563678.3612232927,975673.1167584459,582665.3461096064,933288.9796319993,594922.4896833156,954905.6198955047
563678.3628021582,975646.8463358373,582709.0070735291,933363.0271456956,594970.536151948,954941.7320120594
563684.2937494465,975668.482213221,582709.3075449422,933343.9346620722,594935.9109424934,954850.9390955184
563682.6732035839,975685.4155558712,582773.8046587856,933365.6090782002,594962.9159799813,954895.5224329341
563672.0716628458,975687.3062651786,582746.9369869289,933328.517716659,594945.109324455,954838.6897477341
563656.8764547025,975649.5114457591,582677.3834004512,933338.4269499355,594963.1203526681,954918.911502807
563669.3988613888,975740.2939768574,582746.4933739488,933265.7926784136,594971.9234681254,954799.4083850516
563653.6189519597,975681.6936259245,582723.9688632074,933322.826707541,594920.0767298852,954831.5653778436
563679.2137632349,975670.6568611774,582811.2388514199,933373.219197017,594994.4947782339,954899.2280531317
563706.6215578759,975685.438854368,582754.9736317017,933257.7299313808,594998.3913972679,954790.4826547669
563681.204273315,975688.456861213,582748.3313217885,933350.2179460316,594974.0824739261,954874.1136814645
563691.5157890241,975652.1467476166,582721.8348581926,933390.0863782748,594957.9529385088,954887.4417447237
563697.2165644234,975711.0684349544,582781.870290415,933349.8623508364,594996.8457992331,954880.607559727
563677.0540361792,975686.5508489142,582738.0527353267,933339.8133561364,594954.7290923415,954888.9489309122
563668.882073928,975687.3146196089,582745.1861978072,933349.1843320811,594984.9038548104,954880.5241614863
563661.4651581276,975661.3654403704,582822.5567456761,933436.3358407605,594992.8333397676,954951.4133348465
563680.0906193622,975705.6147712338,582768.1049240972,933350.3484136937,594973.0691923836,954875.9003586185
563662.9079232861,975674.9133305904,582711.4179969017,933342.0042877642,595005.8533821374,955010.7024443586
563672.4304008953,975658.765591944,582706.8844502383,933367.5147242375,594960.3173392147,954909.7308071711
563673.0968349238,975652.0677330822,582709.1091984215,933359.2090563659,594975.9707938641,954933.0473923464
563695.1788389176,975767.9635808037,582839.4823820461,933288.0197154104,595025.8257115704,954838.0534173951
563671.3384740596,975674.1124170452,582819.179956922,933397.0498709586,595013.4346574282,954929.7255855184
563678.3139570871,975657.9670368215,582708.9846412305,933381.7031405577,594976.1239946956,954977.1588996418
563676.6851603211,975710.4439219645,582779.4910060527,933342.9609309976,595025.4702794731,954926.3218825774
563675.5481190694,975666.1598231428,582696.1317194625,933371.4546081944,594923.2533022389,954890.260450602
563683.4431033976,975707.678679791,582754.6258101019,933323.3656036623,594972.918332219,954863.1385768134
563699.1013381957,975650.4451724592,582722.5137408806,933365.8744958104,594972.511052458,954940.3890161865
563711.0771536524,975679.0571680944,582714.8744393219,933331.3775657477,594944.8913637178,954844.8326884253
563639.5034026915,975692.654221811,582785.147247569,933303.8629249055,594975.9111938643,954817.0982080684
563718.5379688509,975696.2698245725,582735.0730855805,933320.9501445212,594972.9586706742,954863.1556880128
563662.7736730055,975694.4495195034,582752.4807336495,933299.8756469348,594959.3588655039,954865.2075954201
563696.2366136018,975706.8714340036,582778.670550288,933348.8933622519,595012.5490386339,954934.9602538521
563673.1683848879,975669.6641112608,582661.7111529,933277.3103204748,594983.6216953251,954884.1157566601
563650.9026929417,975672.65847657,582677.6513228514,933316.349435028,594933.0516122801,954925.441887649
563680.8308359442,975654.5511142815,582749.7922967144,933342.3183210954,594998.7945544727,954905.6807115728
563666.9690946019,975690.566305465,582753.0913495172,933318.6939811218,594927.5386954357,954821.5644341481
563662.7252766079,975653.5793099329,582702.157054016,933330.1511662019,594943.4575024729,954890.6877423445
563693.5926498013,975695.1481752101,582764.0989293876,933343.3520433204,594980.743065999,954940.5764655255
563695.6767144103,975717.306627149,582827.3300920249,933386.7624445693,595073.4592484134,955005.8754696554
563681.8507798549,975697.640655853,582714.1263963409,933314.3033273964,594966.147234065,954887.2219053269
563693.3152866267,975686.7798542458,582731.9586011966,933342.4464247009,594985.2265917718,954957.3232437577
563674.5645818483,975617.0234510277,582636.2863375169,933350.2448415945,594917.1603068783,954916.5110116678
563729.5096474136,975706.7148837226,582745.2225299358,933357.7027616479,594957.5169195314,954880.5115874532
563681.828570485,975673.4340849614,582747.2268447254,933378.3094303377,595009.4354564544,954982.1115260018
563683.3496442442,975710.1249770728,582732.1208120164,933297.871013671,594963.5836840399,954867.150819516
563692.1713797422,975675.782675784,582733.5541170626,933368.1701952025,594971.4020614865,954912.7489105744
563726.8793086533,975639.9124849676,582736.9761646881,933386.5479914973,594966.4239977741,954941.1947223888
563682.5457336775,975676.848688713,582609.1301267126,933205.2936588433,594969.7765350597,954797.0535532606
563715.8307880351,975726.3931380244,582810.6957576389,933364.075647236,595009.4204726295,954921.3401604091
563620.9121801134,975648.2392247872,582705.6671397614,933357.9170708619,594961.5213565185,954921.5455231132
563690.5155451994,975614.4701375201,582669.1011902661,933371.2967610013,594903.58622311,954880.9540592664
563712.0543505133,975753.6810759848,582783.1647582607,933333.2081079369,595076.4698862438,954963.4323198128
563718.8338663335,975698.6463670315,582747.2797968988,933327.7700181478,594922.2003197218,954817.4909443823
