source_accuracy,source_precision,source_recall,source_f1,target_accuracy,target_precision,target_recall,target_f1,trans_target_accuracy,trans_target_precision,trans_target_recall,trans_target_f1,transfer_score,w_dist
0.895,0.9157894736842105,0.87,0.8923076923076922,0.5458333333333333,0.5478260869565217,0.525,0.5361702127659574,0.55,0.55,0.55,0.55,152.47275601585648,9.59273613867827e-09
0.915,0.9278350515463918,0.9,0.9137055837563451,0.5291666666666667,0.5333333333333333,0.4666666666666667,0.49777777777777776,0.5791666666666667,0.5855855855855856,0.5416666666666666,0.5627705627705627,161.7367534454189,8.236024413914652e-09
0.915,0.9560439560439561,0.87,0.9109947643979057,0.49583333333333335,0.4954954954954955,0.4583333333333333,0.47619047619047616,0.4625,0.46017699115044247,0.43333333333333335,0.4463519313304721,174.2753892537669,7.673466078978383e-09
0.905,0.9263157894736842,0.88,0.9025641025641025,0.5791666666666667,0.5871559633027523,0.5333333333333333,0.5589519650655023,0.5208333333333334,0.5206611570247934,0.525,0.5228215767634854,150.6160646855771,9.298200361038646e-09
0.89,0.9239130434782609,0.85,0.8854166666666666,0.4875,0.4854368932038835,0.4166666666666667,0.44843049327354256,0.5125,0.5126050420168067,0.5083333333333333,0.5104602510460251,169.48860235852658,8.973146317563566e-09
0.935,0.967741935483871,0.9,0.9326424870466321,0.6791666666666667,0.6902654867256637,0.65,0.6695278969957081,0.6708333333333333,0.6880733944954128,0.625,0.6550218340611353,102.93903982580659,8.331991640494564e-09
0.89,0.9239130434782609,0.85,0.8854166666666666,0.625,0.6271186440677966,0.6166666666666667,0.6218487394957983,0.6166666666666667,0.625,0.5833333333333334,0.603448275862069,108.41600164481261,7.635407472943416e-09
0.91,0.9555555555555556,0.86,0.9052631578947369,0.5625,0.5688073394495413,0.5166666666666667,0.5414847161572053,0.525,0.5277777777777778,0.475,0.5,150.20899145543393,7.458045506765834e-09
0.93,0.9574468085106383,0.9,0.9278350515463918,0.4625,0.45871559633027525,0.4166666666666667,0.43668122270742366,0.5166666666666667,0.5169491525423728,0.5083333333333333,0.5126050420168067,195.75354041436108,9.261657527556365e-09
0.9,0.9347826086956522,0.86,0.8958333333333334,0.5875,0.5882352941176471,0.5833333333333334,0.5857740585774059,0.6375,0.6513761467889908,0.5916666666666667,0.6200873362445415,140.00227857095018,8.328471264421701e-09
0.925,0.956989247311828,0.89,0.922279792746114,0.6458333333333334,0.6548672566371682,0.6166666666666667,0.6351931330472103,0.6083333333333333,0.6083333333333333,0.6083333333333333,0.6083333333333333,136.59480661166373,7.990075495254764e-09
0.905,0.9655172413793104,0.84,0.8983957219251336,0.6208333333333333,0.6283185840707964,0.5916666666666667,0.6094420600858369,0.6291666666666667,0.6504854368932039,0.5583333333333333,0.6008968609865472,124.3350003663079,9.56241273360672e-09
0.92,0.9565217391304348,0.88,0.9166666666666666,0.5166666666666667,0.5169491525423728,0.5083333333333333,0.5126050420168067,0.5458333333333333,0.5454545454545454,0.55,0.5477178423236514,169.94473561377984,9.610176732761123e-09
0.91,0.9361702127659575,0.88,0.9072164948453608,0.5625,0.5663716814159292,0.5333333333333333,0.5493562231759658,0.6125,0.6173913043478261,0.5916666666666667,0.604255319148936,148.0400033320776,7.32035154852069e-09
0.89,0.9148936170212766,0.86,0.8865979381443299,0.5166666666666667,0.5169491525423728,0.5083333333333333,0.5126050420168067,0.5208333333333334,0.5225225225225225,0.48333333333333334,0.5021645021645021,164.69247894851657,8.671598248770763e-09
0.925,0.9473684210526315,0.9,0.9230769230769231,0.6,0.603448275862069,0.5833333333333334,0.5932203389830508,0.5875,0.5945945945945946,0.55,0.5714285714285715,129.13351642377685,8.019980719892015e-09
0.925,0.9473684210526315,0.9,0.9230769230769231,0.4875,0.48717948717948717,0.475,0.4810126582278481,0.5541666666666667,0.5565217391304348,0.5333333333333333,0.5446808510638298,180.89211653482408,9.521633516517126e-09
0.895,0.9072164948453608,0.88,0.8934010152284264,0.5666666666666667,0.5769230769230769,0.5,0.5357142857142857,0.5791666666666667,0.584070796460177,0.55,0.5665236051502146,153.39551674590456,7.792087185325941e-09
0.91,0.9456521739130435,0.87,0.90625,0.6291666666666667,0.628099173553719,0.6333333333333333,0.6307053941908712,0.6083333333333333,0.6140350877192983,0.5833333333333334,0.5982905982905983,119.25041180272095,8.483765704974543e-09
0.925,0.967032967032967,0.88,0.9214659685863875,0.6,0.5923076923076923,0.6416666666666667,0.6160000000000001,0.6375,0.6542056074766355,0.5833333333333334,0.6167400881057269,129.86251006954154,8.999226471930333e-09
0.93,0.967391304347826,0.89,0.9270833333333334,0.6125,0.6261682242990654,0.5583333333333333,0.5903083700440529,0.5875,0.5963302752293578,0.5416666666666666,0.5676855895196505,141.55422312867557,9.865735992860888e-09
0.905,0.9550561797752809,0.85,0.8994708994708994,0.6208333333333333,0.6239316239316239,0.6083333333333333,0.6160337552742615,0.5458333333333333,0.5504587155963303,0.5,0.5240174672489083,140.8390198818038,8.694739919354538e-09
0.92,0.9666666666666667,0.87,0.9157894736842105,0.6375,0.6341463414634146,0.65,0.6419753086419754,0.6458333333333334,0.6576576576576577,0.6083333333333333,0.6320346320346321,126.46531955990409,9.84665446057668e-09
0.905,0.945054945054945,0.86,0.9005235602094239,0.5833333333333334,0.5925925925925926,0.5333333333333333,0.5614035087719299,0.6041666666666666,0.6106194690265486,0.575,0.5922746781115878,148.78449252204672,8.128076350213322e-09
0.91,0.9361702127659575,0.88,0.9072164948453608,0.6583333333333333,0.69,0.575,0.6272727272727272,0.6833333333333333,0.6929824561403509,0.6583333333333333,0.6752136752136753,113.18856280833666,1.7981132266017343e-07
0.905,0.9263157894736842,0.88,0.9025641025641025,0.5916666666666667,0.5964912280701754,0.5666666666666667,0.5811965811965812,0.6,0.603448275862069,0.5833333333333334,0.5932203389830508,142.49179155794616,7.993077093458727e-09
0.93,0.9387755102040817,0.92,0.9292929292929293,0.5333333333333333,0.5357142857142857,0.5,0.5172413793103449,0.5375,0.5378151260504201,0.5333333333333333,0.5355648535564853,161.08641479346065,7.875851494150195e-09
0.93,0.9777777777777777,0.88,0.9263157894736842,0.6208333333333333,0.6218487394957983,0.6166666666666667,0.6192468619246863,0.6,0.6071428571428571,0.5666666666666667,0.5862068965517241,128.6663028573783,7.641219414849324e-09
0.92,0.9666666666666667,0.87,0.9157894736842105,0.6666666666666666,0.6785714285714286,0.6333333333333333,0.6551724137931035,0.6541666666666667,0.6697247706422018,0.6083333333333333,0.6375545851528385,107.01176065474182,8.023283726497425e-09
0.875,0.9032258064516129,0.84,0.8704663212435233,0.5125,0.5121951219512195,0.525,0.5185185185185186,0.5291666666666667,0.5309734513274337,0.5,0.5150214592274679,163.27957034325104,8.426831639925443e-09
0.93,0.9479166666666666,0.91,0.9285714285714285,0.4875,0.4878048780487805,0.5,0.49382716049382713,0.525,0.5267857142857143,0.49166666666666664,0.5086206896551725,191.78811560728195,6.858410968804337e-09
0.92,0.9375,0.9,0.9183673469387755,0.5958333333333333,0.5966386554621849,0.5916666666666667,0.5941422594142259,0.5541666666666667,0.5585585585585585,0.5166666666666667,0.5367965367965368,135.52518790536277,9.206374718796708e-09
0.885,0.9052631578947369,0.86,0.8820512820512821,0.5916666666666667,0.6,0.55,0.5739130434782609,0.5666666666666667,0.5689655172413793,0.55,0.5593220338983051,137.46779377427174,9.61086720025511e-09
0.905,0.9263157894736842,0.88,0.9025641025641025,0.5666666666666667,0.5677966101694916,0.5583333333333333,0.5630252100840337,0.5375,0.5405405405405406,0.5,0.5194805194805195,142.17837658666025,8.925055471635679e-09
0.95,1.0,0.9,0.9473684210526316,0.5458333333333333,0.5495495495495496,0.5083333333333333,0.528138528138528,0.55,0.5545454545454546,0.5083333333333333,0.5304347826086956,151.58835359136293,7.896351888161513e-09
0.89,0.9239130434782609,0.85,0.8854166666666666,0.4666666666666667,0.4696969696969697,0.5166666666666667,0.4920634920634921,0.5416666666666666,0.543859649122807,0.5166666666666667,0.52991452991453,152.65185615915937,9.431747492282463e-09
0.91,0.91,0.91,0.91,0.45,0.4411764705882353,0.375,0.4054054054054054,0.5375,0.5378151260504201,0.5333333333333333,0.5355648535564853,179.53553294611658,9.606547171359622e-09
0.93,0.9574468085106383,0.9,0.9278350515463918,0.5458333333333333,0.5504587155963303,0.5,0.5240174672489083,0.5166666666666667,0.5178571428571429,0.48333333333333334,0.5,172.59570320192765,8.666368848321598e-09
