target_accuracy,target_f1,source_accuracy,source_f1,trans_source_accuracy,trans_source_f1
0.7958333333333333,0.7966804979253113,0.565,0.5297297297297296,0.535,0.523076923076923
0.8083333333333333,0.8034188034188033,0.645,0.635897435897436,0.635,0.6217616580310881
0.775,0.7631578947368423,0.575,0.5771144278606964,0.615,0.6051282051282052
0.8041666666666667,0.8,0.54,0.5490196078431373,0.61,0.5894736842105264
0.8083333333333333,0.8067226890756303,0.565,0.5538461538461539,0.585,0.5829145728643216
0.7875,0.7811158798283261,0.58,0.5483870967741936,0.57,0.5784313725490196
0.8375,0.8368200836820084,0.555,0.5615763546798028,0.57,0.5742574257425743
0.7833333333333333,0.7815126050420169,0.635,0.6368159203980099,0.615,0.6130653266331657
0.8125,0.8085106382978724,0.64,0.6288659793814433,0.645,0.6321243523316062
0.8083333333333333,0.8034188034188033,0.65,0.6354166666666666,0.615,0.6091370558375634
0.8333333333333334,0.8347107438016529,0.62,0.62,0.635,0.6217616580310881
0.7791666666666667,0.7800829875518671,0.57,0.5612244897959183,0.525,0.5177664974619289
0.8041666666666667,0.7965367965367967,0.575,0.5454545454545454,0.555,0.5435897435897435
0.7875,0.7883817427385892,0.625,0.5945945945945946,0.585,0.5870646766169154
0.7875,0.7792207792207791,0.565,0.5347593582887701,0.595,0.5759162303664922
0.825,0.8235294117647058,0.625,0.6031746031746033,0.665,0.6528497409326425
0.8083333333333333,0.7982456140350876,0.63,0.6372549019607844,0.65,0.6354166666666666
0.8125,0.810126582278481,0.665,0.6564102564102564,0.6,0.6
0.8166666666666667,0.8151260504201682,0.6,0.5918367346938774,0.6,0.6039603960396039
0.7875,0.7883817427385892,0.52,0.4893617021276596,0.63,0.6372549019607844
0.7916666666666666,0.788135593220339,0.605,0.5863874345549739,0.62,0.6161616161616161
0.8458333333333333,0.8425531914893616,0.595,0.5888324873096447,0.63,0.6262626262626263
0.8083333333333333,0.8099173553719008,0.585,0.5743589743589743,0.585,0.5911330049261084
0.7791666666666667,0.7818930041152262,0.6,0.5833333333333334,0.64,0.64
0.7916666666666666,0.7916666666666666,0.67,0.6526315789473685,0.635,0.6368159203980099
0.85,0.85,0.655,0.6532663316582915,0.595,0.5759162303664922
0.7875,0.7883817427385892,0.555,0.5082872928176795,0.605,0.5989847715736041
0.8083333333333333,0.8067226890756303,0.52,0.4782608695652174,0.535,0.5181347150259067
0.8,0.7966101694915254,0.575,0.5502645502645502,0.63,0.6262626262626263
0.8375,0.8354430379746836,0.595,0.5929648241206029,0.61,0.61
0.8083333333333333,0.8034188034188033,0.61,0.6138613861386139,0.575,0.5728643216080402
0.7833333333333333,0.7758620689655172,0.565,0.5347593582887701,0.625,0.6268656716417911
0.7916666666666666,0.788135593220339,0.615,0.6051282051282052,0.59,0.59
0.7208333333333333,0.7148936170212765,0.58,0.5531914893617023,0.575,0.5595854922279794
0.7833333333333333,0.7758620689655172,0.645,0.6502463054187193,0.645,0.6321243523316062
0.8041666666666667,0.7982832618025751,0.585,0.5829145728643216,0.635,0.6331658291457286
0.7791666666666667,0.7763713080168777,0.63,0.6063829787234042,0.6,0.5959595959595959
0.8083333333333333,0.8050847457627119,0.59,0.5638297872340425,0.585,0.5786802030456853
0.7666666666666667,0.7666666666666667,0.615,0.5698324022346368,0.57,0.5425531914893618
0.8291666666666667,0.8225108225108225,0.595,0.5888324873096447,0.61,0.6020408163265306
0.8208333333333333,0.818565400843882,0.64,0.6129032258064515,0.61,0.6060606060606062
0.8208333333333333,0.8200836820083681,0.525,0.5077720207253886,0.58,0.5625000000000001
0.8166666666666667,0.8166666666666667,0.605,0.5863874345549739,0.595,0.5888324873096447
0.8,0.7876106194690266,0.61,0.6138613861386139,0.555,0.5340314136125655
0.8208333333333333,0.8170212765957447,0.62,0.6,0.59,0.5816326530612245
0.8166666666666667,0.808695652173913,0.605,0.6030150753768845,0.645,0.6467661691542289
0.85,0.8421052631578948,0.575,0.5405405405405405,0.595,0.5759162303664922
