target_accuracy,target_precision,target_recall,target_f1,source_accuracy,source_precision,source_recall,source_f1,trans_source_accuracy,trans_source_precision,trans_source_recall,trans_source_f1
0.7666666666666667,0.7711864406779662,0.7583333333333333,0.7647058823529411,0.585,0.5977011494252874,0.52,0.5561497326203209,0.575,0.5789473684210527,0.55,0.5641025641025641
0.7625,0.7837837837837838,0.725,0.7532467532467533,0.59,0.6,0.54,0.5684210526315789,0.595,0.6043956043956044,0.55,0.5759162303664922
0.7708333333333334,0.8037383177570093,0.7166666666666667,0.7577092511013216,0.555,0.5591397849462365,0.52,0.5388601036269429,0.535,0.5368421052631579,0.51,0.523076923076923
0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.595,0.6,0.57,0.5846153846153846,0.59,0.5918367346938775,0.58,0.5858585858585857
0.8583333333333333,0.8839285714285714,0.825,0.8534482758620688,0.665,0.6896551724137931,0.6,0.641711229946524,0.59,0.59375,0.57,0.5816326530612245
0.7791666666666667,0.7815126050420168,0.775,0.7782426778242678,0.575,0.5806451612903226,0.54,0.5595854922279794,0.625,0.6288659793814433,0.61,0.6192893401015229
0.75,0.7419354838709677,0.7666666666666667,0.7540983606557377,0.56,0.5666666666666667,0.51,0.5368421052631579,0.53,0.5294117647058824,0.54,0.5346534653465347
0.7333333333333333,0.7592592592592593,0.6833333333333333,0.7192982456140351,0.56,0.5612244897959183,0.55,0.5555555555555555,0.615,0.6263736263736264,0.57,0.5968586387434556
0.7875,0.8,0.7666666666666667,0.7829787234042553,0.6,0.6041666666666666,0.58,0.5918367346938774,0.56,0.5638297872340425,0.53,0.5463917525773196
0.8,0.8050847457627118,0.7916666666666666,0.7983193277310924,0.59,0.6046511627906976,0.52,0.5591397849462365,0.555,0.5544554455445545,0.56,0.5572139303482587
0.75,0.7459016393442623,0.7583333333333333,0.7520661157024793,0.59,0.59375,0.57,0.5816326530612245,0.565,0.5656565656565656,0.56,0.5628140703517588
0.7333333333333333,0.7222222222222222,0.7583333333333333,0.7398373983739837,0.56,0.5769230769230769,0.45,0.5056179775280899,0.57,0.5714285714285714,0.56,0.5656565656565656
0.7541666666666667,0.7563025210084033,0.75,0.7531380753138075,0.565,0.5764705882352941,0.49,0.5297297297297296,0.63,0.6354166666666666,0.61,0.6224489795918368
0.7291666666666666,0.7433628318584071,0.7,0.7210300429184548,0.595,0.6172839506172839,0.5,0.5524861878453038,0.59,0.5918367346938775,0.58,0.5858585858585857
0.7041666666666667,0.7094017094017094,0.6916666666666667,0.70042194092827,0.555,0.5632183908045977,0.49,0.5240641711229945,0.54,0.5384615384615384,0.56,0.5490196078431373
0.7833333333333333,0.8207547169811321,0.725,0.7699115044247787,0.55,0.5595238095238095,0.47,0.5108695652173914,0.6,0.6111111111111112,0.55,0.5789473684210527
0.7666666666666667,0.7857142857142857,0.7333333333333333,0.7586206896551724,0.515,0.5176470588235295,0.44,0.47567567567567565,0.545,0.5463917525773195,0.53,0.5380710659898477
0.7833333333333333,0.7982456140350878,0.7583333333333333,0.7777777777777778,0.655,0.6597938144329897,0.64,0.6497461928934011,0.57,0.5714285714285714,0.56,0.5656565656565656
0.8,0.8157894736842105,0.775,0.7948717948717949,0.575,0.5974025974025974,0.46,0.5197740112994351,0.56,0.5625,0.54,0.5510204081632654
0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.55,0.5595238095238095,0.47,0.5108695652173914,0.575,0.5757575757575758,0.57,0.5728643216080402
0.7541666666666667,0.7606837606837606,0.7416666666666667,0.751054852320675,0.575,0.5806451612903226,0.54,0.5595854922279794,0.595,0.6,0.57,0.5846153846153846
0.7375,0.7435897435897436,0.725,0.7341772151898733,0.57,0.5795454545454546,0.51,0.5425531914893618,0.58,0.5869565217391305,0.54,0.5625000000000001
0.7791666666666667,0.7815126050420168,0.775,0.7782426778242678,0.58,0.5930232558139535,0.51,0.5483870967741936,0.59,0.59375,0.57,0.5816326530612245
0.7666666666666667,0.7758620689655172,0.75,0.7627118644067795,0.545,0.550561797752809,0.49,0.5185185185185186,0.505,0.5052631578947369,0.48,0.4923076923076923
0.8041666666666667,0.8411214953271028,0.75,0.7929515418502203,0.555,0.5578947368421052,0.53,0.5435897435897435,0.58,0.5909090909090909,0.52,0.5531914893617023
0.725,0.7288135593220338,0.7166666666666667,0.7226890756302521,0.52,0.5256410256410257,0.41,0.46067415730337075,0.51,0.5104166666666666,0.49,0.4999999999999999
0.7791666666666667,0.7815126050420168,0.775,0.7782426778242678,0.575,0.5742574257425742,0.58,0.5771144278606964,0.56,0.5638297872340425,0.53,0.5463917525773196
0.7625,0.7837837837837838,0.725,0.7532467532467533,0.6,0.6162790697674418,0.53,0.5698924731182796,0.52,0.5217391304347826,0.48,0.4999999999999999
0.8125,0.8,0.8333333333333334,0.816326530612245,0.63,0.6547619047619048,0.55,0.5978260869565217,0.58,0.5754716981132075,0.61,0.5922330097087378
0.7791666666666667,0.7913043478260869,0.7583333333333333,0.7744680851063831,0.535,0.5443037974683544,0.43,0.4804469273743017,0.605,0.6060606060606061,0.6,0.6030150753768845
0.8125,0.8440366972477065,0.7666666666666667,0.8034934497816594,0.61,0.6170212765957447,0.58,0.5979381443298969,0.505,0.5051546391752577,0.49,0.4974619289340101
0.7958333333333333,0.808695652173913,0.775,0.7914893617021276,0.505,0.5056179775280899,0.45,0.47619047619047616,0.61,0.6145833333333334,0.59,0.6020408163265306
0.7666666666666667,0.7758620689655172,0.75,0.7627118644067795,0.535,0.5353535353535354,0.53,0.5326633165829145,0.575,0.5728155339805825,0.59,0.5812807881773399
0.7375,0.7522123893805309,0.7083333333333334,0.7296137339055794,0.565,0.5783132530120482,0.48,0.5245901639344261,0.615,0.6236559139784946,0.58,0.6010362694300518
0.7791666666666667,0.7964601769911505,0.75,0.7725321888412018,0.485,0.48484848484848486,0.48,0.4824120603015075,0.485,0.48484848484848486,0.48,0.4824120603015075
0.7791666666666667,0.7964601769911505,0.75,0.7725321888412018,0.6,0.6190476190476191,0.52,0.5652173913043478,0.605,0.6039603960396039,0.61,0.6069651741293532
0.7583333333333333,0.7672413793103449,0.7416666666666667,0.7542372881355933,0.495,0.4946236559139785,0.46,0.4766839378238342,0.535,0.5376344086021505,0.5,0.5181347150259067
0.7375,0.7478260869565218,0.7166666666666667,0.7319148936170212,0.54,0.5476190476190477,0.46,0.5000000000000001,0.54,0.5408163265306123,0.53,0.5353535353535354
0.7833333333333333,0.8090909090909091,0.7416666666666667,0.7739130434782608,0.565,0.5698924731182796,0.53,0.5492227979274611,0.55,0.5531914893617021,0.52,0.536082474226804
0.7875,0.7899159663865546,0.7833333333333333,0.7866108786610879,0.55,0.5555555555555556,0.5,0.5263157894736842,0.635,0.6391752577319587,0.62,0.6294416243654821
0.8083333333333333,0.8245614035087719,0.7833333333333333,0.8034188034188033,0.57,0.574468085106383,0.54,0.5567010309278351,0.565,0.5656565656565656,0.56,0.5628140703517588
0.7958333333333333,0.8034188034188035,0.7833333333333333,0.7932489451476793,0.595,0.5922330097087378,0.61,0.6009852216748768,0.585,0.5876288659793815,0.57,0.5786802030456853
0.7958333333333333,0.808695652173913,0.775,0.7914893617021276,0.52,0.5232558139534884,0.45,0.48387096774193555,0.515,0.5154639175257731,0.5,0.5076142131979695
0.7208333333333333,0.7304347826086957,0.7,0.7148936170212765,0.52,0.5204081632653061,0.51,0.5151515151515151,0.555,0.5555555555555556,0.55,0.5527638190954774
0.7583333333333333,0.7719298245614035,0.7333333333333333,0.7521367521367521,0.575,0.5842696629213483,0.52,0.5502645502645502,0.535,0.5384615384615384,0.49,0.5130890052356021
0.7833333333333333,0.7982456140350878,0.7583333333333333,0.7777777777777778,0.605,0.6153846153846154,0.56,0.5863874345549739,0.63,0.6226415094339622,0.66,0.6407766990291262
0.8083333333333333,0.8303571428571429,0.775,0.8017241379310346,0.575,0.5641025641025641,0.66,0.6082949308755762,0.59,0.5957446808510638,0.56,0.577319587628866
0.8166666666666667,0.8064516129032258,0.8333333333333334,0.819672131147541,0.615,0.6385542168674698,0.53,0.5792349726775956,0.62,0.6153846153846154,0.64,0.6274509803921569
0.7791666666666667,0.7913043478260869,0.7583333333333333,0.7744680851063831,0.525,0.5316455696202531,0.42,0.4692737430167598,0.535,0.5368421052631579,0.51,0.523076923076923
0.8,0.8272727272727273,0.7583333333333333,0.7913043478260869,0.58,0.5851063829787234,0.55,0.5670103092783506,0.545,0.5473684210526316,0.52,0.5333333333333334
0.8041666666666667,0.8288288288288288,0.7666666666666667,0.7965367965367967,0.58,0.5930232558139535,0.51,0.5483870967741936,0.555,0.5567010309278351,0.54,0.5482233502538071
0.7958333333333333,0.7983193277310925,0.7916666666666666,0.7949790794979078,0.535,0.5411764705882353,0.46,0.49729729729729727,0.575,0.5742574257425742,0.58,0.5771144278606964
0.7583333333333333,0.7767857142857143,0.725,0.75,0.535,0.5360824742268041,0.52,0.5279187817258884,0.525,0.5257731958762887,0.51,0.5177664974619289
0.7708333333333334,0.7927927927927928,0.7333333333333333,0.7619047619047619,0.55,0.5609756097560976,0.46,0.5054945054945056,0.54,0.5444444444444444,0.49,0.5157894736842104
0.7583333333333333,0.7672413793103449,0.7416666666666667,0.7542372881355933,0.57,0.5921052631578947,0.45,0.5113636363636364,0.63,0.6444444444444445,0.58,0.6105263157894737
0.75,0.7727272727272727,0.7083333333333334,0.7391304347826088,0.525,0.5257731958762887,0.51,0.5177664974619289,0.61,0.61,0.61,0.61
0.7875,0.8108108108108109,0.75,0.7792207792207791,0.5,0.5,0.44,0.46808510638297873,0.535,0.5368421052631579,0.51,0.523076923076923
0.775,0.7796610169491526,0.7666666666666667,0.773109243697479,0.52,0.5232558139534884,0.45,0.48387096774193555,0.585,0.5934065934065934,0.54,0.5654450261780104
0.8208333333333333,0.8468468468468469,0.7833333333333333,0.8138528138528137,0.545,0.5494505494505495,0.5,0.5235602094240838,0.555,0.5544554455445545,0.56,0.5572139303482587
0.7125,0.7142857142857143,0.7083333333333334,0.7112970711297072,0.525,0.5257731958762887,0.51,0.5177664974619289,0.555,0.5591397849462365,0.52,0.5388601036269429
0.8333333333333334,0.8636363636363636,0.7916666666666666,0.8260869565217391,0.595,0.6067415730337079,0.54,0.5714285714285714,0.58,0.5869565217391305,0.54,0.5625000000000001
0.7791666666666667,0.7964601769911505,0.75,0.7725321888412018,0.555,0.5591397849462365,0.52,0.5388601036269429,0.575,0.5789473684210527,0.55,0.5641025641025641
0.7208333333333333,0.712,0.7416666666666667,0.726530612244898,0.61,0.6341463414634146,0.52,0.5714285714285714,0.61,0.6057692307692307,0.63,0.6176470588235293
0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.49,0.4891304347826087,0.45,0.46875,0.565,0.5670103092783505,0.55,0.5583756345177665
0.7875,0.7899159663865546,0.7833333333333333,0.7866108786610879,0.525,0.5257731958762887,0.51,0.5177664974619289,0.505,0.5048543689320388,0.52,0.5123152709359606
0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.58,0.5952380952380952,0.5,0.5434782608695652,0.57,0.57,0.57,0.57
0.775,0.8055555555555556,0.725,0.7631578947368423,0.56,0.573170731707317,0.47,0.5164835164835165,0.585,0.5876288659793815,0.57,0.5786802030456853
0.7541666666666667,0.7563025210084033,0.75,0.7531380753138075,0.58,0.5869565217391305,0.54,0.5625000000000001,0.59,0.5849056603773585,0.62,0.6019417475728155
0.7833333333333333,0.8090909090909091,0.7416666666666667,0.7739130434782608,0.545,0.5428571428571428,0.57,0.5560975609756097,0.55,0.5471698113207547,0.58,0.5631067961165048
0.7583333333333333,0.75,0.775,0.7622950819672132,0.625,0.6436781609195402,0.56,0.5989304812834224,0.565,0.5684210526315789,0.54,0.5538461538461539
0.775,0.7946428571428571,0.7416666666666667,0.7672413793103449,0.505,0.5058823529411764,0.43,0.46486486486486484,0.51,0.5108695652173914,0.47,0.4895833333333333
0.825,0.8305084745762712,0.8166666666666667,0.8235294117647058,0.57,0.5853658536585366,0.48,0.5274725274725274,0.57,0.5673076923076923,0.59,0.5784313725490196
0.7875,0.8285714285714286,0.725,0.7733333333333333,0.535,0.5393258426966292,0.48,0.5079365079365079,0.54,0.5434782608695652,0.5,0.5208333333333334
0.7583333333333333,0.7540983606557377,0.7666666666666667,0.7603305785123967,0.565,0.5747126436781609,0.5,0.5347593582887701,0.535,0.5333333333333333,0.56,0.5463414634146342
0.7625,0.7739130434782608,0.7416666666666667,0.7574468085106384,0.515,0.5161290322580645,0.48,0.4974093264248704,0.51,0.5108695652173914,0.47,0.4895833333333333
0.7416666666666667,0.7457627118644068,0.7333333333333333,0.7394957983193278,0.55,0.5595238095238095,0.47,0.5108695652173914,0.54,0.5408163265306123,0.53,0.5353535353535354
