source_mae,source_mse,source_rmse,target_mae,target_mse,target_rmse,trans_target_mae,trans_target_mse,trans_target_rmse
416881.2147316243,453320785137.37445,673291.0107356064,1187196.4772178098,2431774733060.5127,1559414.8688083338,754480.644688893,1402108243823.9644,1184106.517093781
332150.9586082501,302899867577.72455,550363.3959282944,790491.4921193707,1352681447667.4053,1163048.342790361,619154.1662747307,1025936270067.9141,1012885.1218513944
285234.44207364204,168597916318.4189,410606.7660407204,986265.8212036074,2134735126076.7034,1461073.2788182471,810353.8739874928,1816141480530.9128,1347642.935102215
388745.15644401684,422027258731.22235,649636.2510907333,1097287.237268122,2238483919021.873,1496156.381873858,815680.5705584234,1866560580013.6074,1366221.2778366494
350192.9279531588,241354727112.85092,491278.66543627856,693266.2555928923,1291650493277.5403,1136508.026050648,616142.8152460793,841175649222.6569,917156.2839683632
389939.9251479855,344585640661.9686,587014.1741576337,936514.0351615842,1582702279727.8623,1258054.958945698,656150.9155959134,1064255737016.2266,1031627.7124119081
390623.6425541715,308810561395.4475,555707.2623202323,956996.1004991052,2858714798449.6543,1690773.4320273825,818292.8734661522,2671265992900.8945,1634400.805463854
400520.67275268515,457885597349.30444,676672.4446505151,1017146.0318187783,2174321569412.9055,1474558.0929257774,776213.2605119528,2361497355995.3706,1536716.420161954
316209.8769044354,252547003904.46628,502540.5495126401,1057640.862194036,2676833261136.91,1636103.0716727201,825461.027993395,2245488496576.703,1498495.4109294773
273305.4655960844,141801803180.92426,376565.8019269995,779618.5019945562,1305643591126.1865,1142647.623340716,693873.1542930709,1278427069803.2275,1130675.4927047936
258255.7062373958,142368195373.8486,377317.10188361275,816775.076794396,1183729655058.0735,1087993.4076353926,676157.331481973,1015841721602.3414,1007889.7368275666
339402.5577566842,257798838752.01532,507738.9474444671,845468.8477367265,1497730697974.0388,1223818.0820587834,611072.6229548003,1169772425389.3066,1081560.181122302
294006.26002240146,165962204432.0373,407384.5903222621,1217613.2416955503,3064829870631.8633,1750665.5507640126,721989.9037081322,1555702015545.4836,1247277.842160873
398894.3695789685,320501795465.49133,566128.7799304071,1276201.291356898,3158250023048.523,1777146.595823913,829136.6785476053,2206694130993.5938,1485494.5745419583
282930.0898636287,192462741658.43637,438705.7574940593,748529.7954628655,1054286961441.4369,1026784.7688008606,640681.8633935247,916234617617.8328,957201.4509066693
274742.09510583023,160695274614.71576,400868.1511603482,909048.656016174,1863293381885.0532,1365025.0480797242,757342.4987097096,1454513666034.9055,1206032.1994187823
300865.6554482709,195202379727.54684,441817.13380939275,1077252.3322766882,2916892829461.643,1707891.34006284,920147.3824966607,2538338563603.575,1593216.4208303827
319015.6841946406,210022393559.38736,458282.0022206713,1050701.8531612433,2261580257623.8057,1503855.1318607142,769006.7925422032,1408033656885.1868,1186605.9400176567
238208.3626530085,127254930629.51701,356728.0906089637,802823.7012919756,1833878673179.4482,1354207.765883599,633222.2613132765,1568128165022.926,1252249.24237267
382864.85665859905,276887264963.2621,526200.7838869704,1090129.1369512505,1949677028275.807,1396308.3571603398,751087.6829542306,1397576655427.589,1182191.4631004527
435226.23037719465,357470797366.83453,597888.6161876931,1195755.3013970384,2624173151876.365,1619929.9836339734,802507.3242972835,1808132797705.0515,1344668.285379354
430928.98728886497,622371900894.9886,788905.5082169148,1184947.1811247491,2686119315833.9185,1638938.4722538912,787218.7236121136,1725275416651.8213,1313497.3987990313
185731.9206836876,75903995293.00099,275506.797181124,743953.3215837531,1505005986127.1638,1226786.8543993956,584452.3080479451,1288015437567.525,1134907.6779930273
420946.80449616426,393421439516.66534,627233.1620033059,887256.7460996835,1240936335233.6963,1113973.2201600254,684449.8178135701,989074048899.896,994522.0203192567
286168.1979927273,178888767344.8095,422952.4409963956,1384963.6103980588,4795451821146.228,2189852.0089600184,1099007.6786511021,6531842247425.205,2555746.905979777
449720.4272107395,803774880889.0234,896534.9300997833,1308358.7277136906,3941441968506.746,1985306.5175198377,845272.7069104916,2075306752983.7932,1440592.5006690107
289410.73688688193,140205869003.05627,374440.74164419697,670179.6071825607,826766239293.7896,909266.8691279747,560964.8513522523,626045383645.2828,791230.2974768362
382254.58697600703,299031200616.4209,546837.4535603984,815125.1781112861,1094961659308.9147,1046404.156771615,629738.4683196237,793365608588.0858,890710.7322740003
254468.6443191039,155084377687.52078,393807.5388911705,1020816.7719553156,2105940980609.884,1451186.0599557466,755040.7216312087,1876115802853.7546,1369713.7667606887
315916.30571092677,220495290361.0151,469569.2604515495,1070125.9481019943,2086892980687.4888,1444608.2447111704,714218.6428569484,1344008472635.5327,1159313.7938606322
274045.92183064664,127353540586.47945,356866.27829829964,1115276.290826916,2300622447228.824,1516780.2897021126,678331.5226088539,1466777738528.2893,1211105.9980564415
514999.1902339601,663084671562.7211,814300.1114839179,1162962.423132167,2759719592587.061,1661240.3777259511,903606.5561163267,2579673334897.6206,1606136.150797192
314162.38332909707,186948610439.2246,432375.5432945122,800750.7861944146,1350476027389.6099,1162099.8353797363,687150.6889510765,922597113637.1746,960519.1896246397
317311.75285914564,277464767561.8568,526749.2454307427,875137.3979578014,1296527729185.4146,1138651.7154887242,716425.8557842998,1130575391763.5798,1063285.1883495697
384576.06289182144,348322185930.2901,590188.2631248186,1005228.1267810053,1613713077025.6921,1270320.068732952,742746.0246519016,1245081219087.9302,1115832.0747710788
344979.8147051296,234289847558.26855,484034.9652228324,1218013.514881151,2114585251979.105,1454161.35692677,648501.8196880444,999093181616.4364,999546.4879716382
441572.0403351739,652696095609.856,807896.0920872535,1228361.065647734,2701783776317.7305,1643710.3687443633,888328.7943250666,2246788750518.257,1498929.2013028022
262100.78013864148,128761595717.87263,358833.6602353138,798800.4473455297,1370889338932.4883,1170849.8362012475,718520.0501598971,1255805027575.2034,1120627.068910618
