target_accuracy,target_precision,target_recall,target_f1,source_accuracy,source_precision,source_recall,source_f1,trans_source_accuracy,trans_source_precision,trans_source_recall,trans_source_f1,transfer_score,original_score
0.8083333333333333,0.7983870967741935,0.825,0.8114754098360655,0.575,0.5862068965517241,0.51,0.5454545454545454,0.51,0.51,0.51,0.51,0.0726438713157493,0.06989436835466226
0.8166666666666667,0.8114754098360656,0.825,0.8181818181818182,0.575,0.5824175824175825,0.53,0.5549738219895288,0.57,0.5729166666666666,0.55,0.5612244897959183,0.0665741147683821,0.07927784184788426
0.775,0.7796610169491526,0.7666666666666667,0.773109243697479,0.565,0.5684210526315789,0.54,0.5538461538461539,0.6,0.6020408163265306,0.59,0.5959595959595959,0.03913858160436698,0.05313673872116651
0.8208333333333333,0.8347826086956521,0.8,0.8170212765957447,0.445,0.4485981308411215,0.48,0.463768115942029,0.565,0.5656565656565656,0.56,0.5628140703517588,0.04449058880004821,0.08128120536618699
0.7791666666666667,0.8018018018018018,0.7416666666666667,0.7705627705627706,0.585,0.5934065934065934,0.54,0.5654450261780104,0.625,0.631578947368421,0.6,0.6153846153846154,0.04149316614212654,0.05044690894523689
0.8166666666666667,0.8454545454545455,0.775,0.808695652173913,0.6,0.6162790697674418,0.53,0.5698924731182796,0.6,0.6020408163265306,0.59,0.5959595959595959,0.0515537010263135,0.06944737623470691
0.7916666666666666,0.8181818181818182,0.75,0.7826086956521738,0.53,0.5333333333333333,0.48,0.505263157894737,0.6,0.6041666666666666,0.58,0.5918367346938774,0.05247176565383279,0.062472990402990286
0.875,0.8947368421052632,0.85,0.8717948717948718,0.51,0.5116279069767442,0.44,0.4731182795698925,0.59,0.5978260869565217,0.55,0.5729166666666666,0.07736751620301939,0.0867409228850822
0.8041666666666667,0.8067226890756303,0.8,0.803347280334728,0.54,0.5434782608695652,0.5,0.5208333333333334,0.62,0.6224489795918368,0.61,0.6161616161616161,0.05656102828635752,0.05610266496269439
0.85,0.8387096774193549,0.8666666666666667,0.8524590163934426,0.565,0.5747126436781609,0.5,0.5347593582887701,0.48,0.48,0.48,0.48,0.09637492159640931,0.06825258374122334
0.8,0.8214285714285714,0.7666666666666667,0.793103448275862,0.64,0.648936170212766,0.61,0.6288659793814433,0.63,0.6413043478260869,0.59,0.6145833333333333,0.03916042790721949,0.057203048730252885
0.85,0.8620689655172413,0.8333333333333334,0.847457627118644,0.64,0.6794871794871795,0.53,0.5955056179775281,0.65,0.6595744680851063,0.62,0.6391752577319586,0.057249923339479036,0.08585131006163381
0.7958333333333333,0.8198198198198198,0.7583333333333333,0.7878787878787877,0.63,0.6354166666666666,0.61,0.6224489795918368,0.61,0.6170212765957447,0.58,0.5979381443298969,0.040691185848304,0.055080145084448764
0.7416666666666667,0.75,0.725,0.7372881355932203,0.555,0.5679012345679012,0.46,0.5082872928176795,0.595,0.5979381443298969,0.58,0.5888324873096447,0.043536150563994146,0.0511008819103807
0.8333333333333334,0.8448275862068966,0.8166666666666667,0.8305084745762712,0.57,0.5833333333333334,0.49,0.532608695652174,0.525,0.5247524752475248,0.53,0.527363184079602,0.07977751317680416,0.082548809886933
0.85,0.8387096774193549,0.8666666666666667,0.8524590163934426,0.55,0.5555555555555556,0.5,0.5263157894736842,0.65,0.65,0.65,0.65,0.041360712545937414,0.058280476610560024
0.8125,0.8378378378378378,0.775,0.8051948051948051,0.535,0.5327102803738317,0.57,0.5507246376811593,0.585,0.5858585858585859,0.58,0.5829145728643216,0.058882481524854584,0.05938072021812211
0.8166666666666667,0.8220338983050848,0.8083333333333333,0.8151260504201682,0.57,0.5729166666666666,0.55,0.5612244897959183,0.62,0.6224489795918368,0.61,0.6161616161616161,0.05926505736626697,0.06995592811069677
