target_accuracy,target_precision,target_recall,target_f1,source_accuracy,source_precision,source_recall,source_f1,trans_source_accuracy,trans_source_precision,trans_source_recall,trans_source_f1
0.9958333333333333,1.0,0.9916666666666667,0.99581589958159,0.89,0.9333333333333333,0.84,0.8842105263157894,0.84,0.8333333333333334,0.85,0.8415841584158417
0.9916666666666667,0.9916666666666667,0.9916666666666667,0.9916666666666667,0.94,0.9489795918367347,0.93,0.9393939393939393,0.925,0.9381443298969072,0.91,0.9238578680203046
0.9958333333333333,0.9917355371900827,1.0,0.995850622406639,0.955,0.9690721649484536,0.94,0.9543147208121826,0.91,0.91,0.91,0.91
0.975,0.9523809523809523,1.0,0.975609756097561,0.925,0.9292929292929293,0.92,0.9246231155778895,0.865,0.8476190476190476,0.89,0.8682926829268293
0.9958333333333333,1.0,0.9916666666666667,0.99581589958159,0.905,0.9354838709677419,0.87,0.9015544041450777,0.89,0.89,0.89,0.89
0.9666666666666667,0.9444444444444444,0.9916666666666667,0.967479674796748,0.93,0.967391304347826,0.89,0.9270833333333334,0.915,0.9029126213592233,0.93,0.916256157635468
0.9958333333333333,1.0,0.9916666666666667,0.99581589958159,0.975,0.9896907216494846,0.96,0.9746192893401014,0.925,0.9207920792079208,0.93,0.9253731343283582
0.9791666666666666,0.967479674796748,0.9916666666666667,0.9794238683127573,0.9,0.9081632653061225,0.89,0.8989898989898989,0.835,0.8383838383838383,0.83,0.8341708542713568
0.9833333333333333,0.967741935483871,1.0,0.9836065573770492,0.94,0.94,0.94,0.94,0.885,0.8737864077669902,0.9,0.8866995073891626
0.9916666666666667,0.9916666666666667,0.9916666666666667,0.9916666666666667,0.95,0.96875,0.93,0.9489795918367346,0.915,0.9108910891089109,0.92,0.9154228855721394
0.9875,0.9834710743801653,0.9916666666666667,0.9875518672199171,0.935,0.967741935483871,0.9,0.9326424870466321,0.92,0.92,0.92,0.92
1.0,1.0,1.0,1.0,0.945,0.968421052631579,0.92,0.9435897435897437,0.87,0.87,0.87,0.87
0.9875,0.975609756097561,1.0,0.9876543209876543,0.935,0.9578947368421052,0.91,0.9333333333333333,0.915,0.8952380952380953,0.94,0.9170731707317075
0.9791666666666666,0.9752066115702479,0.9833333333333333,0.979253112033195,0.92,0.9375,0.9,0.9183673469387755,0.865,0.8686868686868687,0.86,0.864321608040201
0.9875,0.9834710743801653,0.9916666666666667,0.9875518672199171,0.8,0.8333333333333334,0.75,0.7894736842105262,0.765,0.7623762376237624,0.77,0.7661691542288558
0.9916666666666667,0.9836065573770492,1.0,0.9917355371900827,0.945,0.9587628865979382,0.93,0.9441624365482233,0.875,0.8571428571428571,0.9,0.8780487804878048
0.9916666666666667,0.9916666666666667,0.9916666666666667,0.9916666666666667,0.915,0.9278350515463918,0.9,0.9137055837563451,0.87,0.8557692307692307,0.89,0.8725490196078431
0.9875,0.975609756097561,1.0,0.9876543209876543,0.93,0.9574468085106383,0.9,0.9278350515463918,0.89,0.8979591836734694,0.88,0.888888888888889
0.9958333333333333,0.9917355371900827,1.0,0.995850622406639,0.94,0.9680851063829787,0.91,0.9381443298969071,0.89,0.8979591836734694,0.88,0.888888888888889
0.9916666666666667,0.9836065573770492,1.0,0.9917355371900827,0.965,1.0,0.93,0.9637305699481865,0.94,0.94,0.94,0.94
0.975,0.9596774193548387,0.9916666666666667,0.9754098360655739,0.915,0.9368421052631579,0.89,0.9128205128205129,0.89,0.875,0.91,0.892156862745098
0.9916666666666667,0.9836065573770492,1.0,0.9917355371900827,0.915,0.9108910891089109,0.92,0.9154228855721394,0.86,0.8529411764705882,0.87,0.8613861386138614
0.975,0.9596774193548387,0.9916666666666667,0.9754098360655739,0.915,0.946236559139785,0.88,0.911917098445596,0.9,0.8921568627450981,0.91,0.900990099009901
