target_mae,target_rmse,source_mae,source_rmse,trans_source_mae,trans_source_rmse
36883669.65567892,51961707.55373504,50678070.709765404,67482163.8030879,47914185.19688696,63379266.16161672
29842702.13841722,43643780.50105147,48113264.78363384,69575549.76753898,44384291.6063962,65879727.57898752
27078770.215082124,42017103.04216892,42476908.89823696,55686980.15142758,38426802.82438891,51832781.747410424
35658392.253974535,54019133.55289261,52559633.316382475,68482394.23278981,47363298.982323974,68422637.1808754
32760703.359118335,47216832.426001556,47729951.84243596,65808083.338437505,44787158.39295986,63625035.076472774
26701817.257980336,39305615.96431127,41536045.863662526,54126076.445933126,34168662.54910908,43689061.40254717
31373899.832098376,43937327.9107194,38558299.17627967,50946804.546124905,33926699.92264866,46718000.45518016
22931243.309043527,35526954.71189315,40740762.20173529,53724685.57793304,34189043.87860459,48541758.12571174
32138218.478089366,47541206.53042342,41985401.04525637,57159022.14612215,36723114.01352534,53398693.558360785
25781117.934498105,40335768.1265019,38593498.592304684,58904222.33102301,33891369.67761497,57046490.63420777
22823072.427138526,32091319.786373686,39448369.00042134,54313034.936605036,36315768.119175814,53725474.27156484
31789646.613945488,46711056.64564609,50528498.007105425,65943826.56020337,41953096.94717543,60323246.89417014
27068788.40651158,40166703.90569535,43288981.83834996,61674209.104948275,35721263.042339094,55846915.731732875
35347503.9874603,48073032.60603302,48348675.69941094,65417030.61362957,46594342.557059735,63646076.477747634
35590631.00370979,50032494.70025634,49579635.40058656,64984037.75343322,45643767.799037635,60626807.281561695
29064290.19585017,40483472.332450025,45789112.14407956,60356926.79593685,36697364.12297757,48221900.89198251
35227695.98070859,51397155.56020456,49879302.42154012,66233694.396531604,47161198.2991471,62459420.15168891
31546350.972874355,47445208.02339214,38939286.778790005,50447704.50703647,36430441.743215345,46376341.113456324
36521415.60467312,53575172.73977031,49724354.94307115,64160474.29497962,42846722.72014192,55535249.44203656
22619303.672576856,31629633.21941319,36560043.26052949,51241134.21167026,35478440.227776244,53376537.501342684
33199089.557962354,46106295.61712099,43631879.47043881,58333360.52311121,41236233.28741027,57278938.47335384
23858332.296879504,33482189.05262704,45162065.556511685,66763838.93234834,43243515.10889734,63493673.3256571
34514845.82187657,47319729.12185415,59372301.99940429,79535465.86330463,50440551.15952299,69056605.8483177
32773814.186355483,49181374.45229697,44992010.70908001,63549729.655421644,39465000.199468635,56799787.32783559
36349657.29885344,54183520.29443194,47312807.34679569,59711280.235953405,40721167.636160076,52265431.76618419
27962145.10244675,40932747.79615109,37583543.896047555,50924860.42038195,33087565.153333906,47427580.32848539
31361491.35940553,40840305.57329836,50044513.79619796,68748093.72916375,42420506.837201126,62820568.71098022
36487032.52150614,50869804.147853106,45635070.72657324,58667940.81471093,39253963.75309815,53293326.03558478
33253205.673387326,48386884.69022335,55622154.91246167,72631299.48453516,49017304.50466095,67492201.59024452
31312005.210350763,44461487.02375609,58162051.790845096,75349429.75650853,49117023.25664012,65169912.29810463
31952101.69207331,44833186.76105551,42169411.449407555,60807029.183161445,39575272.39832803,57708011.51075631
34989032.088427454,49971805.54823429,43714978.9413303,56307042.48909934,41633504.30430788,53757550.2782368
29822260.911986228,42394757.43074802,37734810.6736216,50907089.50750088,36295983.81958559,50698485.71329437
29214062.462864522,48327229.81165239,37725299.9559835,52746201.57442143,35386956.78344413,49653120.398751736
36048322.39685078,53138675.53535758,50626842.05739724,70378562.9272771,42707297.6242774,61941359.15399182
