target_accuracy,target_f1,source_accuracy,source_f1,trans_source_accuracy,trans_source_f1
0.9416666666666667,0.9396551724137931,0.73,0.7216494845360825,0.63,0.6336633663366336
0.9666666666666667,0.9655172413793104,0.535,0.541871921182266,0.565,0.5538461538461539
0.9291666666666667,0.9270386266094421,0.45,0.46601941747572817,0.52,0.52
0.9416666666666667,0.9391304347826087,0.665,0.6528497409326425,0.635,0.6331658291457286
0.9333333333333333,0.9322033898305084,0.53,0.5392156862745098,0.58,0.5625000000000001
0.9208333333333333,0.9184549356223176,0.58,0.5757575757575758,0.56,0.5728155339805824
0.9208333333333333,0.9177489177489178,0.67,0.6915887850467289,0.665,0.6598984771573604
0.95,0.9478260869565217,0.685,0.6956521739130436,0.66,0.66
0.9416666666666667,0.9401709401709402,0.645,0.6467661691542289,0.595,0.5970149253731343
0.9208333333333333,0.9184549356223176,0.565,0.5396825396825395,0.57,0.5656565656565656
0.9458333333333333,0.9451476793248945,0.495,0.5213270142180094,0.51,0.51
0.9291666666666667,0.9276595744680851,0.705,0.700507614213198,0.62,0.6082474226804124
0.95,0.9495798319327732,0.355,0.3827751196172249,0.435,0.43781094527363185
0.9333333333333333,0.9310344827586207,0.63,0.6336633663366336,0.59,0.5816326530612245
0.9625,0.9617021276595745,0.485,0.45502645502645506,0.545,0.5333333333333334
0.9583333333333334,0.957983193277311,0.65,0.6354166666666666,0.59,0.5940594059405941
0.9333333333333333,0.9310344827586207,0.35,0.380952380952381,0.435,0.4433497536945813
0.95,0.9491525423728815,0.44,0.47169811320754723,0.575,0.5685279187817258
0.9333333333333333,0.9327731092436976,0.44,0.4563106796116505,0.525,0.5077720207253886
0.9416666666666667,0.9391304347826087,0.46,0.5178571428571428,0.525,0.5177664974619289
0.9583333333333334,0.956896551724138,0.525,0.5539906103286385,0.645,0.6502463054187193
0.9458333333333333,0.9446808510638298,0.43,0.4571428571428572,0.545,0.542713567839196
0.9291666666666667,0.9276595744680851,0.445,0.47887323943661964,0.51,0.5148514851485149
0.9333333333333333,0.9310344827586207,0.5,0.504950495049505,0.57,0.5567010309278351
0.9416666666666667,0.9401709401709402,0.665,0.6633165829145728,0.58,0.58
0.925,0.9230769230769231,0.415,0.46575342465753417,0.52,0.4999999999999999
0.9416666666666667,0.9396551724137931,0.64,0.6538461538461539,0.68,0.673469387755102
0.9541666666666667,0.9531914893617022,0.37,0.3225806451612903,0.485,0.46632124352331605
0.9458333333333333,0.944206008583691,0.54,0.5353535353535354,0.58,0.58
0.95,0.9487179487179489,0.51,0.5196078431372548,0.58,0.5670103092783506
0.9458333333333333,0.9446808510638298,0.705,0.700507614213198,0.65,0.6354166666666666
0.9541666666666667,0.9523809523809523,0.31,0.37272727272727274,0.485,0.48756218905472637
0.9625,0.9617021276595745,0.7,0.7058823529411765,0.645,0.6432160804020101
0.9541666666666667,0.9535864978902954,0.735,0.7253886010362695,0.635,0.6256410256410256
0.9458333333333333,0.944206008583691,0.435,0.3957219251336898,0.455,0.44102564102564107
0.9166666666666666,0.9137931034482758,0.395,0.41545893719806765,0.53,0.5346534653465347
0.9416666666666667,0.9401709401709402,0.495,0.47120418848167545,0.525,0.5177664974619289
0.9625,0.961038961038961,0.705,0.700507614213198,0.625,0.6113989637305699
0.9541666666666667,0.9523809523809523,0.4,0.4594594594594595,0.435,0.4321608040201005
0.95,0.9482758620689654,0.495,0.5120772946859904,0.48,0.4639175257731959
0.9541666666666667,0.9527896995708154,0.615,0.6206896551724137,0.585,0.5786802030456853
0.9416666666666667,0.9401709401709402,0.69,0.6836734693877551,0.7,0.6842105263157895
0.9708333333333333,0.970464135021097,0.355,0.35175879396984927,0.44,0.4285714285714286
0.9541666666666667,0.9531914893617022,0.63,0.6262626262626263,0.64,0.6363636363636364
0.95,0.9491525423728815,0.63,0.6262626262626263,0.6,0.5876288659793814
0.9458333333333333,0.9451476793248945,0.37,0.3368421052631579,0.485,0.47179487179487184
0.9458333333333333,0.9446808510638298,0.495,0.45989304812834225,0.52,0.5102040816326531
0.9625,0.961038961038961,0.575,0.5549738219895288,0.58,0.5841584158415842
0.925,0.9210526315789473,0.62,0.6237623762376239,0.65,0.6428571428571429
0.9625,0.9617021276595745,0.53,0.5392156862745098,0.58,0.5757575757575758
0.9541666666666667,0.9535864978902954,0.52,0.5471698113207547,0.525,0.5410628019323671
0.9375,0.9356223175965666,0.555,0.5340314136125655,0.57,0.57
0.9625,0.9613733905579399,0.415,0.43478260869565216,0.475,0.4827586206896552
0.9541666666666667,0.9539748953974896,0.56,0.5319148936170213,0.595,0.6009852216748768
0.9625,0.961038961038961,0.48,0.4851485148514851,0.51,0.5050505050505051
0.9125,0.9098712446351931,0.545,0.5333333333333334,0.59,0.5940594059405941
0.95,0.9482758620689654,0.545,0.5133689839572193,0.565,0.5583756345177665
0.9291666666666667,0.9264069264069265,0.435,0.44878048780487806,0.555,0.5435897435897435
0.9666666666666667,0.9658119658119658,0.505,0.4923076923076923,0.485,0.4771573604060913
0.9208333333333333,0.9184549356223176,0.41,0.4215686274509804,0.49,0.5
0.9625,0.9617021276595745,0.48,0.5229357798165137,0.54,0.54
0.9416666666666667,0.9401709401709402,0.555,0.593607305936073,0.53,0.5104166666666666
0.9208333333333333,0.9184549356223176,0.545,0.5517241379310345,0.545,0.5380710659898477
0.925,0.9217391304347826,0.41,0.44859813084112143,0.47,0.46464646464646464
0.9416666666666667,0.9406779661016949,0.52,0.5102040816326531,0.575,0.5728643216080402
0.9666666666666667,0.9661016949152542,0.61,0.59375,0.55,0.55
0.9458333333333333,0.9437229437229437,0.585,0.5654450261780104,0.59,0.5858585858585857
0.9625,0.9613733905579399,0.31,0.3365384615384615,0.455,0.4522613065326633
0.9375,0.9367088607594937,0.47,0.45918367346938777,0.53,0.5154639175257731
0.9375,0.9356223175965666,0.485,0.4491978609625668,0.575,0.5595854922279794
0.925,0.9224137931034484,0.68,0.6666666666666666,0.645,0.6321243523316062
0.9708333333333333,0.9702127659574469,0.605,0.6291079812206573,0.625,0.6153846153846154
0.9541666666666667,0.9531914893617022,0.505,0.5074626865671642,0.51,0.4999999999999999
0.9458333333333333,0.9446808510638298,0.545,0.5380710659898477,0.59,0.5684210526315789
0.9375,0.935064935064935,0.565,0.5396825396825395,0.515,0.5025641025641027
0.9583333333333334,0.956896551724138,0.435,0.3957219251336898,0.52,0.4999999999999999
0.9666666666666667,0.9663865546218487,0.57,0.5274725274725274,0.545,0.5284974093264249
0.9333333333333333,0.9316239316239316,0.465,0.47804878048780486,0.575,0.5641025641025641
0.9416666666666667,0.9396551724137931,0.71,0.6947368421052631,0.675,0.6666666666666667
0.9583333333333334,0.956896551724138,0.475,0.46700507614213194,0.435,0.4321608040201005
0.9333333333333333,0.9316239316239316,0.665,0.6338797814207651,0.68,0.673469387755102
0.9541666666666667,0.9531914893617022,0.655,0.6349206349206349,0.605,0.5906735751295337
0.9416666666666667,0.9396551724137931,0.655,0.6187845303867403,0.61,0.5979381443298969
0.9458333333333333,0.944206008583691,0.49,0.5048543689320388,0.575,0.5728643216080402
0.9291666666666667,0.9282700421940928,0.525,0.527363184079602,0.54,0.5208333333333334
0.9416666666666667,0.9391304347826087,0.615,0.6130653266331657,0.61,0.5979381443298969
0.9625,0.9620253164556962,0.675,0.6700507614213199,0.62,0.6
0.9541666666666667,0.9531914893617022,0.4,0.41747572815533984,0.485,0.4824120603015075
0.9541666666666667,0.9539748953974896,0.395,0.38578680203045684,0.415,0.4292682926829269
0.9375,0.935064935064935,0.4,0.4444444444444445,0.49,0.47959183673469385
0.9583333333333334,0.956896551724138,0.4,0.4285714285714286,0.455,0.44102564102564107
0.9333333333333333,0.9304347826086957,0.735,0.7309644670050761,0.735,0.7309644670050761
0.9708333333333333,0.9702127659574469,0.42,0.4579439252336449,0.585,0.5561497326203209
0.9708333333333333,0.9702127659574469,0.47,0.5,0.455,0.4784688995215311
