label_code,trans_target_f1,delta_f1,trans_target_accuracy,delta_accuracy,div_score,w_dist,log_w_dist,inverse_div_score,sqrt_w_dist,inverse_log_w_dist
348.4,0.5645624928136139,-0.029461469781359773,0.5645833333333333,-0.3204166666666667,140.5096369522132,8.225651303468309e-09,-18.616008357597995,0.00711694956795096,9.069537641725906e-05,-0.05371720837200081
V43.3,0.6347608958837773,-0.013911179561753584,0.65,-0.21499999999999997,115.37996146162871,8.52311314874968e-09,-18.58048416979923,0.008667016242092996,9.232070812526127e-05,-0.05381991076558719
276.3,0.5892440892440891,0.014787567504958687,0.6,-0.22999999999999998,121.96499869527437,8.537257987618925e-09,-18.578825959435893,0.008199073592403898,9.239728344285304e-05,-0.05382471433788935
518.82,0.5294450335807706,0.010456339554241634,0.5375,-0.27749999999999997,133.36515348071785,8.151248046750529e-09,-18.625094786846923,0.00749821054376533,9.028426245337849e-05,-0.053691001922105755
362.01,0.6909697271202992,-0.024813584927380616,0.7020833333333334,-0.25791666666666657,110.53770326238633,8.701769900030015e-09,-18.559739395191272,0.00904668697183144,9.328327770844041e-05,-0.05388006688601967
693.0,0.5399536985176057,0.0074642470408123884,0.5541666666666667,-0.25583333333333336,131.57460241650807,8.635893854346103e-09,-18.567338615436302,0.007600250972710023,9.292951013723307e-05,-0.05385801491058236
294.8,0.5809128630705395,0.0010809302974302826,0.5916666666666667,-0.22583333333333322,118.09313075102459,8.599795633092798e-09,-18.57152739756317,0.00846789304035217,9.273508307589311e-05,-0.05384586731036529
V17.3,0.6910569105691058,0.001765430748478014,0.6833333333333333,-0.18666666666666665,102.178112550658,8.238507198571522e-09,-18.614446674659334,0.009786831788502834,9.076622278453324e-05,-0.05372171504626802
197.0,0.551765143069491,-0.008103690416548459,0.5645833333333333,-0.3354166666666667,161.76929492993565,8.019860265231215e-09,-18.641344838507653,0.006181642816908565,8.955367253904898e-05,-0.05364419834851657
453.8,0.5085380330563418,0.01167610837014943,0.51875,-0.3162499999999999,150.32152563215868,8.189438126391105e-09,-18.620420546271102,0.006652407203789497,9.049551439928449e-05,-0.053704479848617516
V45.01,0.6596528896045804,-0.004083246732707546,0.6625,-0.16249999999999998,99.04301670603624,8.67455751570765e-09,-18.562871519249235,0.010096622995319713,9.313730464055555e-05,-0.05387097567114145
518.84,0.5944849228105613,0.007534568200632252,0.5979166666666667,-0.3070833333333334,136.62838215560038,8.540330263462003e-09,-18.578466157357163,0.007319123480955382,9.241390730545918e-05,-0.05382575674063357
584.5,0.6273936170212766,0.0005968324991701968,0.6375,-0.26250000000000007,122.70708107598398,8.717301562319653e-09,-18.557956100778675,0.008149488939279465,9.336649057515042e-05,-0.05388524439704009
486,0.5642089583998298,-0.0035321414447412325,0.575,-0.2250000000000001,118.3445255369972,8.599905624965407e-09,-18.571514607588394,0.008449905016412249,9.273567611747598e-05,-0.053845904393354974
V09.0,0.5798181336629293,0.013151466996262684,0.5875,-0.3524999999999999,156.27547060822573,8.614125382835376e-09,-18.569862494716297,0.006398956893925769,9.281231266828435e-05,-0.05385069492488332
397.0,0.6611224454510876,-0.029689310257423385,0.6708333333333333,-0.1941666666666667,100.85092351980283,8.588588789710008e-09,-18.572831399695673,0.009915625609552723,9.267463940965732e-05,-0.05384208678146864
070.54,0.5381355932203391,0.016221851296120526,0.5416666666666666,-0.30333333333333334,147.30873110976052,8.552212502240087e-09,-18.577075815281667,0.006788463877642763,9.247817311257877e-05,-0.05382978515797363
041.11,0.5514176245210727,0.01262163789899906,0.5666666666666667,-0.3158333333333334,155.3853881175502,8.614412031119093e-09,-18.56982921873043,0.006435611559843017,9.281385689173299e-05,-0.05385079142199927
765.26,0.8847717111502507,-0.004570692477867233,0.8833333333333333,-0.09166666666666667,39.783645683052725,8.927241296602922e-09,-18.534158415137686,0.025135956819210915,9.448407959335224e-05,-0.053954432545653366
458.29,0.5810268966006671,0.013922299265734517,0.5875,-0.21000000000000008,121.00390882601593,8.493263187593598e-09,-18.583992553862213,0.008264195840465272,9.215890183587041e-05,-0.05380975035917001
276.7,0.6127571718342509,0.01619223006807069,0.61875,-0.2287499999999999,124.93277421366183,8.938307487791164e-09,-18.53291958472312,0.008004304765455585,9.454262259844057e-05,-0.0539580391221419
765.28,0.8951612903225807,-0.0036241347786338807,0.8916666666666667,-0.07333333333333325,45.71414819713701,9.036456926942143e-09,-18.521998672228467,0.021875065804302315,9.506028049055053e-05,-0.05398985377854394
507.0,0.5588276836158192,-0.004375062271268049,0.5708333333333333,-0.25416666666666665,122.53708336552124,8.463631722310572e-09,-18.58748747384627,0.008160794859275834,9.199799846904591e-05,-0.05379963275870722
779.89,0.889795918367347,0.026542586983794525,0.8875,-0.04250000000000009,43.68865336729473,9.146869715975664e-09,-18.509854123734762,0.02288923834737829,9.563926869218346e-05,-0.054025277201818836
428.21,0.699387734618087,0.004290622520902065,0.6916666666666667,-0.22333333333333338,106.89430616274088,8.686607442645946e-09,-18.561483371748515,0.009355035229636585,9.320197123798373e-05,-0.05387500449032263
443.9,0.6163502109704642,-0.00891046186054123,0.6229166666666667,-0.19708333333333328,111.7038198401209,8.80693720770141e-09,-18.547726106965538,0.008952245334414499,9.384528335351442e-05,-0.053914964790452304
578.9,0.540084388185654,0.0022692621352338183,0.55,-0.2799999999999999,134.58249781704512,8.528953118373465e-09,-18.579799212356466,0.007430386686383437,9.235233141818058e-05,-0.053821894874673974
780.57,0.5495901639344263,0.03687738651576655,0.54375,-0.24625000000000008,139.34978065773026,8.696850188670452e-09,-18.56030492412007,0.00717618639426632,9.325690424129708e-05,-0.053878425170722735
274.9,0.623924598608143,0.012570886817749871,0.6291666666666667,-0.16083333333333338,109.32986820800224,8.688945160586564e-09,-18.561214290469994,0.009146631349609607,9.321451153434515e-05,-0.05387578551439043
