target_accuracy,target_precision,target_recall,target_f1,source_accuracy,source_precision,source_recall,source_f1,trans_source_accuracy,trans_source_precision,trans_source_recall,trans_source_f1,transfer_score
0.8958333333333334,0.8861788617886179,0.9083333333333333,0.897119341563786,0.465,0.46846846846846846,0.52,0.49289099526066354,0.52,0.5192307692307693,0.54,0.5294117647058824,13.980626964370288
0.9083333333333333,0.8951612903225806,0.925,0.9098360655737704,0.38,0.3695652173913043,0.34,0.3541666666666667,0.425,0.42105263157894735,0.4,0.41025641025641024,14.874239011589117
0.9,0.9067796610169492,0.8916666666666667,0.8991596638655461,0.485,0.4838709677419355,0.45,0.46632124352331605,0.435,0.43434343434343436,0.43,0.4321608040201005,14.920170938139389
0.8791666666666667,0.8760330578512396,0.8833333333333333,0.8796680497925311,0.475,0.4731182795698925,0.44,0.455958549222798,0.55,0.5510204081632653,0.54,0.5454545454545455,17.090306532220893
0.8583333333333333,0.8771929824561403,0.8333333333333334,0.8547008547008548,0.385,0.37362637362637363,0.34,0.35602094240837695,0.41,0.41509433962264153,0.44,0.42718446601941745,13.845167177635558
0.8875,0.8661417322834646,0.9166666666666666,0.8906882591093117,0.39,0.39622641509433965,0.42,0.4077669902912621,0.485,0.48514851485148514,0.49,0.48756218905472637,12.008466255007757
0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.56,0.575,0.46,0.5111111111111112,0.535,0.5346534653465347,0.54,0.5373134328358209,12.90659575618997
0.8708333333333333,0.8677685950413223,0.875,0.871369294605809,0.375,0.3786407766990291,0.39,0.3842364532019705,0.47,0.47,0.47,0.47,14.690056334790743
0.8583333333333333,0.8412698412698413,0.8833333333333333,0.8617886178861788,0.405,0.39080459770114945,0.34,0.3636363636363637,0.43,0.43137254901960786,0.44,0.4356435643564357,12.681177523660597
0.875,0.8629032258064516,0.8916666666666667,0.8770491803278689,0.685,0.6947368421052632,0.66,0.676923076923077,0.665,0.6774193548387096,0.63,0.6528497409326425,14.208458709228424
0.8875,0.8780487804878049,0.9,0.888888888888889,0.62,0.6052631578947368,0.69,0.6448598130841122,0.665,0.6774193548387096,0.63,0.6528497409326425,11.35175820474941
0.85,0.8888888888888888,0.8,0.8421052631578948,0.59,0.5789473684210527,0.66,0.616822429906542,0.635,0.6310679611650486,0.65,0.6403940886699507,13.053700496171162
0.875,0.8629032258064516,0.8916666666666667,0.8770491803278689,0.625,0.6146788990825688,0.67,0.6411483253588517,0.695,0.6893203883495146,0.71,0.6995073891625615,12.892959046952468
0.8833333333333333,0.8898305084745762,0.875,0.8823529411764707,0.42,0.3918918918918919,0.29,0.3333333333333333,0.455,0.45054945054945056,0.41,0.4293193717277487,15.259381653610193
0.9,0.9067796610169492,0.8916666666666667,0.8991596638655461,0.625,0.6126126126126126,0.68,0.6445497630331753,0.545,0.5436893203883495,0.56,0.5517241379310345,15.50964773483654
