target_accuracy,target_precision,target_recall,target_f1,source_accuracy,source_precision,source_recall,source_f1,trans_source_accuracy,trans_source_precision,trans_source_recall,trans_source_f1
0.8041666666666667,0.8016528925619835,0.8083333333333333,0.8049792531120331,0.51,0.5116279069767442,0.44,0.4731182795698925,0.485,0.4838709677419355,0.45,0.46632124352331605
0.775,0.7578125,0.8083333333333333,0.782258064516129,0.495,0.49411764705882355,0.42,0.4540540540540541,0.61,0.61,0.61,0.61
0.8291666666666667,0.8376068376068376,0.8166666666666667,0.8270042194092827,0.515,0.5154639175257731,0.5,0.5076142131979695,0.475,0.47126436781609193,0.41,0.4385026737967915
0.825,0.8145161290322581,0.8416666666666667,0.8278688524590163,0.47,0.47115384615384615,0.49,0.4803921568627451,0.55,0.5454545454545454,0.6,0.5714285714285713
0.8375,0.8347107438016529,0.8416666666666667,0.8381742738589212,0.44,0.43617021276595747,0.41,0.4226804123711341,0.495,0.49473684210526314,0.47,0.482051282051282
0.8208333333333333,0.8181818181818182,0.825,0.8215767634854773,0.52,0.5232558139534884,0.45,0.48387096774193555,0.53,0.5319148936170213,0.5,0.5154639175257731
0.7833333333333333,0.7982456140350878,0.7583333333333333,0.7777777777777778,0.515,0.5145631067961165,0.53,0.5221674876847291,0.485,0.4835164835164835,0.44,0.46073298429319376
0.8291666666666667,0.8319327731092437,0.825,0.8284518828451883,0.46,0.46,0.46,0.46,0.53,0.5288461538461539,0.55,0.5392156862745098
0.8458333333333333,0.8738738738738738,0.8083333333333333,0.8398268398268398,0.545,0.5473684210526316,0.52,0.5333333333333334,0.56,0.5566037735849056,0.59,0.5728155339805824
0.7958333333333333,0.808695652173913,0.775,0.7914893617021276,0.44,0.43617021276595747,0.41,0.4226804123711341,0.47,0.46938775510204084,0.46,0.46464646464646464
0.8291666666666667,0.8434782608695652,0.8083333333333333,0.8255319148936171,0.57,0.5729166666666666,0.55,0.5612244897959183,0.565,0.5643564356435643,0.57,0.5671641791044776
0.8958333333333334,0.8925619834710744,0.9,0.8962655601659751,0.53,0.5357142857142857,0.45,0.4891304347826087,0.52,0.52,0.52,0.52
0.8208333333333333,0.8235294117647058,0.8166666666666667,0.8200836820083681,0.51,0.5102040816326531,0.5,0.5050505050505051,0.515,0.5164835164835165,0.47,0.49214659685863876
0.8375,0.8521739130434782,0.8166666666666667,0.8340425531914893,0.48,0.47959183673469385,0.47,0.47474747474747475,0.46,0.45918367346938777,0.45,0.45454545454545453
0.8541666666666666,0.9047619047619048,0.7916666666666666,0.8444444444444444,0.505,0.5054945054945055,0.46,0.4816753926701571,0.5,0.5,0.46,0.4791666666666667
