target_mae,target_rmse,source_mae,source_rmse,trans_source_mae,trans_source_rmse
4.66908687050564e-310,4.66908653872514e-310,4.66908687050564e-310,4.66908653872514e-310,6.9295692123233e-310,6.92956921232013e-310
185576.84904376455,268730.31293851795,1016660.9875012828,1575654.9639271346,768546.5257535977,1339238.023924569
6.9295692123233e-310,6.9295692123233e-310,6.92956921232013e-310,6.9295692123233e-310,6.9295692123233e-310,6.9295692123233e-310
117978.14132661323,162511.0713499274,903118.9001388192,1914403.0060666285,557421.7767886531,915125.4367259918
110117.34908448014,177539.08818769496,821745.2381789881,1272063.1833254907,712091.8012408796,1079236.7783382651
162735.49451926778,254997.55081257544,712942.3626186628,1069753.88006268,621875.6900318692,856922.0185693222
6.9295692123233e-310,6.9295692123233e-310,6.92956921232013e-310,6.9295692123233e-310,6.9295692123233e-310,6.9295692123233e-310
144639.6448783697,223274.84452343726,780288.1156094414,1361226.3830242106,569417.81866539,972645.4138186295
143052.3387658933,212305.70904743604,813029.3979535603,1485056.9883447408,746095.6950537891,1412245.01435096
122451.95166185366,187208.71459416632,904782.7426907821,1506892.0417320826,788712.3628219669,1397111.2035043682
94799.0156526921,142684.4786119546,752108.2724755778,1121244.912790512,644746.0998827212,961446.9230534404
85330.88194822297,121304.30465800162,724098.6075391759,1196462.681015769,699138.8706418299,1372668.5871020027
116267.02922380908,159495.8531866048,936747.1824730404,1878752.1293339976,880381.6217442348,1985799.3023980132
129752.44234211183,248674.9423718893,991311.605514138,1810287.7613835863,721985.0935147399,1143738.4288023703
6.9295692123233e-310,6.9295692123233e-310,6.9295692123233e-310,6.9295692123233e-310,6.9295692123233e-310,6.9295692123233e-310
81492.03400341707,162564.2039874576,808964.111327275,1684830.824102045,722641.5539525892,1232377.8418827795
145398.36837038028,198810.04398965635,885644.8785406027,2413121.05013561,530767.1658932712,733324.7725402752
88009.18975339933,123758.8128539576,864923.6057550828,1407518.8324926447,646535.2997931782,1180540.933053565
