source_mae,source_rmse,target_mae,target_rmse,trans_target_mae,trans_target_rmse
563173.307824585,972725.6431146327,591371.6144245482,935154.6783654504,598618.6180717946,960039.5720143861
563196.0387409655,972781.8346213652,591369.4803553784,935146.3247738868,598538.4318224839,959891.0643156209
563156.171189723,972805.1658900022,591404.2612821002,935123.1988390044,598599.8157922789,959897.0643031806
563208.78044504,972749.1641685289,591404.4185416781,935213.352221799,598596.8693822317,960006.7324200177
563216.912728478,972750.3368966555,591359.1784896742,935151.0546057669,598571.4315928265,959946.8819025975
563258.0427230673,972756.6650455322,591383.023362792,935224.3744155833,598549.3960968453,959976.3872910355
563171.1285033696,972762.7016483854,591383.1218208913,935139.9778137835,598558.6707668671,959940.5395332527
563226.0003784962,972750.8356493224,591368.1081982807,935187.0176987003,598529.2940089838,959964.2817012559
563212.8719043748,972747.211097877,591353.975997472,935138.9365913939,598647.9708517034,960063.3984931059
563278.641374113,972847.696272323,591349.0275275469,935140.6173207706,598583.3791047803,959952.6015641365
563207.1202648451,972749.1847143474,591346.898020567,935122.5477967326,598592.900106636,959965.6118175895
563301.9195541507,972658.3575636949,591218.7599019972,935173.6290065128,598523.1411487987,960149.8480211209
563180.4118163153,972738.5795095878,591277.2384713984,935114.1382648371,598597.8116038186,960084.7338566472
563214.8757089846,972630.2070659028,591448.2664645835,935269.2049016766,598601.8846181335,960092.6183200334
563217.3118878237,972721.580907503,591327.0126680163,935117.1825967468,598555.6275122794,959906.8292039776
563200.407035179,972810.7366363134,591414.9246603345,935196.5662522573,598611.8326544295,959974.016915566
563238.3311564717,972706.7593362065,591358.1547627657,935268.5939147371,598611.1899559981,960162.1721149564
563217.8858074882,972713.3774637684,591381.9922857143,935222.5649990657,598568.922313253,960069.0915746246
563204.2627568636,972693.7313695449,591388.64580612,935176.5649873768,598606.4485205015,960022.6596786099
563210.3401409474,972771.4663423366,591383.9835326881,935177.201944473,598591.2830628889,959951.7518321256
563227.9679967684,972771.0406303109,591432.6790774502,935189.5977126666,598496.3742192759,959797.5473323896
563209.3617647622,972771.7727942783,591401.6230166602,935188.6678660724,598593.3710357153,959961.4813533631
563207.4440120256,972754.133494791,591420.1992348857,935207.4023321795,598582.1405461236,959953.3425342098
563224.803853734,972740.1887889873,591315.4027575073,935106.4954347507,598580.1664435494,960005.2046918914
563197.1648875681,972778.7902886209,591341.4664139382,935122.8634125569,598546.7310546564,959896.0937946916
563254.5633758632,972781.5967440541,591399.1289942518,935229.5123798669,598621.4110301773,960061.5461436806
563207.0398230223,972706.7780346447,591371.3415612263,935207.1534755059,598593.8467671188,960027.3814699257
563186.5283189012,972749.3815178286,591336.8625703353,935131.8268911736,598596.288026883,960011.4916726252
563211.2030028052,972749.8086279359,591372.5818208952,935167.2503858187,598558.8938887005,959940.5738102449
563177.4209030482,972726.336512692,591375.6149039606,935208.2649530374,598593.4223439865,960033.7797100133
563214.626608713,972761.9241814227,591372.8847189664,935188.3390199615,598596.2162976853,960035.6603031316
563229.5323682706,972727.0139938885,591374.3621547874,935201.9278586454,598564.1826802167,959949.0296067281
563210.2470343492,972706.258542047,591368.118870403,935159.6285492806,598588.6244900967,959981.3742145156
563219.0983925548,972732.0676360019,591360.5648195468,935179.4805525938,598546.9550591634,959939.1590671988
563200.9206606135,972822.8587584483,591422.0286709231,935199.374009357,598483.0836339772,959730.7664171053
563224.6019837717,972759.8177967863,591385.0099545898,935211.2772084207,598588.82823463,959983.1315915489
563190.7719126185,972726.8921776529,591398.8817882708,935215.3250353255,598601.4903590309,960034.642901548
563207.160345632,972769.2867717919,591369.9155413664,935060.9222695447,598642.5163023847,959998.2388210659
563256.3797918648,972755.9686997416,591359.006720762,935249.731651067,598533.6467729452,959858.4143020076
563220.4159497533,972771.1564649036,591366.9933429462,935180.3655185857,598569.7386433708,959989.134062412
563211.250975614,972757.7612450457,591389.0510820831,935201.0165776067,598601.9647467047,960045.9902081493
563184.7183722262,972755.256431458,591377.1997628093,935172.2513637724,598499.8008452785,959886.6234160087
563188.7692429139,972798.7827754455,591402.6098555768,935212.4193478753,598613.0597516217,960015.9021808626
563212.3079175772,972750.4001925049,591305.9479728842,935084.9232012725,598570.8320825199,959958.7641146987
563250.884241857,972739.3126468423,591381.1035110841,935238.4064703275,598606.5663538185,960145.5799834811
563170.359372214,972703.0611567805,591419.8848508402,935215.4860597622,598598.0513651776,960017.4477763418
563201.1680346838,972790.3153957537,591395.6469417111,935190.2675440949,598567.1686295907,959933.4786622218
563244.7160706073,972731.4030319739,591394.1408347373,935203.61418413,598576.2111847483,959947.144309901
563210.6982977425,972756.3835700982,591406.1724244222,935226.3153960515,598647.1180647884,960065.825902023
563204.3680148311,972757.388706382,591386.9092707826,935187.9955355371,598624.8063770614,960040.6918290545
563150.8914714631,972715.6226561889,591374.0507211708,935181.4583043392,598540.7151817927,959930.9806647584
563335.4663091681,972708.6100278464,591382.5859080687,935187.0001252819,598550.4759951311,959895.1871347874
563211.7387625503,972752.3721153557,591398.6693638058,935183.7101750404,598601.9379439203,959982.0673754553
563205.7111335467,972757.6215144565,591390.7520454151,935190.8404616903,598604.837631323,960008.4883887122
563210.8663816043,972744.9610681663,591419.0138380207,935236.3473048054,598635.8647197286,960066.7947651496
563156.631826987,972787.0692181773,591398.2602222433,935190.9306869498,598532.1207997536,959851.0384876108
563161.1253594409,972807.8403116189,591269.9637571509,934987.9632834515,598621.0576701206,959900.3082972827
563196.294616827,972754.5919503553,591407.07370782,935230.8281853654,598618.7884144771,960074.6918201846
563215.7344982205,972756.9543661019,591477.8378570522,935379.9289439543,598678.3847595823,960135.617607884
563207.5034327084,972738.6102360135,591357.1562357614,935155.7516444146,598523.3252801652,959904.2707847824
563211.4261118877,972771.2769131201,591403.9701736078,935213.5726889638,598617.8183940016,960018.2764754567
563238.0752713438,972714.1388437017,591320.7665170152,935114.9448269051,598564.7000258799,959982.8916670673
563188.5474547137,972748.5396050188,591373.0103112402,935177.1231838366,598564.821881599,959979.1980308404
563209.4957123206,972748.8960483444,591466.6866896102,935254.414204771,598643.520161101,959973.1024706796
563277.7018823904,972753.7161777157,591397.8170663553,935214.7793856733,598569.680178304,959960.7064117057
563240.5339043874,972660.8205498045,591272.1280428136,935046.3084987829,598533.2969451408,959931.3909699463
563223.2980257228,972760.3534312863,591352.9495067928,935167.312877823,598566.4341383289,959932.7755228016
563214.5156079158,972740.3019703829,591420.1415821366,935240.9608416175,598602.2678999243,960024.9209527912
563213.6757114888,972758.4904100035,591363.8841083952,935163.740977996,598546.5599375144,959936.871230377
563199.6477073362,972757.5683708615,591371.0428491206,935170.3535933801,598566.3495577719,959960.4683084063
563207.1836438979,972765.1779072167,591371.0609070753,935150.2465721322,598574.0558892653,959909.2284200203
563217.1470788275,972750.2932925533,591396.4267237989,935216.2940152924,598583.3982858075,960057.152014596
563196.088812759,972833.4757849548,591397.3706058272,935217.1040396636,598599.7748805328,959956.7032415868
563200.8561293486,972638.2346934102,591346.8926687111,935164.9910241327,598570.0880000305,960033.3296049623
563248.3296914325,972735.9029716939,591371.0260711422,935187.42678892,598601.6171765435,960034.8515978915
563245.3277076912,972747.5759471897,591390.7083337414,935180.3863427337,598559.2665306035,959872.9887781092
563241.8575625137,972800.8008034658,591441.2907154391,935260.3666507462,598625.5658200089,960053.7385879655
563217.4447310135,972793.7081845516,591379.26849416,935171.0978720514,598618.7456181851,960005.4816936913
563167.9643825267,972803.4055665123,591356.4026749494,935134.1948537902,598561.6058517363,959900.9265418055
563203.5833972894,972733.8804023896,591297.2446691851,935062.2702875438,598425.5507730035,959785.952437249
563210.5905920469,972741.8073039018,591396.4433275755,935200.4414576,598598.0920779045,960011.755633076
563168.1369108247,972715.3026716365,591375.3715944189,935154.7887606489,598592.0182588248,960006.9886883012
563189.254933909,972749.3857686063,591394.624067083,935196.8583264292,598610.3495056906,960045.7685838846
563209.2118121902,972740.8806720712,591364.0394730859,935195.5130560393,598573.2076207629,960019.0252650906
563214.3248381462,972752.7445707882,591364.4797060603,935091.3791906303,598475.8904712789,959778.7083811508
563207.3511274392,972785.9243325288,591423.5300941424,935206.1913889581,598616.9984957133,960008.8358608268
563194.258642227,972746.5785440345,591431.0442269227,935197.9329613625,598546.7928363155,959890.1726830562
563238.2741340667,972773.9620883258,591391.0427965835,935309.7183868563,598668.9056994378,960314.0630002609
563258.0888604706,972896.5852969554,591366.9657635981,935208.7355084493,598606.8509840205,959964.1431416633
563195.8715802085,972737.3437469682,591361.2078953012,935162.2514888498,598544.8648004628,959948.7780203474
563163.5295200733,972729.9271522523,591367.8482755745,935152.5164809849,598525.748455057,959907.7320365249
563214.6047050051,972752.1129873663,591388.1893251188,935197.9658158729,598571.1800047203,959983.7380123663
563212.8985258429,972738.3288574141,591399.9593800337,935261.7489869327,598606.1308636894,960116.3463844446
563234.9603256087,972677.274208897,591367.7831697259,935173.2612738531,598572.7695305771,960022.9878279016
563182.0568622762,972716.8143696901,591376.8130806647,935178.8435149229,598548.2977777632,959951.8097178792
563208.5172596786,972736.4376661542,591373.5186858366,935191.5348434442,598533.8790775875,959885.7903008441
563182.434141302,972741.9001470644,591375.5909484116,935171.4967686941,598578.6811285109,959994.5550591386
563253.8347717137,972765.8369093238,591361.4310061418,935190.3418626728,598548.2918179826,959946.5257248153
563188.3574282349,972706.5174557006,591391.443343557,935231.8327997538,598612.5441778026,960133.8686886262
563180.0196325817,972791.7135919322,591391.9772619549,935149.2346386273,598560.8484021687,959901.7982284367
