target_mae,target_rmse,source_mae,source_rmse,trans_source_mae,trans_source_rmse
592054.238549962,983469.4980703285,732735.2038791899,969128.8286733151,626347.5273816016,847387.7659599512
596583.4725214291,912203.332793576,687240.8243163499,882912.374922351,601997.3992370905,769977.6264055364
505061.89929803554,877119.191704389,798208.6957195817,1622575.0544321137,803548.2045826993,1685915.938916991
543227.8594643975,889383.2165690868,777988.0894170025,1055918.7304076913,765895.4188459794,1034768.8852449073
558301.1141889337,816793.1810640573,621492.011315346,1310618.0945761248,609455.6681894329,1327716.4142163198
444477.78329954285,634262.337958037,547960.311323245,716091.7168930962,520689.3315393816,694261.8318219578
522843.94977257226,841160.9921835053,777720.4270055474,1331465.3102527976,725330.1275732681,1295557.2307913636
724269.4102214511,966578.156062475,929176.2041399097,1277839.5958805818,693076.2902206992,1047335.1222128428
365811.16286017164,458082.244854443,654720.294083762,1403901.3428588146,625631.4427724632,1319635.0609032952
342298.1708007423,527400.6928689358,669819.0696080184,1010771.0672013311,644396.0817458929,1034756.9017720597
495267.16586958256,875257.9239154939,823334.4140993387,1135346.2036711893,711088.0659878609,1110858.875056998
460128.1792594435,668033.5377649876,701422.2161815153,1394483.036627015,706601.6020531564,1400660.4114841449
401988.4359252671,571749.374577104,749015.9485603468,1050027.8812374386,691460.6806436025,1022154.8443400637
539490.6331990407,816508.911101074,734006.6561578545,929029.6679801196,588149.3657437828,778511.3103908316
516071.94278435333,966792.8980576831,690988.8518830208,921286.0841086057,651579.0014386567,918124.629290356
346493.9686196444,526179.0339018961,645659.5853854964,923404.9086811491,623278.321690223,894135.5245426754
436874.0954283542,701113.3631931386,546144.603758778,748404.5922413913,553019.0844574884,813498.4598122392
410389.7653954527,719385.0310016712,750397.0757381138,1290886.998968597,773104.7220422113,1386056.9742483443
449529.09509111644,795085.4260644581,640061.7510492941,842426.8739008026,583580.6689945016,824630.6012599281
697197.3588326997,1012353.5041700079,966366.708413858,1459552.9271426548,967714.3392133083,1473961.0360742966
382662.83478738175,504335.42785814113,985641.2605145293,1271155.3244594382,674243.9118125142,1039340.5344265536
521795.1534691677,775917.5013109163,805420.1304773852,1181655.2382588654,691006.155708823,1245796.2063823892
450916.3990825398,708242.6626745374,923976.7367615906,1581532.3636940387,832096.1999436109,1440895.100395341
614019.142511077,1208940.801587459,904613.3204734714,1138558.8125403938,685455.3001951249,942562.6907657774
562204.4234766264,799742.6173718574,692956.799231475,927097.8461352782,643384.962687307,873417.4568410651
472702.27405387646,658890.8366109333,688901.847545364,1000399.924691364,673135.8029259375,947783.5598382809
410608.3183692926,579317.3748503246,762232.2384528798,1066206.5702866327,629770.6663806941,964465.8802538669
708203.3501307699,941426.590216882,1351492.734649618,2172812.942675538,942544.3509553154,2045131.586167797
479894.1632876759,636713.8184936802,911246.7638394333,1368485.8202323166,693857.4258414996,1229779.3173550565
461590.59087881446,676435.5441375267,962761.7610107568,1372945.5897535335,760734.9497060482,1204802.5431106028
308052.9924194133,419474.1668186468,759226.1271782446,1321913.5905908963,639745.2906008367,1173516.395235287
518690.3333390774,666888.2163208635,987180.3477607861,1731247.7387348416,863923.9396803819,1607567.7557479173
393358.866108667,606791.5344218559,614991.540885462,1244706.74415388,547683.5670852901,1145238.0894645422
451059.89501046547,684417.8282348523,728512.8450804244,1238689.3955598068,718752.9132289531,1167692.5185030266
578760.9702958912,860175.219510345,904051.939252357,1254692.747696265,776622.2205093275,1127661.0329689907
693382.0480459429,1046317.7125405939,802630.6948851501,1093821.357126826,693915.649268635,1043523.5603147944
480468.9916109867,655487.3261866231,689105.1434672527,977959.4825020918,581789.0680958751,832117.6545953711
549803.3537121114,763211.0092039716,1370563.5894569885,1988615.273888682,905885.2870603817,1695193.1604131283
465779.22510655655,917087.318634362,606957.5013904322,773460.3526736697,531426.5684610774,726500.9709661609
593254.3535537777,859308.2748272237,692357.103509264,837493.9168567046,619610.8945637554,753545.5085075969
328637.7289182444,456226.9534696569,618153.3582551369,1329619.5625556086,599635.3150788848,1292965.68875092
453935.27980145643,667743.7878151117,684532.8353993861,1091714.3462204316,653040.8951342981,1058961.1281395496
316935.9695304,421773.30552986125,779519.5629895357,1181897.0580412252,642068.5983145286,1099342.3786911946
507889.08793552994,740691.8521237144,804519.948528015,1396293.0168977024,685537.5086158374,1268787.825481715
