source_mae,source_mse,source_rmse,target_mae,target_mse,target_rmse,target_clf_mae,target_clf_mse,target_clf_rmse,trans_target_mae,trans_target_mse,trans_target_rmse,label_div_score,wa_dist,coupling_diff,diameter,max_h
399034.6744499865,332989968922.88574,577052.8302702325,868757.041168652,2013772135342.811,1419074.3938718685,268979.7627707623,129336421261.16562,359633.73209581664,656536.4653301486,1488924459748.0312,1220214.9235884764,82124050.81836838,0.3452081405440028,0.28022232647118367,1.0,0.3464347180974955
335044.796237463,194681235078.66858,441226.9654935752,698698.5937391183,919297326134.856,958799.9406210119,291012.3219312872,162018404587.41516,402515.09858316515,554910.9809292976,689941550085.3628,830627.2028325119,65003090.77531133,0.3616962645170612,0.2680707858825863,1.0,0.2571342137843631
285642.5756347916,140243441796.39133,374490.910165242,635664.7374876033,871118128145.0507,933337.0924510879,251678.993346274,111786126442.57129,334344.32317981904,563399.8241263796,841661248121.4968,917420.9764996094,58652604.80289896,0.35803634636801,0.2712903688947906,1.0,0.26942162556429977
260555.10612972267,122598048848.97835,350140.0417675453,875357.0589919065,1572776908225.5557,1254104.026078202,245780.7812861756,115629009450.47543,340042.65828050964,648980.4508875925,1051945625131.8503,1025644.0050679623,82438584.4532333,0.3454631679842766,0.27994429927766423,1.0,0.2802097142480458
318082.8021773891,175911657535.1053,419418.23700824607,927074.7284906112,1680624798955.3494,1296389.1387061793,269625.2132702799,132411676654.90039,363884.15279440297,636414.0468446963,843293458852.6516,918310.1103944416,86320618.97785106,0.3852451780431294,0.25336959827067623,1.0,0.39083007139603165
304898.5889633119,190043346375.4556,435939.61322120705,823533.7647763368,1426875511324.6975,1194518.945569595,322253.384282627,165866988873.03763,407267.711552288,616381.3173405131,1010718402021.6265,1005344.9169422535,80513523.12831408,0.35924134931407836,0.26978850949665334,1.0,0.2610644419569848
327403.63538182614,173668273286.16974,416735.2556314017,764985.6809440072,1037268087349.9253,1018463.5915681646,249528.9105414789,111950711075.70258,334590.3630944899,468046.8769607164,468285198359.6177,684313.6695694582,70552956.16456035,0.37038552759285,0.2641254935075342,1.0,0.2651312401813581
325153.54548072617,198590874965.59213,445635.36099101487,690828.9603698457,849399383210.34,921628.6579801758,255769.10733039462,140847611658.47482,375296.6981715598,527270.4947818841,467460992097.5771,683711.190560442,60183190.60250187,0.3574945297411409,0.27234175968779456,1.0,0.22874436962104985
282986.74320084736,148637985242.8589,385535.97139937396,776070.2895953417,1032267816718.8164,1016005.8152977356,267153.79010699043,122409240436.83655,349870.31945684756,518379.9946634291,557780772534.4396,746847.2216822123,68707392.49884821,0.39653480707736266,0.24390763217521377,1.0,0.2866380242779521
382380.52270368923,313601395150.11035,560001.245668356,660728.0780378764,762571256728.9645,873253.2603597678,270819.3546484899,143000919497.24594,378154.6237946139,457986.83701715345,407895385978.8929,638666.8818553948,58196422.57264728,0.4041662937083911,0.23955545169808268,1.0,0.22267254994739372
237620.6032885953,103342692321.15462,321469.58226425503,695175.4858335827,826276392114.9319,908997.4654062198,296040.4504187899,166032819993.92596,407471.25051213853,539185.1139200422,567955097858.2058,753627.9571898894,61052277.06055095,0.40166427608127403,0.24182602085027166,1.0,0.2644130265444334
271745.011724175,161454075107.86517,401813.48298416415,723007.0231011304,1020319467314.5587,1010108.6413423849,307847.09053784626,175494519241.16006,418920.6598404524,584177.0721538918,770418662660.3676,877734.9615119405,61322778.82899701,0.3778240304613326,0.2586785068312396,1.0,0.26794880640945556
306161.93022689765,197672320344.7308,444603.55412966595,727905.749873932,1078798766323.2223,1038652.3799246899,373932.76571485156,226395109501.71542,475809.95103267377,579166.687742088,730904654929.9695,854929.6198693606,65829292.842127055,0.347204350715514,0.2799774778096747,1.0,0.2667040909465703
278610.43934430636,125175685417.48532,353801.7600542503,678287.5790161963,942585261502.8239,970868.3028623521,275789.78433096246,195368706659.9193,442005.32424385945,592583.6654866069,777908890730.2184,881991.4346127282,60493681.21768826,0.3765304208686061,0.26074423984665746,1.0,0.2557646526745989
548414.8587875884,827875454590.4829,909876.6150366119,850456.4773685992,1277407511967.849,1130224.540508588,223565.39338418224,88191396543.04675,296970.36307188426,545417.5683050222,575739975109.8232,758775.3126649702,80993749.13263667,0.3611287007857215,0.26793573849662844,1.0,0.24826182780641906
257545.196511727,133647405044.62851,365578.17911443854,798406.3969418599,1412687304119.8132,1188565.2292237955,411069.4039347536,433620590154.8046,658498.7396759425,561108.1850845643,967366372499.5945,983547.8496237966,73413749.30773658,0.368809117682601,0.2644742119733906,1.0,0.2750736911601723
310611.43413611257,172065744093.54745,414808.08103693865,784058.5290311001,1155453738318.2043,1074920.340452354,250449.96041267354,98825167081.26686,314364.703936792,482720.36711353523,526657596368.0675,725711.7860198135,74263700.12484603,0.3835234379096313,0.25112305038820615,1.0,0.2471205355023091
382891.6790227981,305547826663.35754,552763.8073023211,852821.7739969182,1349477519115.4893,1161670.1421296361,396361.87060968205,307711671787.5341,554717.6505101799,624260.2127347173,805811417253.1105,897669.9935127109,80474015.78335516,0.38870991171511815,0.2485897391762737,1.0,0.2673223911106167
237177.4990284371,105936740628.77687,325479.24761615274,846951.465891722,2276421015546.7437,1508781.3014306426,338802.17119827284,219121272541.83466,468103.9121197714,659427.7360253476,2319288708328.0317,1522921.1103428935,81275864.62258999,0.3615502375813442,0.2678453415256699,1.0,0.24123249293812982
280184.7292602125,157247100855.72415,396543.9456803296,610445.3856350357,700578987382.2289,837005.96615689,272026.41304208804,129251783922.18434,359516.0412585012,402609.24078840343,320831459243.7818,566419.8612723444,53580240.40944099,0.3631420208834942,0.2679733312708298,1.0,0.295453803597447
306729.8651760564,208459114570.723,456573.23023883364,737081.4878297087,1061410363177.202,1030247.7193263774,256464.25952207472,109781304710.95192,331332.61944902426,525034.9139871387,575679528175.8245,758735.4797133349,67463009.73833019,0.3621257451977753,0.26752134156773394,1.0,0.32659084825056284
278910.82049914985,141448519193.27875,376096.4227339563,890270.2132296785,1811702011482.456,1345994.8036610156,446317.1583610429,469208220752.1203,684987.7522643163,545679.8120157069,1104551559500.044,1050976.4790422495,84649417.11767587,0.347745844921694,0.27734796014764296,1.0,0.34258401879691036
291129.9947757809,155322491216.9458,394109.7451433367,855285.0651369437,1516305301170.538,1231383.4907008207,331380.8453537548,238826369152.51144,488698.64860925433,560685.6121654462,704602320933.35,839405.9333441419,81460796.2743758,0.36969796950689765,0.26331577050500454,1.0,0.33480972510084
346790.49721148174,214614515915.0768,463265.0601060659,772985.3605755976,1123688676536.362,1060041.827729624,269483.01532963885,139616732925.69025,373653.2254988444,523745.9580787243,620339884929.5719,787616.5849762001,71550434.65507385,0.40755560553282816,0.23864182183172375,1.0,0.2130903138668068
384089.6553485134,356977378167.1683,597475.838981936,866759.0454875348,1257228599291.1719,1121262.0564752792,307995.8354510372,180241006375.29224,424548.0024394088,555172.0614285809,601684813345.8307,775683.449189056,80752039.26515172,0.3943197024302155,0.2445730012347756,1.0,0.2752020494857216
261721.26249774126,147774213154.8084,384414.11674756225,784923.4528732385,1261861898125.5752,1123326.2652166446,339197.3440555882,298298441590.3653,546167.0455001522,596276.6464620053,1075706291080.9639,1037162.6155434662,73243101.61861338,0.3694057590317585,0.2653605327781163,1.0,0.3111873726775106
286932.7727505571,139730548422.09216,373805.49544126843,840036.724853441,1689237914604.561,1299706.8571814804,301520.45998842857,172066660925.64966,414809.18616352946,587868.5280554923,1003316631386.7781,1001656.942963397,74999572.18184793,0.3340979488559881,0.2881423118330188,1.0,0.3643580361686496
373235.5006895137,247149765486.6741,497141.59500757337,803198.0760246676,1055294091461.4343,1027275.0807166668,294310.8413834112,175839574589.60452,419332.29614424467,586127.4156817532,745591823753.2427,863476.5913174732,71883621.57508178,0.39978531778423376,0.24390497166265845,1.0,0.3153802740902966
461522.0066193224,470083479957.26276,685626.3413531183,856881.9739319831,1621491921904.5881,1273378.1535367207,270496.1083487626,130876632499.26279,361768.7555597675,599929.0492693139,912202347425.1177,955092.8475415978,82142072.11695649,0.365781825298977,0.26657693391309406,1.0,0.3234503060824254
321611.14287180215,173238399922.21185,416219.1729392242,796499.1718492768,1340457112491.8596,1157781.115967893,275600.1599093727,161175728762.96368,401466.9709489981,596871.4927607893,784813647333.1492,885897.0861974596,71327626.11064087,0.3687350701860062,0.2639445910578269,1.0,0.27489008104166124
410128.89429568686,377166636760.9574,614138.9392970921,807548.2760317475,1135442092396.0437,1065571.2516749143,293006.47190979234,156976583085.23956,396202.7045405414,551858.6064025364,505901455762.36725,711267.4994419239,73336850.26819122,0.37932234972139983,0.2562278931279051,1.0,0.22054236070594094
360251.9083029812,253960323356.32748,503944.7622074541,956194.5176159005,1407853629754.7712,1186530.0795828023,225859.80080999635,96489296768.16295,310627.26340127154,558436.8988974228,511020467674.7405,714856.9560931337,90620586.28744665,0.3819057874947028,0.2543208827539903,1.0,0.2522296402386854
235977.76983058007,100088180316.88994,316367.1606170431,788595.9770125517,2316082600756.034,1521868.128569632,567177.2901236104,712635341011.0531,844177.3160960042,628089.9704343934,1892235407665.3418,1375585.478138433,80330153.88961746,0.3819852392836868,0.25719078827194136,1.0,0.28793239293912304
308873.88571143785,159890322390.69434,399862.8794858237,968631.3271126524,7234932608973.8,2689783.004068135,595558.4511647476,678358356388.4817,823625.1309840428,893793.5139447127,7483094562401.852,2735524.549771369,105922533.00501929,0.3826567044067848,0.25323889087881196,1.0,0.25676031767836355
311230.3356620734,199165219905.32062,446279.3070548091,602936.6782209874,916930132226.222,957564.6882724018,300908.04005836084,155955351417.18103,394911.8273959151,451003.0350713982,572767177285.8881,756813.8326470308,54614921.241124265,0.37757858847730563,0.2574655972608257,1.0,0.29943078820639174
386262.0651904978,283762691323.7282,532693.8063500721,813276.7958615721,1064031599200.8883,1031519.0736001387,236269.27085742785,112410403148.35957,335276.6069208521,509433.8043176116,373967395496.7312,611528.7364439477,75149251.8945708,0.39257268695233355,0.24387377672427857,1.0,0.27873525600528176
395907.3795681634,313614104737.86487,560012.5933743498,849769.5014511526,1293483690252.8914,1137314.2442847057,307313.4439293849,164712155000.986,405847.4528699004,618118.9960730191,662937547874.1106,814209.7689625878,77076875.72996154,0.3550724183092792,0.2714438671532014,1.0,0.2659340421632108
385607.77661602054,288872889229.8274,537468.9658294955,1101758.1618073669,1959551361714.564,1399839.762870938,336471.4773334412,200301532195.25797,447550.591771766,599632.8880777168,660756086133.0668,812869.0461157116,103752192.72056052,0.405952297007574,0.2358187394542261,1.0,0.32833414443255304
299865.8634987454,146397198047.23755,382618.8678662326,1012362.2833468051,2173870492763.6382,1474405.1318289822,363651.8940575309,237046536503.41544,486874.25122244394,672238.5695826756,1529579727083.6516,1236761.7907599069,95627138.20327333,0.3528029326750238,0.2731479300198706,1.0,0.2882269456601897
275561.7618931256,137072972771.54971,370233.6732005204,765724.3347236328,1264471416727.0596,1124487.1794409484,311780.94113906584,174441112365.90695,417661.48058673897,584954.3880195485,898311665336.9187,947793.049846283,70266583.87448414,0.36957633783742855,0.26304541587639885,1.0,0.28641259212368286
358304.2685347291,208573569294.7648,456698.55407562305,1028261.5725208899,1819284403883.281,1348808.5126819452,271307.8269207035,196403994502.27454,443174.90283439396,593507.3477268638,743249095873.0457,862118.956915486,99402656.43440156,0.3502614689243821,0.276103956178903,1.0,0.22715184256085405
369681.8801223177,230778035377.76736,480393.62545496726,928176.2069687205,1853382168905.4482,1361389.793154572,296525.2461312993,154508205089.73642,393075.3173244746,714932.3045760314,1397190253869.1401,1182028.0258391255,89050198.84455475,0.3422879934006458,0.2807838232823776,1.0,0.2338908205235006
416702.9767766864,280854649422.80054,529957.2147096411,801791.6161860469,951191507922.3365,975290.4736140595,262900.92403007724,121649854257.15288,348783.39160165424,493086.7058831378,414086171448.68274,643495.2769435707,71696199.72198282,0.3345561712541301,0.28561442803101367,1.0,0.221206093823428
234653.7232407688,99102696172.56425,314805.8070820236,776898.1293225687,1345193460744.9111,1159824.7543249417,374081.85717872443,289159531208.5678,537735.5588098743,616944.5809680303,985659746746.4519,992803.9820359566,74297270.63026847,0.36338466261315827,0.2663763194120419,1.0,0.27648197588876255
330378.03024283703,256558149214.29578,506515.6949338251,863540.4542636556,1567080648801.2803,1251830.9186153216,355975.470347028,262950315384.63147,512786.8128029732,647713.2696566121,1187185559098.8833,1089580.4509529728,81770926.80168727,0.3408652015672539,0.2828746428723337,1.0,0.24988250579608945
310170.1326401308,158134687238.18417,397661.5234570528,689126.7967813063,844837011139.8588,919150.1570145428,311789.0714649001,166961582072.08328,408609.3269518982,592073.0518649291,680560260060.836,824960.7627401658,60834838.13362841,0.3752321300671103,0.25555543102699396,1.0,0.2683338113880109
407900.0238415741,344813453051.7911,587208.1854434516,970773.2711322325,1748451838965.9768,1322290.376190486,249153.18544793635,114969042403.23108,339070.8515977613,529230.5392823298,484842701175.796,696306.470726645,93796184.0641568,0.3400958479519545,0.28142708115105525,1.0,0.2541326382042745
258871.70210068673,108958351361.26291,330088.3993133702,662911.3357838287,775311620877.4198,880517.814060238,235273.14257473644,94765115106.14688,307839.43072021636,502731.76264326676,559347257384.2668,747895.2181851859,59812622.29477317,0.380510355448213,0.2578752390227469,1.0,0.2850352087559058
288220.28615088126,162113533854.8849,402633.2498128848,880024.1627933655,1741637434672.5142,1319711.1178862266,322872.54530726053,178824271365.97278,422876.18916885444,684741.7067089281,1240325510521.2598,1113699.0215140085,84088501.03671582,0.3564236736725487,0.27597419230375253,1.0,0.3806545380255747
314986.1556620115,178994806844.4788,423077.77871743485,813072.6009103388,1413117720869.8281,1188746.281117139,384317.2662442717,347051781420.0293,589111.009420151,615873.7006324206,1156267062653.512,1075298.5923237843,73468505.83505741,0.39424841126661736,0.2450029178573375,1.0,0.2614986089840542
404904.9923300758,353308621696.91626,594397.6965777343,984322.0869919551,1864989612452.5588,1365646.2252181415,296717.89496977313,190425094975.37894,436377.23929574847,576157.8216964398,979870786341.3071,989884.2287567304,99667501.46791211,0.4030058061405391,0.23987180388426493,1.0,0.29101776725434514
399130.5088621921,295565685090.3096,543659.5304878869,845188.8594782384,1260857696811.4893,1122879.1995631093,237918.7578965267,106637568725.04985,326554.0823891961,590659.9147932774,573657879594.3512,757402.0594072551,78386927.54983169,0.3493234868814453,0.2771607036002411,1.0,0.26674072276010974
312768.3848106555,193338000787.62488,439702.1728256808,953602.0006808762,1834315157239.1472,1354368.9147492817,343144.92141823424,242581356656.78024,492525.4883321068,689429.4969423657,1236131776644.335,1111814.6323215642,90636113.33139871,0.37723022489131813,0.25754959937597366,1.0,0.2970816248922943
279916.07719042205,165079488109.62366,406299.7515500393,796065.5481729996,1240252430342.06,1113666.2113676881,331750.04251726536,205366887918.92563,453174.2357183665,584628.7600067653,732126525245.3047,855643.9243314386,76509918.05300632,0.3293988208087335,0.29314421281919956,1.0,0.2846838470856527
