target_accuracy,target_precision,target_recall,target_f1,source_accuracy,source_precision,source_recall,source_f1,trans_source_accuracy,trans_source_precision,trans_source_recall,trans_source_f1
0.9625,0.9743589743589743,0.95,0.9620253164556962,0.98,0.98,0.98,0.98,0.935,0.9306930693069307,0.94,0.9353233830845772
0.9708333333333333,0.959349593495935,0.9833333333333333,0.97119341563786,0.945,0.9320388349514563,0.96,0.9458128078817734,0.885,0.8811881188118812,0.89,0.8855721393034827
0.9875,0.9834710743801653,0.9916666666666667,0.9875518672199171,0.98,0.98,0.98,0.98,0.97,0.9607843137254902,0.98,0.9702970297029702
0.9708333333333333,0.959349593495935,0.9833333333333333,0.97119341563786,0.975,0.9702970297029703,0.98,0.9751243781094527,0.955,0.941747572815534,0.97,0.9556650246305418
0.9666666666666667,0.9590163934426229,0.975,0.9669421487603306,0.955,0.941747572815534,0.97,0.9556650246305418,0.935,0.9223300970873787,0.95,0.9359605911330049
0.9625,0.9512195121951219,0.975,0.9629629629629629,0.945,0.9238095238095239,0.97,0.9463414634146342,0.89,0.89,0.89,0.89
0.9833333333333333,0.9754098360655737,0.9916666666666667,0.9834710743801653,0.965,0.9514563106796117,0.98,0.9655172413793104,0.955,0.9595959595959596,0.95,0.9547738693467336
0.9791666666666666,0.9752066115702479,0.9833333333333333,0.979253112033195,0.935,0.9393939393939394,0.93,0.9346733668341709,0.935,0.9393939393939394,0.93,0.9346733668341709
0.9583333333333334,0.9365079365079365,0.9833333333333333,0.9593495934959351,0.97,0.97,0.97,0.97,0.93,0.9056603773584906,0.96,0.9320388349514563
0.9666666666666667,0.9444444444444444,0.9916666666666667,0.967479674796748,0.97,0.9519230769230769,0.99,0.9705882352941176,0.945,0.9238095238095239,0.97,0.9463414634146342
0.975,0.975,0.975,0.975,0.96,0.9693877551020408,0.95,0.9595959595959594,0.885,0.8811881188118812,0.89,0.8855721393034827
0.975,0.975,0.975,0.975,0.94,0.9074074074074074,0.98,0.9423076923076924,0.94,0.94,0.94,0.94
0.9583333333333334,0.9435483870967742,0.975,0.9590163934426231,0.98,0.9897959183673469,0.97,0.9797979797979798,0.94,0.9230769230769231,0.96,0.9411764705882353
0.9708333333333333,0.959349593495935,0.9833333333333333,0.97119341563786,0.07,0.061224489795918366,0.06,0.06060606060606061,0.085,0.0970873786407767,0.1,0.09852216748768475
0.9625,0.9512195121951219,0.975,0.9629629629629629,0.955,0.9504950495049505,0.96,0.9552238805970149,0.95,0.9411764705882353,0.96,0.9504950495049505
0.9791666666666666,0.9752066115702479,0.9833333333333333,0.979253112033195,0.96,0.9693877551020408,0.95,0.9595959595959594,0.89,0.875,0.91,0.892156862745098
0.9708333333333333,0.9669421487603306,0.975,0.970954356846473,0.96,0.9791666666666666,0.94,0.9591836734693877,0.955,0.9504950495049505,0.96,0.9552238805970149
0.9666666666666667,0.9590163934426229,0.975,0.9669421487603306,0.93,0.9134615384615384,0.95,0.9313725490196078,0.905,0.900990099009901,0.91,0.9054726368159204
0.9791666666666666,0.967479674796748,0.9916666666666667,0.9794238683127573,0.95,0.9326923076923077,0.97,0.9509803921568627,0.94,0.9313725490196079,0.95,0.9405940594059405
0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.97,0.9795918367346939,0.96,0.9696969696969697,0.955,0.9595959595959596,0.95,0.9547738693467336
0.95,0.95,0.95,0.9500000000000001,0.975,0.9797979797979798,0.97,0.9748743718592964,0.96,0.96,0.96,0.96
0.9916666666666667,0.9916666666666667,0.9916666666666667,0.9916666666666667,0.065,0.06060606060606061,0.06,0.06030150753768844,0.11,0.125,0.13,0.12745098039215685
0.9875,0.9834710743801653,0.9916666666666667,0.9875518672199171,0.04,0.057692307692307696,0.06,0.058823529411764705,0.085,0.0970873786407767,0.1,0.09852216748768475
0.9708333333333333,0.9669421487603306,0.975,0.970954356846473,0.96,0.9259259259259259,1.0,0.9615384615384615,0.9,0.8921568627450981,0.91,0.900990099009901
0.9541666666666667,0.943089430894309,0.9666666666666667,0.9547325102880659,0.945,0.978494623655914,0.91,0.9430051813471503,0.92,0.9117647058823529,0.93,0.9207920792079208
0.975,0.9672131147540983,0.9833333333333333,0.9752066115702478,0.955,0.941747572815534,0.97,0.9556650246305418,0.935,0.9223300970873787,0.95,0.9359605911330049
0.975,0.975,0.975,0.975,0.965,0.9603960396039604,0.97,0.9651741293532338,0.95,0.95,0.95,0.9500000000000001
0.975,0.9672131147540983,0.9833333333333333,0.9752066115702478,0.98,0.98,0.98,0.98,0.95,0.9591836734693877,0.94,0.9494949494949495
0.9708333333333333,0.959349593495935,0.9833333333333333,0.97119341563786,0.965,0.9696969696969697,0.96,0.964824120603015,0.925,0.9047619047619048,0.95,0.9268292682926829
0.9875,0.9915966386554622,0.9833333333333333,0.9874476987447698,0.03,0.03,0.03,0.03,0.11,0.11764705882352941,0.12,0.1188118811881188
0.95,0.9354838709677419,0.9666666666666667,0.9508196721311476,0.97,0.9607843137254902,0.98,0.9702970297029702,0.97,0.9607843137254902,0.98,0.9702970297029702
0.9791666666666666,0.967479674796748,0.9916666666666667,0.9794238683127573,0.935,0.9142857142857143,0.96,0.9365853658536586,0.925,0.9207920792079208,0.93,0.9253731343283582
0.9625,0.9512195121951219,0.975,0.9629629629629629,0.965,0.9603960396039604,0.97,0.9651741293532338,0.925,0.912621359223301,0.94,0.9261083743842364
0.9625,0.9512195121951219,0.975,0.9629629629629629,0.935,0.9484536082474226,0.92,0.9340101522842639,0.93,0.9215686274509803,0.94,0.9306930693069307
0.9708333333333333,0.9669421487603306,0.975,0.970954356846473,0.09,0.06382978723404255,0.06,0.06185567010309278,0.12,0.11224489795918367,0.11,0.11111111111111112
0.9916666666666667,0.9836065573770492,1.0,0.9917355371900827,0.93,0.8981481481481481,0.97,0.9326923076923077,0.915,0.9108910891089109,0.92,0.9154228855721394
0.9708333333333333,0.9669421487603306,0.975,0.970954356846473,0.96,0.9893617021276596,0.93,0.9587628865979382,0.92,0.9038461538461539,0.94,0.9215686274509804
0.9625,0.9586776859504132,0.9666666666666667,0.9626556016597511,0.95,0.9591836734693877,0.94,0.9494949494949495,0.94,0.94,0.94,0.94
0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.95,0.9326923076923077,0.97,0.9509803921568627,0.95,0.9326923076923077,0.97,0.9509803921568627
0.9708333333333333,0.959349593495935,0.9833333333333333,0.97119341563786,0.94,0.9150943396226415,0.97,0.9417475728155339,0.935,0.9393939393939394,0.93,0.9346733668341709
0.9791666666666666,0.9752066115702479,0.9833333333333333,0.979253112033195,0.98,0.9705882352941176,0.99,0.9801980198019802,0.93,0.9134615384615384,0.95,0.9313725490196078
0.975,0.9672131147540983,0.9833333333333333,0.9752066115702478,0.1,0.06521739130434782,0.06,0.062499999999999986,0.135,0.12371134020618557,0.12,0.12182741116751268
0.9625,0.9586776859504132,0.9666666666666667,0.9626556016597511,0.045,0.04040404040404041,0.04,0.04020100502512563,0.1,0.09183673469387756,0.09,0.0909090909090909
0.9833333333333333,0.967741935483871,1.0,0.9836065573770492,0.96,0.9509803921568627,0.97,0.9603960396039604,0.935,0.9142857142857143,0.96,0.9365853658536586
0.975,0.9672131147540983,0.9833333333333333,0.9752066115702478,0.955,0.9690721649484536,0.94,0.9543147208121826,0.93,0.9134615384615384,0.95,0.9313725490196078
0.975,0.9830508474576272,0.9666666666666667,0.9747899159663865,0.96,0.9339622641509434,0.99,0.9611650485436893,0.935,0.9393939393939394,0.93,0.9346733668341709
0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.94,0.9150943396226415,0.97,0.9417475728155339,0.925,0.9047619047619048,0.95,0.9268292682926829
0.9791666666666666,0.9752066115702479,0.9833333333333333,0.979253112033195,0.97,0.9795918367346939,0.96,0.9696969696969697,0.955,0.9504950495049505,0.96,0.9552238805970149
0.9666666666666667,0.9590163934426229,0.975,0.9669421487603306,0.965,0.9514563106796117,0.98,0.9655172413793104,0.92,0.8962264150943396,0.95,0.9223300970873787
0.9875,0.9834710743801653,0.9916666666666667,0.9875518672199171,0.96,0.9423076923076923,0.98,0.9607843137254902,0.95,0.9591836734693877,0.94,0.9494949494949495
0.9625,0.9586776859504132,0.9666666666666667,0.9626556016597511,0.975,0.9896907216494846,0.96,0.9746192893401014,0.925,0.9207920792079208,0.93,0.9253731343283582
0.9791666666666666,0.9914529914529915,0.9666666666666667,0.9789029535864978,0.94,0.9074074074074074,0.98,0.9423076923076924,0.95,0.9326923076923077,0.97,0.9509803921568627
0.9625,0.9512195121951219,0.975,0.9629629629629629,0.065,0.07766990291262135,0.08,0.07881773399014778,0.095,0.09090909090909091,0.09,0.09045226130653267
0.9541666666666667,0.9504132231404959,0.9583333333333334,0.9543568464730291,0.955,0.9504950495049505,0.96,0.9552238805970149,0.97,0.9519230769230769,0.99,0.9705882352941176
0.9791666666666666,0.9752066115702479,0.9833333333333333,0.979253112033195,0.97,0.9795918367346939,0.96,0.9696969696969697,0.94,0.9313725490196079,0.95,0.9405940594059405
0.9625,0.9586776859504132,0.9666666666666667,0.9626556016597511,0.95,0.9245283018867925,0.98,0.9514563106796116,0.93,0.9387755102040817,0.92,0.9292929292929293
0.9916666666666667,0.9916666666666667,0.9916666666666667,0.9916666666666667,0.04,0.057692307692307696,0.06,0.058823529411764705,0.06,0.06862745098039216,0.07,0.06930693069306931
0.975,0.975,0.975,0.975,0.975,0.9523809523809523,1.0,0.975609756097561,0.925,0.9292929292929293,0.92,0.9246231155778895
0.95,0.9285714285714286,0.975,0.951219512195122,0.94,0.9150943396226415,0.97,0.9417475728155339,0.935,0.9142857142857143,0.96,0.9365853658536586
0.9791666666666666,0.967479674796748,0.9916666666666667,0.9794238683127573,0.065,0.06060606060606061,0.06,0.06030150753768844,0.045,0.04950495049504951,0.05,0.04975124378109454
0.9625,0.9586776859504132,0.9666666666666667,0.9626556016597511,0.95,0.9166666666666666,0.99,0.9519230769230769,0.895,0.883495145631068,0.91,0.896551724137931
0.9541666666666667,0.957983193277311,0.95,0.9539748953974896,0.95,1.0,0.9,0.9473684210526316,0.945,0.9405940594059405,0.95,0.9452736318407959
0.9666666666666667,0.9745762711864406,0.9583333333333334,0.9663865546218487,0.945,0.9587628865979382,0.93,0.9441624365482233,0.945,0.9494949494949495,0.94,0.9447236180904524
0.9708333333333333,0.9669421487603306,0.975,0.970954356846473,0.955,0.9333333333333333,0.98,0.9560975609756097,0.93,0.9215686274509803,0.94,0.9306930693069307
0.9791666666666666,0.9831932773109243,0.975,0.9790794979079498,0.935,0.9142857142857143,0.96,0.9365853658536586,0.925,0.9207920792079208,0.93,0.9253731343283582
0.9583333333333334,0.9435483870967742,0.975,0.9590163934426231,0.035,0.030303030303030304,0.03,0.03015075376884422,0.06,0.06,0.06,0.06
0.9625,0.9663865546218487,0.9583333333333334,0.9623430962343097,0.97,0.9895833333333334,0.95,0.9693877551020408,0.965,0.979381443298969,0.95,0.9644670050761421
0.9875,0.9834710743801653,0.9916666666666667,0.9875518672199171,0.93,0.8909090909090909,0.98,0.9333333333333333,0.915,0.9029126213592233,0.93,0.916256157635468
0.9875,0.9834710743801653,0.9916666666666667,0.9875518672199171,0.94,0.9150943396226415,0.97,0.9417475728155339,0.925,0.9292929292929293,0.92,0.9246231155778895
