target_mae,target_rmse,source_mae,source_rmse,trans_source_mae,trans_source_rmse
339476.47877289064,487931.56324069697,850640.617276364,1325823.963768408,791516.6722633642,1253206.0563673256
310120.4301610377,425456.9895392827,842572.7150515285,1133714.7513090917,626008.6624295892,1069811.3167019777
444791.06103008124,632666.5440280339,1217798.8186528876,1706397.1405068464,831200.307164381,1515753.9837637793
310613.7421978805,430634.1250541593,919656.3600892008,1229787.9675443035,687264.7481781301,985549.586920693
626954.0516843906,1030498.3376463571,1272106.9081520797,1687479.931836409,954034.5911922465,1386951.2621332677
263352.605906781,377928.3800640851,689487.5929135089,950637.9183983331,529303.3103313294,749679.6519167498
290013.5376641722,400854.0490142976,894903.9529585696,1308493.3127443234,644835.1768329855,1030841.2086784856
409731.24233020877,578279.2566426594,837773.4667537053,1639110.9859613215,736216.9936152832,1665491.176872221
307392.64786774974,452765.16596096085,762427.0019513017,1114999.9938196035,690358.4836165414,1096182.6599946963
289832.82323015656,418361.82664476405,864632.6260360746,1278703.3180212055,675372.5930376755,1242679.546107041
381767.8631728514,577464.3609851802,979457.7802896852,1419969.5343624293,834078.7804182266,1412355.4566071543
656887.7153063995,1135673.6507858643,936496.9347959948,1186902.0171686716,767878.7820557508,1075093.7250945102
345062.8231796057,479264.0218874727,996682.9251181714,1447350.4335848344,770566.4991119057,1257278.076378318
455991.1061557791,684167.2271281473,1195296.6210555641,1630822.3118073759,757495.7179002394,1364771.576163954
377941.68958726176,504709.9806419305,941032.0101592178,1303207.8198209405,722834.4404692239,1201015.1626964805
367635.0302787999,528781.1244743983,761214.5490175091,1077101.4502209537,670678.7285568665,988433.3981997033
344311.7921420661,468389.4716325476,822874.8602632511,1226497.131769192,704386.8957497254,1101507.6462379245
448125.15876185865,594260.5413275806,956024.3904033826,1391658.2048137013,706053.7408590539,1323573.03376167
514921.6999404254,794914.4139153222,1205542.6198967868,1549567.7147156005,790194.8440452835,1298304.008478047
329688.6986224311,479248.0216209718,961067.8691170285,1489666.4118609515,745439.9296957634,1348466.9254151653
232231.82219690975,318738.85693777545,727447.6929442347,1127301.35765773,610801.954302283,1128093.5210267568
293174.2033619228,424378.3044586275,928778.4265385095,1183746.1371448056,657786.2597453375,961177.9971101931
263244.5413121661,381488.1825267814,759090.5342913761,1090842.8193126111,635950.416953945,991128.6212939346
384211.10223866056,550872.0751338105,1227757.328388504,1667861.8508007529,810777.7100273165,1506943.7039748689
431006.6944406267,640017.4065575293,899993.7369623736,1194503.012021158,665547.4194398874,1029929.0692944452
274510.26186681516,389077.9511695043,829332.3393587017,1151241.2678566163,610274.5741965554,977357.0581283366
428227.9761731185,599117.202089534,820221.6413206877,1097215.690498367,720230.9679884502,984998.4475455527
391435.3343451414,529298.9841848335,940860.1657499692,1492699.1800341392,730000.1106486777,1337862.5691245054
361167.6730634522,601695.4842189916,785328.6814543771,1123480.4028982397,664989.2287788871,1053484.1663902365
309770.9730691394,425597.4287303015,1058557.7954287399,1545213.4384084686,733623.6501398326,1263851.6966529198
325624.7624917975,483752.898087287,981782.3926765728,1863362.320746012,814917.9527153751,1810146.4121165415
460076.19430585863,639761.3231407732,893756.4291837466,1195675.5667146614,724326.8121391603,1041748.2424992328
546409.4933596365,764684.0398903931,1044238.9219057998,1306436.420078329,701019.042675113,997549.4011371802
